ID,WAVE,WEIGHT1,score,mc,male,income,fa_edu,mo_edu,par_satis,health,aft_sch,aft_sch1,care,abuse,sch_study,friend,teacher,wave2,wave3,wave4,wave5,wave6,wave7
15202,2,418.65859053114656,3.4,0.0,0.0,3.6,2.0,2.0,3.0,3.0,0.0,0.0,3.75,1.25,3.3333333333333335,3.2,3.25,1,0,0,0,0,0
15203,2,428.97611534520667,5.0,0.0,1.0,5.0,4.0,4.0,3.0,4.0,0.0,1.0,4.0,2.0,4.0,3.4,4.0,1,0,0,0,0,0
15204,2,418.65859053114656,3.0,0.0,0.0,5.0,4.0,4.0,3.0,3.0,0.6666666666666666,1.0,3.5,1.5,3.3333333333333335,2.8,3.0,1,0,0,0,0,0
15205,2,428.97611534520667,3.8,0.0,1.0,10.0,4.0,4.0,3.0,3.0,0.6666666666666666,1.0,2.75,1.0,3.3333333333333335,2.6,3.0,1,0,0,0,0,0
15206,2,418.65859053114656,3.6,0.0,0.0,3.6,4.0,2.0,3.0,3.0,1.0,1.0,3.5,1.5,3.6666666666666665,3.2,3.0,1,0,0,0,0,0
15208,2,428.97611534520667,5.0,0.0,1.0,20.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,2.0,3.0,3.0,3.0,1,0,0,0,0,0
15209,2,428.97611534520667,3.0,1.0,1.0,3.6,1.0,1.0,2.0,3.0,1.6666666666666665,1.0,3.0,2.25,2.6666666666666665,2.4,3.0,1,0,0,0,0,0
15212,2,418.65859053114656,2.4,0.0,0.0,4.8,2.0,2.0,3.0,4.0,1.6666666666666665,1.0,4.0,1.25,3.3333333333333335,2.8,3.75,1,0,0,0,0,0
15213,2,428.97611534520667,3.8,0.0,1.0,6.0,4.0,4.0,3.0,3.0,2.0,1.0,3.5,2.0,4.0,4.0,4.0,1,0,0,0,0,0
15217,2,428.97611534520667,3.4,0.0,1.0,7.0,2.0,2.0,3.0,3.0,0.0,1.0,4.0,2.0,3.3333333333333335,2.6,2.75,1,0,0,0,0,0
15218,2,418.65859053114656,3.0,0.0,0.0,3.6,1.0,1.0,3.0,3.0,1.0,1.0,3.25,1.25,4.0,2.8,4.0,1,0,0,0,0,0
15219,2,428.97611534520667,3.4,0.0,1.0,3.6,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.75,3.0,2.8,3.0,1,0,0,0,0,0
15220,2,418.65859053114656,4.2,0.0,0.0,8.0,4.0,4.0,3.0,4.0,1.6666666666666665,1.0,3.75,1.75,4.0,3.2,3.25,1,0,0,0,0,0
15221,2,428.97611534520667,5.0,0.0,1.0,4.8,4.0,2.0,3.0,4.0,2.6666666666666665,1.0,4.0,1.0,4.0,3.4,4.0,1,0,0,0,0,0
15222,2,418.65859053114656,5.0,0.0,0.0,6.0,4.0,4.0,3.0,4.0,3.0,1.0,3.25,1.5,4.0,2.4,4.0,1,0,0,0,0,0
15226,2,418.65859053114656,3.6,0.0,0.0,6.0,4.0,4.0,2.0,4.0,1.6666666666666665,1.0,2.25,1.0,3.0,2.8,3.25,1,0,0,0,0,0
15227,2,428.97611534520667,4.0,0.0,1.0,4.8,3.0,2.0,3.0,3.0,2.333333333333333,1.0,3.5,2.0,3.0,3.2,3.0,1,0,0,0,0,0
15301,2,414.0007353075045,3.8,0.0,1.0,3.0,2.0,2.0,3.0,3.0,1.3333333333333333,1.0,3.75,2.25,3.0,2.8,3.0,1,0,0,0,0,0
15302,2,391.6738444456232,3.2,0.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,4.0,1.75,2.6666666666666665,2.4,2.5,1,0,0,0,0,0
15303,2,391.6738444456232,3.0,0.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.6666666666666667,3.2,2.25,1,0,0,0,0,0
15306,2,391.6738444456232,3.8,0.0,1.0,10.0,2.0,4.0,3.0,3.0,1.3333333333333333,1.0,3.75,1.75,3.6666666666666665,2.8,4.0,1,0,0,0,0,0
15308,2,391.6738444456232,4.0,0.0,1.0,3.6,2.0,2.0,3.0,4.0,5.0,1.0,3.75,2.0,3.6666666666666665,2.2,2.5,1,0,0,0,0,0
15311,2,382.25349570235176,4.6,0.0,0.0,2.0,4.0,2.0,3.0,4.0,2.0,1.0,4.0,1.0,4.0,3.2,4.0,1,0,0,0,0,0
15312,2,382.25349570235176,4.4,0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.25,1.75,3.6666666666666665,3.0,4.0,1,0,0,0,0,0
15313,2,382.25349570235176,3.4,0.0,0.0,2.4,2.0,2.0,3.0,2.0,0.6666666666666666,1.0,3.0,1.25,3.0,2.6,2.5,1,0,0,0,0,0
15314,2,382.25349570235176,3.6,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,3.5,2.5,3.6666666666666665,3.2,4.0,1,0,0,0,0,0
15315,2,382.25349570235176,4.6,0.0,0.0,7.0,4.0,4.0,3.0,4.0,0.6666666666666666,1.0,4.0,1.0,3.6666666666666665,3.2,3.5,1,0,0,0,0,0
15319,2,382.25349570235176,3.4,0.0,0.0,3.5,4.0,2.0,3.0,3.0,0.0,0.0,3.0,1.25,2.3333333333333335,2.0,4.0,1,0,0,0,0,0
15321,2,382.25349570235176,3.6,0.0,0.0,3.6,2.0,4.0,3.0,3.0,2.0,1.0,3.5,1.75,4.0,2.6,3.25,1,0,0,0,0,0
15322,2,382.25349570235176,2.6,0.0,0.0,3.6,3.0,2.0,2.0,3.0,0.0,1.0,4.0,2.0,3.0,3.6,3.75,1,0,0,0,0,0
15323,2,382.25349570235176,2.8,0.0,0.0,8.0,4.0,4.0,3.0,4.0,2.333333333333333,1.0,4.0,1.25,2.3333333333333335,2.4,3.5,1,0,0,0,0,0
15325,2,391.6738444456232,4.2,0.0,1.0,4.8,2.0,2.0,3.0,3.0,0.0,1.0,4.0,2.5,3.0,3.0,3.5,1,0,0,0,0,0
15326,2,391.6738444456232,3.4,0.0,1.0,4.0,4.0,4.0,3.0,3.0,0.6666666666666666,1.0,3.25,1.25,3.3333333333333335,2.0,2.75,1,0,0,0,0,0
15328,2,391.6738444456232,3.0,0.0,1.0,4.8,2.0,2.0,2.0,3.0,0.0,0.0,3.0,2.25,2.6666666666666665,3.0,3.0,1,0,0,0,0,0
15329,2,391.6738444456232,4.0,0.0,1.0,4.8,4.0,2.0,3.0,3.0,0.0,1.0,3.0,2.5,2.6666666666666665,3.0,2.5,1,0,0,0,0,0
15401,2,375.3541009270552,5.0,0.0,1.0,5.0,4.0,4.0,3.0,4.0,0.6666666666666666,1.0,4.0,1.25,4.0,3.2,4.0,1,0,0,0,0,0
15403,2,366.3262667147535,3.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,1.5,3.3333333333333335,2.8,3.5,1,0,0,0,0,0
15404,2,375.3541009270552,4.8,0.0,1.0,4.0,5.0,4.0,3.0,4.0,0.5555555555555556,1.0,4.0,1.0,3.6666666666666665,3.0,2.75,1,0,0,0,0,0
15405,2,366.3262667147535,2.8,0.0,0.0,8.0,4.0,4.0,3.0,3.0,2.6666666666666665,1.0,2.25,1.25,2.6666666666666665,2.6,1.75,1,0,0,0,0,0
15406,2,366.3262667147535,2.6,0.0,0.0,10.0,4.0,5.0,3.0,4.0,3.8888888888888884,1.0,3.0,2.5,2.6666666666666665,2.2,2.75,1,0,0,0,0,0
15409,2,366.3262667147535,4.6,0.0,0.0,6.0,4.0,4.0,3.0,3.0,2.6666666666666665,1.0,3.25,1.0,4.0,3.2,4.0,1,0,0,0,0,0
15410,2,366.3262667147535,2.6,0.0,0.0,0.6,2.0,2.0,3.0,4.0,2.5555555555555554,1.0,3.75,2.25,2.6666666666666665,2.6,2.25,1,0,0,0,0,0
15411,2,366.3262667147535,5.0,0.0,0.0,5.0,4.0,4.0,3.0,4.0,2.6666666666666665,1.0,4.0,1.0,3.6666666666666665,3.0,4.0,1,0,0,0,0,0
15412,2,375.3541009270552,4.4,0.0,1.0,6.0,4.0,4.0,3.0,4.0,1.5,1.0,4.0,1.25,3.3333333333333335,3.4,4.0,1,0,0,0,0,0
15413,2,375.3541009270552,5.0,0.0,1.0,1.7,2.0,2.0,1.0,4.0,3.0,1.0,4.0,1.5,4.0,4.0,4.0,1,0,0,0,0,0
15414,2,366.3262667147535,3.4,0.0,0.0,7.0,4.0,4.0,3.0,3.0,2.333333333333333,1.0,3.75,2.0,3.0,2.4,3.0,1,0,0,0,0,0
15415,2,375.3541009270552,4.6,0.0,1.0,5.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,2.5,4.0,2.6,4.0,1,0,0,0,0,0
15416,2,375.3541009270552,3.6,0.0,1.0,1.1,2.0,4.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,2.6,3.0,1,0,0,0,0,0
15417,2,366.3262667147535,4.8,0.0,0.0,12.0,4.0,4.0,4.0,3.0,0.6666666666666666,1.0,3.0,1.25,3.6666666666666665,2.6,3.0,1,0,0,0,0,0
15419,2,383.8008321567778,4.4,0.0,0.0,15.0,4.0,4.0,3.0,3.0,2.0,1.0,3.25,1.25,3.3333333333333335,3.2,4.0,1,0,0,0,0,0
15422,2,375.3541009270552,4.6,0.0,1.0,5.0,4.0,2.0,3.0,4.0,2.2777777777777777,1.0,3.5,2.25,3.6666666666666665,2.8,3.25,1,0,0,0,0,0
15425,2,366.3262667147535,4.6,0.0,0.0,6.0,4.0,2.0,3.0,4.0,1.3333333333333333,1.0,4.0,1.0,3.6666666666666665,3.0,2.5,1,0,0,0,0,0
15426,2,375.3541009270552,4.2,0.0,1.0,5.0,4.0,4.0,3.0,4.0,2.5,1.0,4.0,1.0,3.6666666666666665,3.2,1.5,1,0,0,0,0,0
15427,2,366.3262667147535,4.0,0.0,0.0,6.0,4.0,2.0,3.0,4.0,4.0,1.0,4.0,1.75,3.3333333333333335,3.4,3.25,1,0,0,0,0,0
15428,2,375.3541009270552,3.2,0.0,1.0,5.0,3.0,3.0,3.0,3.0,2.6666666666666665,1.0,4.0,1.5,3.3333333333333335,3.2,2.5,1,0,0,0,0,0
15501,2,346.48070854805115,2.2,0.0,1.0,1.5,2.0,2.0,3.0,4.0,0.0,1.0,3.25,1.75,2.6666666666666665,2.8,2.25,1,0,0,0,0,0
15502,2,338.1473231213106,3.4,0.0,0.0,4.0,4.0,2.0,3.0,3.0,0.0,0.0,4.0,1.25,2.6666666666666665,2.8,3.0,1,0,0,0,0,0
15503,2,346.48070854805115,3.2,0.0,1.0,3.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.0,3.25,2.25,3.6666666666666665,3.4,3.5,1,0,0,0,0,0
15504,2,338.1473231213106,4.2,0.0,0.0,6.5,4.0,3.0,3.0,4.0,1.0,1.0,3.0,1.5,3.3333333333333335,3.2,4.0,1,0,0,0,0,0
15505,2,338.1473231213106,3.6,0.0,0.0,5.0,4.0,4.0,3.0,2.0,1.6666666666666665,1.0,3.25,2.25,3.0,2.4,4.0,1,0,0,0,0,0
15506,2,346.48070854805115,4.2,0.0,1.0,2.0,2.0,2.0,3.0,3.0,2.6666666666666665,1.0,4.0,2.0,3.3333333333333335,2.4,3.0,1,0,0,0,0,0
15507,2,338.1473231213106,3.4,0.0,0.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,2.5,3.6666666666666665,3.0,4.0,1,0,0,0,0,0
15508,2,346.48070854805115,4.6,0.0,1.0,8.0,4.0,4.0,3.0,3.0,2.0,1.0,2.5,3.0,4.0,3.6,4.0,1,0,0,0,0,0
15509,2,338.1473231213106,5.0,0.0,0.0,5.0,2.0,2.0,3.0,4.0,1.6666666666666665,1.0,4.0,1.0,3.0,3.0,3.75,1,0,0,0,0,0
15510,2,346.48070854805115,3.4,0.0,1.0,3.0,5.0,3.0,4.0,4.0,2.6666666666666665,1.0,3.5,1.5,3.0,3.0,3.25,1,0,0,0,0,0
15511,2,346.48070854805115,3.8,0.0,1.0,6.0,4.0,4.0,3.0,2.0,2.333333333333333,1.0,2.75,3.0,3.3333333333333335,2.6,2.75,1,0,0,0,0,0
15512,2,346.48070854805115,4.2,0.0,1.0,6.0,4.0,2.0,3.0,4.0,1.3333333333333333,1.0,4.0,1.5,3.3333333333333335,3.0,2.75,1,0,0,0,0,0
15514,2,338.1473231213106,3.6,0.0,0.0,8.0,4.0,5.0,3.0,4.0,2.0,1.0,4.0,1.75,3.0,3.0,3.25,1,0,0,0,0,0
15515,2,346.48070854805115,4.0,0.0,1.0,5.0,4.0,3.0,3.0,4.0,1.3333333333333333,1.0,3.0,1.5,3.3333333333333335,3.4,3.5,1,0,0,0,0,0
15516,2,338.1473231213106,4.0,0.0,0.0,8.0,2.0,3.0,3.0,3.0,2.333333333333333,1.0,3.5,2.25,3.0,2.8,2.75,1,0,0,0,0,0
15517,2,346.48070854805115,3.6,0.0,1.0,4.0,2.0,2.0,3.0,3.0,1.6666666666666665,1.0,3.0,2.0,3.0,2.4,2.5,1,0,0,0,0,0
15519,2,346.48070854805115,4.0,0.0,1.0,3.0,4.0,4.0,3.0,3.0,1.3333333333333333,1.0,4.0,2.5,3.0,2.8,2.25,1,0,0,0,0,0
15520,2,338.1473231213106,5.0,0.0,0.0,6.0,5.0,4.0,3.0,4.0,0.0,1.0,3.75,3.25,4.0,2.8,4.0,1,0,0,0,0,0
15521,2,346.48070854805115,2.8,0.0,1.0,2.2,2.0,2.0,3.0,2.0,1.3333333333333333,1.0,4.0,1.5,2.3333333333333335,1.8,3.0,1,0,0,0,0,0
15523,2,346.48070854805115,3.0,0.0,1.0,3.0,4.0,4.0,3.0,4.0,0.0,1.0,2.0,2.0,2.0,2.2,2.0,1,0,0,0,0,0
15526,2,338.1473231213106,4.8,0.0,0.0,3.0,4.0,4.0,4.0,4.0,1.6666666666666665,1.0,3.25,1.0,3.6666666666666665,3.4,4.0,1,0,0,0,0,0
15527,2,338.1473231213106,4.2,0.0,0.0,12.0,4.0,4.0,4.0,3.0,1.6666666666666665,1.0,3.25,1.0,2.6666666666666665,3.4,3.0,1,0,0,0,0,0
15528,2,346.48070854805115,3.8,0.0,1.0,3.6,2.0,2.0,3.0,4.0,2.6666666666666665,1.0,3.75,1.25,3.0,3.4,4.0,1,0,0,0,0,0
15602,2,338.1473231213106,3.6,1.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.5,3.3333333333333335,2.6,3.0,1,0,0,0,0,0
15604,2,338.1473231213106,3.6,0.0,0.0,3.0,2.0,2.0,4.0,4.0,1.611111111111111,1.0,3.25,1.75,3.0,2.6,2.25,1,0,0,0,0,0
15605,2,346.48070854805115,3.4,0.0,1.0,3.5,2.0,3.0,3.0,3.0,1.0,1.0,3.5,2.25,3.6666666666666665,2.8,4.0,1,0,0,0,0,0
15606,2,346.48070854805115,4.0,0.0,1.0,10.0,5.0,5.0,4.0,3.0,2.833333333333333,1.0,3.5,1.75,3.0,3.2,3.0,1,0,0,0,0,0
15607,2,346.48070854805115,3.0,0.0,1.0,2.5,2.0,2.0,2.0,4.0,0.6666666666666666,1.0,3.75,1.75,2.3333333333333335,2.4,1.25,1,0,0,0,0,0
15608,2,338.1473231213106,3.8,0.0,0.0,7.0,4.0,4.0,3.0,3.0,0.8888888888888888,1.0,4.0,1.75,3.0,2.4,3.0,1,0,0,0,0,0
15609,2,346.48070854805115,3.6,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.1666666666666665,1.0,4.0,4.0,2.6666666666666665,3.0,3.75,1,0,0,0,0,0
15612,2,338.1473231213106,2.8,0.0,0.0,3.0,1.0,2.0,3.0,3.0,1.111111111111111,1.0,2.75,1.25,3.0,3.0,3.0,1,0,0,0,0,0
15613,2,346.48070854805115,3.2,0.0,1.0,2.5,2.0,3.0,3.0,3.0,1.1111111111111112,1.0,3.75,1.5,2.3333333333333335,2.4,3.0,1,0,0,0,0,0
15614,2,338.1473231213106,3.2,0.0,0.0,2.0,2.0,4.0,3.0,3.0,0.6666666666666666,1.0,3.5,2.0,2.6666666666666665,2.6,3.25,1,0,0,0,0,0
15616,2,338.1473231213106,3.6,0.0,0.0,3.5,2.0,2.0,2.0,3.0,0.5555555555555556,1.0,3.0,1.5,3.0,2.6,2.25,1,0,0,0,0,0
15617,2,346.48070854805115,3.2,0.0,1.0,2.5,2.0,3.0,3.0,3.0,0.6666666666666666,1.0,2.75,2.0,2.6666666666666665,2.4,2.5,1,0,0,0,0,0
15619,2,338.1473231213106,5.0,0.0,0.0,5.0,3.0,3.0,3.0,4.0,1.6666666666666665,1.0,4.0,1.0,2.6666666666666665,3.6,2.75,1,0,0,0,0,0
15621,2,338.1473231213106,4.6,0.0,0.0,2.5,2.0,2.0,2.0,4.0,1.6666666666666665,1.0,4.0,1.0,2.3333333333333335,2.6,2.5,1,0,0,0,0,0
15624,2,346.48070854805115,5.0,0.0,1.0,2.0,4.0,4.0,3.0,3.0,0.6666666666666666,1.0,4.0,1.0,4.0,3.2,3.75,1,0,0,0,0,0
15625,2,346.48070854805115,4.4,0.0,1.0,1.2,4.0,2.0,3.0,4.0,0.0,0.0,3.75,1.75,3.6666666666666665,3.6,3.75,1,0,0,0,0,0
15627,2,338.1473231213106,4.8,0.0,0.0,3.0,2.0,2.0,4.0,3.0,0.6666666666666666,1.0,4.0,1.0,4.0,3.0,3.75,1,0,0,0,0,0
15628,2,346.48070854805115,3.8,0.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,3.25,1.25,3.0,2.8,2.75,1,0,0,0,0,0
15629,2,346.48070854805115,4.4,1.0,1.0,1.5,1.0,2.0,3.0,3.0,2.5,1.0,4.0,1.5,2.6666666666666665,2.2,3.75,1,0,0,0,0,0
15630,2,346.48070854805115,3.6,0.0,1.0,0.4,1.0,1.0,3.0,2.0,0.0,1.0,3.5,3.5,2.3333333333333335,2.4,2.5,1,0,0,0,0,0
15701,2,346.48070854805115,4.0,0.0,1.0,4.0,4.0,4.0,3.0,3.0,1.3333333333333333,1.0,4.0,1.75,3.0,2.2,3.25,1,0,0,0,0,0
15702,2,338.1473231213106,4.6,0.0,0.0,3.0,2.0,2.0,3.0,4.0,2.6666666666666665,1.0,3.75,1.75,3.6666666666666665,2.8,3.75,1,0,0,0,0,0
15703,2,338.1473231213106,4.0,0.0,0.0,7.0,4.0,4.0,3.0,4.0,2.6666666666666665,1.0,4.0,1.5,3.3333333333333335,2.8,4.0,1,0,0,0,0,0
15704,2,346.48070854805115,3.8,0.0,1.0,2.5,2.0,4.0,3.0,3.0,0.0,1.0,4.0,1.5,3.6666666666666665,3.0,3.5,1,0,0,0,0,0
15710,2,338.1473231213106,4.8,0.0,0.0,6.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,2.0,4.0,3.2,4.0,1,0,0,0,0,0
15711,2,346.48070854805115,4.8,0.0,1.0,5.0,4.0,4.0,3.0,3.0,2.6666666666666665,1.0,3.25,1.5,3.0,2.8,3.0,1,0,0,0,0,0
15712,2,338.1473231213106,4.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,0.0,1.0,3.75,1.75,4.0,3.0,3.5,1,0,0,0,0,0
15713,2,346.48070854805115,3.6,0.0,1.0,8.0,4.0,2.0,3.0,4.0,1.3333333333333333,1.0,4.0,2.0,3.3333333333333335,3.0,4.0,1,0,0,0,0,0
15714,2,338.1473231213106,4.8,0.0,0.0,7.0,4.0,2.0,3.0,4.0,2.0,1.0,2.75,2.25,3.6666666666666665,2.6,3.5,1,0,0,0,0,0
15715,2,346.48070854805115,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,0.0,1.0,3.75,2.25,2.6666666666666665,2.6,4.0,1,0,0,0,0,0
15716,2,338.1473231213106,4.6,0.0,0.0,8.0,4.0,5.0,3.0,3.0,1.3333333333333333,1.0,3.5,1.0,3.3333333333333335,2.4,3.25,1,0,0,0,0,0
15718,2,346.48070854805115,3.8,0.0,1.0,2.0,2.0,2.0,3.0,4.0,2.333333333333333,1.0,3.75,1.25,3.3333333333333335,3.6,3.75,1,0,0,0,0,0
15722,2,338.1473231213106,3.8,0.0,0.0,6.0,4.0,4.0,3.0,3.0,1.3333333333333333,1.0,3.5,1.75,3.0,2.8,3.75,1,0,0,0,0,0
15723,2,338.1473231213106,4.0,0.0,0.0,3.0,1.0,1.0,3.0,4.0,1.4444444444444442,1.0,4.0,2.25,3.6666666666666665,3.4,3.5,1,0,0,0,0,0
15724,2,338.1473231213106,1.0,0.0,0.0,0.8,1.0,1.0,2.0,4.0,0.0,0.0,2.5,3.5,1.6666666666666667,1.6,1.5,1,0,0,0,0,0
15726,2,338.1473231213106,3.4,0.0,0.0,8.0,4.0,3.0,3.0,4.0,0.0,1.0,3.75,1.75,3.0,3.0,3.5,1,0,0,0,0,0
15728,2,346.48070854805115,4.0,0.0,1.0,2.0,2.0,2.0,3.0,4.0,0.0,0.0,4.0,2.25,3.6666666666666665,3.6,4.0,1,0,0,0,0,0
15801,2,353.7974173065627,4.0,0.0,1.0,40.0,5.0,4.0,3.0,3.0,2.0,1.0,3.75,1.5,3.0,3.0,2.75,1,0,0,0,0,0
15802,2,345.2880539606025,3.0,0.0,0.0,4.0,4.0,4.0,2.0,3.0,2.333333333333333,1.0,3.0,2.75,2.6666666666666665,3.0,3.0,1,0,0,0,0,0
15804,2,353.7974173065627,3.2,0.0,1.0,4.0,4.0,4.0,3.0,3.0,2.6666666666666665,1.0,3.5,2.0,2.3333333333333335,2.6,2.25,1,0,0,0,0,0
15805,2,353.7974173065627,3.6,0.0,1.0,8.0,5.0,5.0,2.0,3.0,1.6666666666666665,1.0,3.5,1.25,3.0,2.8,2.75,1,0,0,0,0,0
15806,2,345.2880539606025,3.4,0.0,0.0,10.0,4.0,4.0,3.0,3.0,2.6666666666666665,1.0,3.5,1.0,3.3333333333333335,2.8,3.5,1,0,0,0,0,0
15808,2,345.2880539606025,4.2,0.0,0.0,10.0,4.0,4.0,3.0,3.0,3.0,1.0,3.5,2.0,3.0,2.8,3.0,1,0,0,0,0,0
15809,2,353.7974173065627,4.2,0.0,1.0,6.0,4.0,3.0,3.0,4.0,1.8333333333333333,1.0,4.0,1.25,3.0,3.2,3.25,1,0,0,0,0,0
15810,2,345.2880539606025,4.6,0.0,0.0,9.0,4.0,4.0,3.0,4.0,1.3333333333333333,1.0,4.0,2.25,4.0,3.0,4.0,1,0,0,0,0,0
15811,2,345.2880539606025,3.4,0.0,0.0,7.0,4.0,4.0,4.0,3.0,1.3333333333333333,1.0,3.75,1.5,3.3333333333333335,2.6,3.25,1,0,0,0,0,0
15813,2,353.7974173065627,5.0,0.0,1.0,8.0,5.0,5.0,3.0,3.0,1.0,1.0,3.25,1.5,3.6666666666666665,3.8,4.0,1,0,0,0,0,0
15814,2,345.2880539606025,4.4,0.0,0.0,8.4,4.0,4.0,3.0,2.0,1.3333333333333333,1.0,3.75,1.25,3.6666666666666665,3.0,2.5,1,0,0,0,0,0
15815,2,353.7974173065627,4.6,0.0,1.0,30.0,5.0,5.0,3.0,3.0,1.3333333333333333,1.0,4.0,1.25,3.6666666666666665,3.0,3.75,1,0,0,0,0,0
15817,2,353.7974173065627,3.8,0.0,1.0,3.0,4.0,4.0,3.0,3.0,1.6666666666666665,1.0,4.0,1.0,3.6666666666666665,3.0,3.5,1,0,0,0,0,0
15818,2,345.2880539606025,4.0,0.0,0.0,10.0,5.0,5.0,3.0,4.0,1.0,1.0,3.0,1.5,4.0,3.2,4.0,1,0,0,0,0,0
15819,2,353.7974173065627,4.4,0.0,1.0,6.0,5.0,4.0,3.0,4.0,1.3333333333333333,1.0,4.0,2.0,3.3333333333333335,3.4,2.75,1,0,0,0,0,0
15821,2,353.7974173065627,3.0,0.0,1.0,7.2,4.0,4.0,3.0,3.0,2.7777777777777772,1.0,3.0,1.25,3.0,2.6,3.0,1,0,0,0,0,0
15822,2,345.2880539606025,4.0,0.0,0.0,5.0,4.0,5.0,3.0,3.0,1.6666666666666665,1.0,3.0,1.0,3.6666666666666665,3.2,4.0,1,0,0,0,0,0
15823,2,353.7974173065627,3.2,0.0,1.0,10.0,4.0,4.0,3.0,4.0,1.3333333333333333,1.0,3.75,2.25,3.3333333333333335,3.0,2.75,1,0,0,0,0,0
15825,2,345.2880539606025,3.0,0.0,0.0,12.0,5.0,5.0,2.0,2.0,1.5555555555555556,1.0,2.75,2.25,2.6666666666666665,2.6,2.0,1,0,0,0,0,0
15826,2,345.2880539606025,4.2,0.0,0.0,9.6,4.0,4.0,3.0,3.0,2.5,1.0,4.0,1.75,3.3333333333333335,3.4,4.0,1,0,0,0,0,0
15827,2,353.7974173065627,4.4,0.0,1.0,7.0,4.0,4.0,3.0,3.0,2.6666666666666665,1.0,3.25,2.0,3.3333333333333335,3.2,3.0,1,0,0,0,0,0
15828,2,345.2880539606025,4.0,0.0,0.0,7.0,4.0,4.0,3.0,4.0,2.0,1.0,4.0,1.5,3.3333333333333335,3.0,3.5,1,0,0,0,0,0
15829,2,353.7974173065627,4.0,0.0,1.0,7.0,4.0,4.0,4.0,3.0,2.2222222222222223,1.0,4.0,1.75,3.0,3.0,3.0,1,0,0,0,0,0
15830,2,345.2880539606025,3.8,0.0,0.0,10.0,4.0,4.0,3.0,3.0,2.9999999999999996,1.0,2.75,2.0,2.6666666666666665,3.0,2.75,1,0,0,0,0,0
15831,2,353.7974173065627,2.2,0.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,3.75,1.75,2.6666666666666665,3.2,3.0,1,0,0,0,0,0
15832,2,353.7974173065627,4.0,0.0,1.0,10.0,4.0,4.0,3.0,4.0,2.0,1.0,2.25,1.5,3.0,3.0,3.25,1,0,0,0,0,0
15833,2,345.2880539606025,4.4,0.0,0.0,8.0,5.0,4.0,3.0,3.0,2.0,1.0,4.0,1.25,4.0,3.0,3.75,1,0,0,0,0,0
15834,2,345.2880539606025,3.0,0.0,0.0,5.0,4.0,4.0,3.0,4.0,2.0,1.0,3.25,1.0,2.6666666666666665,3.6,2.75,1,0,0,0,0,0
15835,2,353.7974173065627,4.2,0.0,1.0,6.0,5.0,4.0,3.0,3.0,1.3333333333333333,1.0,2.5,3.75,3.0,2.2,3.0,1,0,0,0,0,0
15901,2,456.9883306876434,5.0,0.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,3.2,2.0,1,0,0,0,0,0
15903,2,456.9883306876434,3.2,0.0,1.0,5.0,2.0,2.0,3.0,4.0,1.5555555555555554,1.0,4.0,2.0,2.6666666666666665,3.0,3.0,1,0,0,0,0,0
15905,2,456.9883306876434,3.6,0.0,1.0,7.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,1.5,3.3333333333333335,3.0,3.25,1,0,0,0,0,0
15906,2,445.99706969911193,4.0,0.0,0.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,2.6666666666666665,2.2,2.25,1,0,0,0,0,0
15907,2,445.99706969911193,5.0,0.0,0.0,6.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0,1.0,4.0,3.2,4.0,1,0,0,0,0,0
15908,2,456.9883306876434,3.4,0.0,1.0,4.5,4.0,2.0,2.0,3.0,0.7777777777777778,1.0,3.0,2.0,2.3333333333333335,2.4,3.25,1,0,0,0,0,0
15910,2,456.9883306876434,5.0,0.0,1.0,5.0,4.0,4.0,4.0,3.0,1.6666666666666665,1.0,4.0,1.75,3.3333333333333335,2.8,4.0,1,0,0,0,0,0
15911,2,456.9883306876434,4.0,1.0,1.0,0.6,3.0,3.0,3.0,4.0,2.0,1.0,4.0,1.5,3.0,2.6,3.0,1,0,0,0,0,0
15913,2,456.9883306876434,3.6,0.0,1.0,6.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.25,1,0,0,0,0,0
