"조사연도","MD제공용_가구고유번호","가중값","수도권여부","가구주_성별코드","가구원수","노인가구여부","조손가구여부","한부모가구여부","다문화가구여부(2012년~)","장애인가구여부(2012년~)","가구주_교육정도_학력코드","가구주_교육정도_수학구분코드","가구주_교육정도_통합코드","가구주_동거여부","가구주_산업대분류코드","가구주_직업대분류코드","가구주_만연령","가구주연령_10세단위코드","가구주_종사상지위코드","가구주_종사상지위(보도용)","가구주_혼인상태코드","입주형태코드","입주형태통합코드","전용면적규모코드","주택종류통합코드","부채보유여부","소득5분위코드(보완)","소득10분위코드(보완)(2017년~)","소득계층구간코드(보도용)(보완)","자산총액5분위코드","자산총액10분위코드","순자산5분위코드","순자산10분위코드","자산","이사여부","자산_금융자산","자산_금융자산_저축금액","자산_금융자산_저축_적립예치식저축금액","자산_금융자산_저축_적립예치식저축_수시적립예치식저축금액","자산_금융자산_저축_적립예치식저축_저축성보장성보험금액","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_저축_기타저축금액","자산_금융자산_현거주지전월세보증금","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","자산_실물자산_부동산_계약금중도금납입금액","자산_실물자산_기타실물자산","자산_실물자산_기타실물자산_자동차금액","자산_실물자산_기타실물자산_기타금액","자산_실물자산_기타실물자산_기타_자동차이외기타실물자산","자산_실물자산_기타실물자산_기타_권리금","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_담보대출_대출용도_전월세보증금마련금액","부채_금융부채_담보대출_대출용도_부채상환금액","부채_금융부채_담보대출_대출용도_사업자금마련금액","부채_금융부채_담보대출_대출용도_생활비마련금액","부채_금융부채_담보대출_대출용도_기타용도금액","부채_금융부채_담보대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_담보대출_대출기관_저축은행금액","부채_금융부채_담보대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_담보대출_대출기관_보험회사금액","부채_금융부채_담보대출_대출기관_기타기관금액","부채_금융부채_담보대출_상환방법_만기일시금액","부채_금융부채_담보대출_상환방법_원금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_담보대출_상환방법_기타상환방법금액","부채_금융부채_담보대출_담보형태_거주주택금액","부채_금융부채_담보대출_담보형태_거주주택이외부동산금액","부채_금융부채_담보대출_담보형태_예적금보험펀드채권금액","부채_금융부채_담보대출_담보형태_기타금액","부채_금융부채_담보대출_부동산담보대출금액","부채_금융부채_담보대출_부동산이외담보대출금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출용도_거주주택구입금액","부채_금융부채_신용대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출_대출용도_전월세보증금마련금액","부채_금융부채_신용대출_대출용도_부채상환금액","부채_금융부채_신용대출_대출용도_사업자금마련금액","부채_금융부채_신용대출_대출용도_생활비마련금액","부채_금융부채_신용대출_대출용도_기타용도금액","부채_금융부채_신용대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_신용대출_대출기관_저축은행금액","부채_금융부채_신용대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_신용대출_대출기관_보험회사금액","부채_금융부채_신용대출_대출기관_기타기관금액","부채_금융부채_신용대출_상환방법_만기일시금액","부채_금융부채_신용대출_상환방법_원금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_신용대출_상환방법_기타상환방법금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","부채_금융부채_외상할부미상환금액","부채_금융부채_계탄후불입금액","부채_금융부채_개인직장빌린금액(2017년~)","부채_임대보증금","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","경상소득(보완)","경상소득_근로소득(보완)","경상소득_사업소득(보완)","경상소득_재산소득(보완)","경상소득_공적이전소득(보완)","경상소득_사적이전소득(조사)","이전소득(보완)[공적이전소득(보완)+사적이전소득(조사)]","처분가능소득(보완)[경상소득(보완)-비소비지출(보완)]","지출_소비지출비","지출_소비지출_식료품(외식비포함)","지출_소비지출_주거비","지출_소비지출_교육비(보육료포함)","지출_소비지출_의료비","지출_소비지출_교통비","지출_소비지출_통신비","지출_소비지출_기타소비지출비","지출(보완)[비소비지출(보완)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)","지출_비소비지출(보완)","지출_비소비지출_세금(보완)","지출_비소비지출_공적연금사회보험료(보완)","지출_비소비지출_가구간이전지출(조사)","지출_비소비지출_비영리단체이전지출(조사)","지출_비소비지출_연간지급이자(조사)","여유자금운용계획코드","금융자산투자운용방법코드","금융자산투자고려사항코드","거주지주택가격전망코드","여유자금부동산투자여부","부동산투자주목적코드","투자선호부동산코드","부동산투자기피사유코드","1년후금융부채규모전망코드","부채증가원인코드","1년전대비부채증감코드","부채상환방법코드","원리금연체여부","원리금연체사유코드","30일이상원리금연체여부","원리금상환_생계부담정도코드","원리금상환_생계부담_소득대비상환액비중","원리금상환_가계지출감소여부","원리금상환_가계지출감소항목코드","부채상환가능시기코드","가구주_은퇴여부","가구주_미은퇴_은퇴연령","가구주_미은퇴_최소생활비","가구주_미은퇴_적정생활비","가구주_미은퇴_노후준비상황코드","가구주_은퇴_은퇴연령","가구주_은퇴_적정생활비충당여부","가구주은퇴_생활비재원마련코드(2014년~)"
2021,010000332,1878.48253103052,G1,2,2,G2,G2,G2,G2,G2,4,1,G3,2,C,8,28,G1,1,G1,2,2,G2,G2,G2,G1,Q4,D08,G5,Q3,D05,Q2,D04,27597,2,26597,9847,9847,920,3417,5510,0,16750,1000,0,0,0,0,1000,800,200,200,0,12900,12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12900,0,0,12900,0,0,0,0,12900,0,0,0,0,0,0,0,12900,0,12900,0,0,0,0,0,0,960,600,360,14697,8283,8100,0,30,153,0,153,6225,2225,1000,365,10,100,200,180,370,4283,2058,718,580,400,0,360,1,7,2,3,1,1,2,,1,,1,1,2,,,2,,1,3,2,1,70,400,700,4,,,
2021,010000342,1302.90147856751,G1,1,1,G2,G2,G2,G2,G2,7,1,G4,1,C,3,29,G1,1,G1,1,2,G2,G1,G3,G1,Q4,D07,G4,Q2,D04,Q1,D02,13930,2,13930,1930,1930,930,0,1000,0,12000,0,0,0,0,0,0,0,0,0,0,10500,10500,6600,0,0,6600,0,0,0,0,6600,0,0,0,0,6600,0,0,0,0,0,0,0,6600,0,6600,3900,0,0,3300,0,0,0,600,3900,0,0,0,0,3300,0,0,0,600,3300,600,0,0,0,0,0,860,600,260,3430,6030,5956,0,2,72,0,72,4970,2750,600,50,0,200,100,100,1700,3810,1060,301,493,0,6,260,1,7,1,4,1,1,2,,3,4,3,,2,,,1,7,,,1,1,60,100,200,3,,,
2021,010000352,1754.76482212231,G1,2,1,G1,G2,G2,G2,G2,4,1,G3,1,,,66,G5,7,G4,3,1,G1,G2,G2,G2,Q1,D01,G2,Q3,D06,Q4,D07,36800,2,3800,3800,3800,200,3600,0,0,0,33000,33000,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36800,1059,0,0,74,585,400,985,982,915,560,144,0,40,20,36,115,992,77,27,0,50,0,0,2,1,2,3,2,,,2,2,,,,,,,,,,,,1,70,200,300,5,,,
2021,010000362,1883.34013390286,G1,1,2,G1,G2,G2,G2,G2,6,1,G4,2,H,3,83,G5,3,G3,2,5,G4,G2,G2,G2,Q5,D10,G6,Q2,D04,Q3,D05,19010,2,19010,19010,17510,17510,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19010,12129,0,10000,360,449,1320,1769,11721,2023,1200,204,0,300,120,72,127,2431,408,178,230,0,0,0,2,1,2,3,2,,,4,2,,,,,,,,,,,,1,85,150,200,2,,,
2021,010000372,2237.9755614872,G1,2,4,G2,G2,G2,G2,G1,4,1,G3,2,I,4,60,G5,1,G1,2,1,G1,G2,G2,G1,Q5,D09,G6,Q4,D08,Q2,D04,58416,2,2616,2616,2616,1000,1016,600,0,0,55800,55000,55000,0,0,800,800,0,0,0,45000,45000,33000,33000,0,0,0,0,0,0,33000,0,0,0,0,0,0,33000,0,0,33000,0,0,0,33000,0,12000,12000,0,0,0,0,0,0,0,12000,0,0,0,12000,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,13416,10686,10479,13,27,167,0,167,9667,5383,840,675,0,2700,652,290,226,6402,1019,110,909,0,0,0,3,1,4,4,2,,,2,1,,1,1,2,,,3,,2,,2,1,65,200,250,4,,,
2021,010001102,1134.27919589016,G1,1,1,G2,G2,G2,G2,G2,5,1,G4,1,L,5,36,G2,2,G2,1,3,G3,G1,G1,G2,Q2,D03,G2,Q2,D03,Q2,D03,7056,2,7056,2056,2056,2056,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7056,2191,2000,0,1,190,0,190,2073,950,460,180,0,8,96,120,86,1068,118,3,115,0,0,0,2,1,1,4,1,1,2,,2,,,,,,,,,,,,1,65,150,250,4,,,
2021,010100112,1153.93683971223,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,J,2,47,G3,1,G1,2,1,G1,G3,G3,G2,Q4,D08,G5,Q5,D09,Q5,D09,84410,2,29410,29410,29410,7000,8010,14400,0,0,55000,55000,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84410,8890,7700,0,1075,115,0,115,8059,6060,1200,240,3000,300,300,200,820,6891,831,258,573,0,0,0,1,8,1,4,2,,,1,2,,,,,,,,,,,,1,70,250,450,3,,,
2021,010100172,2210.0781022866,G1,2,2,G2,G2,G2,G2,G1,7,1,G4,2,,,45,G3,7,G4,1,1,G1,G2,G2,G1,Q1,D02,G2,Q5,D10,Q5,D10,192340,2,22340,22340,22340,20300,2040,0,0,0,170000,170000,100000,70000,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,162340,1344,0,0,551,293,500,793,1025,2110,600,340,0,100,150,80,840,2429,319,189,0,100,30,0,1,1,1,3,2,,,2,2,,,,,,,,,,,,1,70,150,250,5,,,
2021,010100182,773.679356162153,G1,2,1,G1,G2,G2,G2,G2,4,1,G3,1,,,69,G5,7,G4,3,1,G1,G2,G2,G2,Q1,D02,G2,Q5,D09,Q5,D10,110015,2,1015,1015,1015,1015,0,0,0,0,109000,109000,105000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110015,1496,145,0,165,346,840,1186,1418,612,300,174,0,65,12,7,54,690,78,73,5,0,0,0,5,3,1,2,2,,,5,2,,,,,,,,,,,,2,,,,,47,4,1
2021,010100192,1509.865690173,G1,1,3,G2,G2,G2,G2,G2,6,1,G4,2,K,3,30,G2,1,G1,1,3,G3,G2,G3,G1,Q5,D09,G6,Q3,D05,Q3,D06,24940,2,6040,4040,4040,1020,2880,140,0,2000,18900,15000,0,15000,0,3900,3900,0,0,0,2050,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,2000,500,500,0,22890,10689,9913,0,696,80,0,80,9238,3350,1200,1250,0,200,250,150,300,4801,1451,450,1001,0,0,0,1,2,2,4,2,,,2,2,,1,1,2,,,1,10,,,1,1,65,300,400,4,,,
2021,010100232,686.706837833576,G2,2,1,G2,G2,G2,G2,G2,2,1,G1,1,,,62,G5,7,G4,4,3,G3,G2,G1,G2,Q1,D01,G1,Q1,D01,Q1,D02,1315,2,1315,1015,1015,1015,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,95,0,0,1,94,0,94,78,1031,360,378,0,19,30,24,220,1048,17,1,16,0,0,0,1,1,1,4,2,,,3,2,,,,,,,,,,,,2,,,,,60,5,3
2021,010100242,965.802142244207,G2,1,3,G2,G2,G2,G2,G2,5,1,G4,2,C,5,57,G4,1,G1,2,1,G1,G2,G2,G2,Q3,D05,G3,Q3,D06,Q4,D07,37704,2,604,604,604,266,338,0,0,0,37100,37000,18000,19000,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37704,4625,4530,0,0,95,0,95,4159,1408,108,180,0,140,350,180,450,1874,466,40,386,30,10,0,1,4,3,2,1,6,2,,2,,,,,,,,,,,,1,65,120,150,3,,,
2021,010100252,980.540752183058,G2,1,3,G2,G2,G2,G2,G2,4,1,G3,2,,,38,G2,7,G4,2,1,G1,G2,G2,G1,Q2,D04,G2,Q2,D04,Q2,D03,16774,2,5274,5274,5274,90,5184,0,0,0,11500,11500,11500,0,0,0,0,0,0,0,8224,8224,7300,7300,0,0,0,0,0,0,7300,0,0,0,0,0,0,0,7300,0,7300,0,0,0,7300,0,904,0,0,0,0,0,904,0,904,0,0,0,0,0,0,0,904,0,904,0,0,20,0,0,0,998,686,312,8550,2952,2685,51,3,213,0,213,2369,1810,620,180,50,110,120,300,430,2393,583,25,246,0,0,312,3,3,2,2,1,2,2,,1,,1,6,2,,,2,,1,2,1,1,70,200,300,4,,,
