"조사연도","MD제공용_가구고유번호","가중값","수도권여부","가구주_성별코드","가구원수","노인가구여부","조손가구여부","한부모가구여부","다문화가구여부(2012년~)","장애인가구여부(2012년~)","가구주_교육정도_학력코드","가구주_교육정도_수학구분코드","가구주_교육정도_통합코드","가구주_동거여부","가구주_산업대분류코드","가구주_직업대분류코드","가구주_만연령","가구주연령_10세단위코드","가구주_종사상지위코드","가구주_종사상지위(보도용)","가구주_혼인상태코드","입주형태코드","입주형태통합코드","전용면적규모코드","주택종류통합코드","부채보유여부","소득5분위코드(보완)","소득10분위코드(보완)(2017년~)","소득계층구간코드(보도용)(보완)","자산총액5분위코드","자산총액10분위코드","순자산5분위코드","순자산10분위코드","자산","이사여부","자산_금융자산","자산_금융자산_저축금액","자산_금융자산_저축_적립예치식저축금액","자산_금융자산_저축_적립예치식저축_수시적립예치식저축금액","자산_금융자산_저축_적립예치식저축_저축성보장성보험금액","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_저축_기타저축금액","자산_금융자산_현거주지전월세보증금","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","자산_실물자산_부동산_계약금중도금납입금액","자산_실물자산_기타실물자산","자산_실물자산_기타실물자산_자동차금액","자산_실물자산_기타실물자산_기타금액","자산_실물자산_기타실물자산_기타_자동차이외기타실물자산","자산_실물자산_기타실물자산_기타_권리금","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_담보대출_대출용도_전월세보증금마련금액","부채_금융부채_담보대출_대출용도_부채상환금액","부채_금융부채_담보대출_대출용도_사업자금마련금액","부채_금융부채_담보대출_대출용도_생활비마련금액","부채_금융부채_담보대출_대출용도_기타용도금액","부채_금융부채_담보대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_담보대출_대출기관_저축은행금액","부채_금융부채_담보대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_담보대출_대출기관_보험회사금액","부채_금융부채_담보대출_대출기관_기타기관금액","부채_금융부채_담보대출_상환방법_만기일시금액","부채_금융부채_담보대출_상환방법_원금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_담보대출_상환방법_기타상환방법금액","부채_금융부채_담보대출_담보형태_거주주택금액","부채_금융부채_담보대출_담보형태_거주주택이외부동산금액","부채_금융부채_담보대출_담보형태_예적금보험펀드채권금액","부채_금융부채_담보대출_담보형태_기타금액","부채_금융부채_담보대출_부동산담보대출금액","부채_금융부채_담보대출_부동산이외담보대출금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출용도_거주주택구입금액","부채_금융부채_신용대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출_대출용도_전월세보증금마련금액","부채_금융부채_신용대출_대출용도_부채상환금액","부채_금융부채_신용대출_대출용도_사업자금마련금액","부채_금융부채_신용대출_대출용도_생활비마련금액","부채_금융부채_신용대출_대출용도_기타용도금액","부채_금융부채_신용대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_신용대출_대출기관_저축은행금액","부채_금융부채_신용대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_신용대출_대출기관_보험회사금액","부채_금융부채_신용대출_대출기관_기타기관금액","부채_금융부채_신용대출_상환방법_만기일시금액","부채_금융부채_신용대출_상환방법_원금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_신용대출_상환방법_기타상환방법금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","부채_금융부채_외상할부미상환금액","부채_금융부채_계탄후불입금액","부채_금융부채_개인직장빌린금액(2017년~)","부채_임대보증금","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","경상소득(보완)","경상소득_근로소득(보완)","경상소득_사업소득(보완)","경상소득_재산소득(보완)","경상소득_공적이전소득(보완)","경상소득_사적이전소득(조사)","이전소득(보완)[공적이전소득(보완)+사적이전소득(조사)]","처분가능소득(보완)[경상소득(보완)-비소비지출(보완)]","지출_소비지출비","지출_소비지출_식료품(외식비포함)","지출_소비지출_주거비","지출_소비지출_교육비(보육료포함)","지출_소비지출_의료비","지출_소비지출_교통비","지출_소비지출_통신비","지출_소비지출_기타소비지출비","지출(보완)[비소비지출(보완)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)","지출_비소비지출(보완)","지출_비소비지출_세금(보완)","지출_비소비지출_공적연금사회보험료(보완)","지출_비소비지출_가구간이전지출(조사)","지출_비소비지출_비영리단체이전지출(조사)","지출_비소비지출_연간지급이자(조사)","여유자금운용계획코드","금융자산투자운용방법코드","금융자산투자고려사항코드","거주지주택가격전망코드","여유자금부동산투자여부","부동산투자주목적코드","투자선호부동산코드","부동산투자기피사유코드","1년후금융부채규모전망코드","부채증가원인코드","1년전대비부채증감코드","부채상환방법코드","원리금연체여부","원리금연체사유코드","30일이상원리금연체여부","원리금상환_생계부담정도코드","원리금상환_생계부담_소득대비상환액비중","원리금상환_가계지출감소여부","원리금상환_가계지출감소항목코드","부채상환가능시기코드","가구주_은퇴여부","가구주_미은퇴_은퇴연령","가구주_미은퇴_최소생활비","가구주_미은퇴_적정생활비","가구주_미은퇴_노후준비상황코드","가구주_은퇴_은퇴연령","가구주_은퇴_적정생활비충당여부","가구주은퇴_생활비재원마련코드(2014년~)"
2021,050900241,918.241875330892,G2,1,4,G2,G2,G2,G2,G2,4,1,G3,2,F,1,50,G4,1,G1,2,1,G1,G2,G2,G1,Q4,D07,G4,Q4,D08,Q4,D08,59140,2,7040,7040,7040,1780,2160,3100,0,0,52100,49000,49000,0,0,3100,3100,0,0,0,12600,12600,12600,12600,0,0,0,0,0,0,12600,0,0,0,0,0,0,12600,0,0,12600,0,0,0,12600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,4400,350,46540,6457,6119,0,218,120,0,120,5273,4168,840,276,1200,60,360,180,1252,5352,1184,166,506,150,12,350,2,7,1,3,1,3,2,,1,,3,,2,,,2,,1,1,1,1,60,250,300,3,,,
2021,050900251,941.460056102671,G2,2,1,G2,G2,G2,G2,G2,4,1,G3,1,Q,2,34,G2,1,G1,1,1,G1,G1,G3,G1,Q3,D05,G3,Q2,D04,Q2,D04,16984,2,4984,4984,4984,3400,1584,0,0,0,12000,12000,12000,0,0,0,0,0,0,0,6000,6000,6000,6000,0,0,0,0,0,0,6000,0,0,0,0,0,0,6000,0,0,6000,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,390,210,10984,4017,3533,347,37,100,0,100,3460,750,240,120,0,10,20,120,240,1307,557,89,258,0,0,210,2,2,2,2,2,,,4,1,,1,1,2,,,2,,1,4,1,1,60,200,250,4,,,
2021,050900261,889.685822913852,G2,1,4,G2,G2,G2,G2,G2,4,1,G3,2,J,2,50,G4,3,G3,2,1,G1,G4,G1,G1,Q5,D09,G5,Q5,D10,Q4,D08,131607,2,19162,19162,17662,8150,7212,2300,1500,0,112445,103000,32000,71000,0,9445,3900,5545,5545,0,69000,69000,46000,0,0,0,0,46000,0,0,46000,0,0,0,0,0,0,0,46000,0,0,46000,0,0,46000,0,23000,0,0,0,0,23000,0,0,3000,0,0,0,20000,0,0,0,20000,3000,20000,3000,0,0,0,0,0,6969,5500,1469,62607,9800,1200,8000,485,115,0,115,6155,4050,960,200,500,150,720,250,1270,7695,3645,624,922,150,480,1469,1,3,1,3,1,3,4,,1,,3,,2,,,1,7,,,1,1,70,300,400,3,,,
2021,050900271,859.835454813365,G2,1,4,G2,G2,G2,G1,G2,7,1,G4,2,N,3,40,G3,4,G3,2,1,G1,G2,G2,G1,Q2,D03,G2,Q4,D08,Q4,D07,54300,2,3300,3300,2300,1700,600,0,1000,0,51000,40000,40000,0,0,11000,4000,7000,3000,4000,21817,21817,18717,0,0,0,0,18717,0,0,18717,0,0,0,0,0,0,18717,0,0,18717,0,0,0,18717,0,3100,0,0,0,0,3100,0,0,3100,0,0,0,0,3000,0,0,0,100,3000,100,0,0,0,0,0,1592,1025,567,32483,2408,0,1300,122,986,0,986,745,4205,1800,320,1200,30,360,240,255,5868,1663,138,958,0,0,567,3,1,2,4,1,2,2,,2,,3,,1,2,2,2,,1,2,1,1,60,200,250,4,,,
2021,050900281,1007.70244958292,G2,1,4,G2,G2,G2,G2,G2,6,1,G4,2,O,4,55,G4,1,G1,2,1,G1,G2,G2,G1,Q5,D10,G6,Q5,D10,Q5,D09,211301,2,33801,33801,14301,2461,10840,1000,19500,0,177500,176000,35000,141000,0,1500,1500,0,0,0,141000,130000,130000,0,130000,0,0,0,0,0,130000,0,0,0,0,130000,0,0,0,0,0,130000,0,0,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,4420,0,4420,70301,21117,15898,2,5117,100,0,100,13098,3891,893,375,500,150,200,180,1593,11910,8019,1667,1932,0,0,4420,2,3,1,2,1,2,5,,1,,2,,2,,,3,,2,,2,1,60,400,600,3,,,
2021,050900291,573.062063408297,G2,1,2,G2,G2,G2,G2,G1,3,1,G2,2,,,72,G5,7,G4,3,1,G1,G2,G2,G2,Q2,D04,G3,Q2,D03,Q2,D04,11590,2,190,190,190,190,0,0,0,0,11400,11000,11000,0,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,0,11590,3454,1850,0,0,1104,500,1604,3245,2104,960,240,0,600,60,144,100,2313,209,28,151,0,30,0,1,1,2,4,1,5,5,,3,10,,,,,,,,,,,2,,,,,61,5,1
2021,050900311,730.665410881421,G2,2,2,G2,G2,G2,G2,G2,6,1,G4,2,Q,8,58,G4,2,G2,3,1,G1,G2,G2,G1,Q3,D05,G3,Q3,D05,Q2,D04,25380,2,1980,1980,1980,980,1000,0,0,0,23400,23000,17000,6000,0,400,400,0,0,0,11300,7300,7300,7300,0,0,0,0,0,0,7300,0,0,0,0,0,0,7300,0,0,7300,0,0,0,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,930,700,230,14080,4288,3813,0,124,351,0,351,3423,1557,700,160,0,67,200,130,300,2422,865,46,299,50,240,230,3,1,2,2,1,2,2,,1,,1,1,2,,,2,,1,3,1,1,60,100,200,4,,,
2021,050900321,692.823685349433,G2,1,2,G1,G2,G2,G2,G2,4,1,G3,2,G,9,77,G5,2,G2,2,5,G4,G3,G2,G2,Q2,D03,G2,Q1,D02,Q1,D02,2580,2,2380,2380,2380,2380,0,0,0,0,200,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580,2830,1275,27,45,1483,0,1483,2653,1624,600,276,0,240,120,108,280,1801,177,32,45,100,0,0,1,1,2,2,2,,,3,2,,,,,,,,,,,,1,80,150,200,3,,,
2021,050900341,632.773015267562,G2,1,1,G1,G2,G2,G2,G2,6,1,G4,1,,,74,G5,7,G4,3,1,G1,G2,G2,G2,Q3,D05,G3,Q4,D08,Q4,D08,56772,2,5772,5772,5772,3420,2352,0,0,0,51000,51000,31000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56772,4739,0,0,635,4104,0,4104,4055,1289,480,250,172,25,36,58,268,1973,684,68,308,200,108,0,1,1,2,1,2,,,3,2,,,,,,,,,,,,2,,,,,62,1,2
2021,050900351,1027.79855041743,G2,2,1,G2,G2,G2,G2,G2,7,1,G4,1,,,32,G2,7,G4,1,2,G2,G1,G1,G2,Q1,D02,G2,Q1,D02,Q1,D02,4130,2,3530,30,30,30,0,0,0,3500,600,0,0,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4130,1293,240,0,13,40,1000,1040,1179,985,500,90,0,40,160,120,75,1099,114,20,94,0,0,0,2,2,2,4,1,2,5,,2,,,,,,,,,,,,1,70,200,300,5,,,
2021,050900371,1206.67314603268,G2,2,4,G2,G2,G2,G2,G2,4,1,G3,2,,,52,G4,7,G4,2,2,G2,G2,G2,G1,Q2,D04,G3,Q2,D03,Q1,D02,8592,2,8142,2142,2142,990,1152,0,0,6000,450,0,0,0,0,450,450,0,0,0,6000,6000,6000,0,0,6000,0,0,0,0,6000,0,0,0,0,6000,0,0,0,0,0,0,0,6000,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,288,2592,3656,3153,0,8,425,70,495,3026,2096,600,250,150,90,240,216,550,2726,630,27,215,100,0,288,2,7,1,1,1,1,2,,2,,2,,2,,,2,,1,1,1,1,65,220,300,5,,,
2021,050900381,893.799919476336,G2,1,5,G2,G2,G2,G2,G2,6,1,G4,2,O,4,58,G4,1,G1,2,1,G1,G2,G2,G2,Q5,D10,G6,Q3,D06,Q4,D07,36100,2,6000,6000,6000,6000,0,0,0,0,30100,25500,17000,8500,0,4600,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36100,20159,19615,0,84,460,0,460,16789,5810,1200,350,0,100,1000,410,2750,9180,3370,1112,2158,100,0,0,1,1,2,2,2,,,3,2,,,,,,,,,,,,1,70,300,400,3,,,
2021,051000202,727.685257407888,G2,1,4,G2,G2,G2,G2,G2,6,1,G4,3,H,3,46,G3,1,G1,2,2,G2,G2,G2,G1,Q5,D09,G6,Q3,D06,Q4,D07,32672,2,11772,772,772,772,0,0,0,11000,20900,20000,0,20000,0,900,900,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,32172,11427,10543,15,747,122,0,122,9510,3520,960,360,1560,100,60,300,180,5437,1917,1225,592,100,0,0,2,1,2,2,2,,,1,2,,,,,,,,,,,,1,70,100,200,3,,,
2021,051000252,599.18475482999,G2,1,3,G2,G2,G2,G2,G1,4,1,G3,2,H,8,68,G5,4,G3,2,1,G1,G3,G2,G1,Q2,D04,G3,Q4,D08,Q4,D08,55226,2,1226,1226,1226,110,1116,0,0,0,54000,45000,42000,3000,0,9000,1000,8000,0,8000,8308,8308,8308,8308,0,0,0,0,0,0,8308,0,0,0,0,0,0,8308,0,0,8308,0,0,0,8308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,1092,336,46918,3801,1149,1500,42,1110,0,1110,3186,1845,600,300,0,20,700,120,105,2460,615,77,202,0,0,336,1,1,2,3,2,,,3,2,,2,,2,,,3,,1,3,1,1,75,100,150,4,,,
2021,051000262,890.608503866281,G2,1,4,G2,G2,G2,G2,G2,5,4,G3,2,G,5,37,G2,3,G3,2,1,G1,G2,G2,G1,Q4,D07,G5,Q2,D04,Q2,D04,20060,2,360,360,160,160,0,0,200,0,19700,16000,16000,0,0,3700,3500,200,200,0,4500,4500,4000,4000,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,4000,0,4000,0,0,0,4000,0,500,0,0,0,0,500,0,0,0,0,0,0,500,0,0,0,500,0,500,0,0,0,0,0,0,886,660,226,15560,7071,3383,3000,0,688,0,688,6373,3508,1800,220,156,50,360,144,778,4206,698,49,323,100,0,226,3,1,2,3,1,6,2,,2,,3,,2,,,2,,2,,1,1,70,200,200,4,,,
2021,051000272,787.376195687142,G2,1,3,G2,G2,G2,G2,G2,6,1,G4,2,F,7,52,G4,1,G1,2,1,G1,G2,G2,G1,Q3,D06,G4,Q4,D07,Q3,D05,43150,2,2250,2250,2250,2100,150,0,0,0,40900,40000,15000,25000,0,900,900,0,0,0,22000,3000,3000,3000,0,0,0,0,0,0,3000,0,0,0,0,0,0,3000,0,0,3000,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,480,276,204,21150,5406,5054,59,206,87,0,87,4568,3460,600,240,480,360,360,240,1180,4298,838,130,434,70,0,204,1,1,2,2,2,,,3,1,,1,1,2,,,2,,2,,1,1,65,300,300,4,,,
2021,051000282,536.228111087286,G2,1,2,G1,G2,G2,G2,G2,4,1,G3,2,H,8,67,G5,4,G3,2,1,G1,G3,G2,G2,Q2,D03,G2,Q4,D08,Q4,D08,61300,2,4900,4900,4900,4900,0,0,0,0,56400,43000,43000,0,0,13400,2000,11400,1400,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,61300,2822,0,1800,5,1017,0,1017,2550,2856,840,336,0,600,800,80,200,3128,272,82,140,50,0,0,1,1,2,2,2,,,3,2,,,,,,,,,,,,1,75,250,250,3,,,
2021,051000292,579.641333735294,G2,1,2,G2,G2,G2,G2,G2,6,1,G4,2,L,2,52,G4,4,G3,2,1,G1,G2,G2,G2,Q2,D03,G2,Q3,D05,Q3,D05,21850,2,50,50,50,50,0,0,0,0,21800,20000,20000,0,0,1800,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21850,2393,0,1900,213,280,0,280,2102,1434,600,240,0,50,240,120,184,1725,291,113,178,0,0,0,2,1,2,3,1,2,2,,2,,,,,,,,,,,,1,70,200,200,4,,,
2021,051000302,531.007188136133,G2,2,1,G2,G2,G2,G2,G2,6,1,G4,1,Q,3,25,G1,1,G1,1,1,G1,G1,G2,G1,Q2,D03,G2,Q1,D02,Q1,D02,6358,2,710,710,710,710,0,0,0,0,5648,5600,5600,0,0,48,0,48,48,0,2681,2681,2681,2681,0,0,0,0,0,0,2681,0,0,0,0,0,0,2681,0,0,2681,0,0,0,2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,68,12,3677,2730,2680,0,0,50,0,50,2492,1474,600,324,0,10,100,120,320,1712,238,1,225,0,0,12,4,7,1,3,1,2,2,,1,,3,,2,,,2,,1,1,1,1,65,150,250,5,,,
2021,051000322,626.84441362498,G2,1,2,G2,G2,G2,G2,G2,4,1,G3,2,C,8,59,G4,1,G1,2,1,G1,G2,G2,G2,Q4,D08,G5,Q3,D06,Q4,D07,31586,2,8650,8650,8650,6650,0,2000,0,0,22936,19300,12500,6800,0,3636,3200,436,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31586,8953,8133,0,740,80,0,80,6851,3736,960,260,0,350,400,120,1646,5838,2102,983,669,70,380,0,1,1,2,3,1,5,5,,2,,,,,,,,,,,,1,70,200,300,2,,,
2021,051000332,918.515800290971,G2,1,3,G2,G2,G2,G2,G2,4,1,G3,2,C,8,43,G3,1,G1,2,3,G3,G2,G2,G1,Q3,D05,G3,Q2,D03,Q2,D03,10550,2,9950,1050,1050,40,1010,0,0,8900,600,0,0,0,0,600,600,0,0,0,4600,4600,4600,0,0,4000,0,0,600,0,4000,0,0,600,0,4600,0,0,0,0,0,0,600,4000,0,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,172,5950,4031,3537,218,3,273,0,273,3557,3400,1000,400,300,300,350,250,800,3874,474,43,259,0,0,172,3,4,2,4,1,1,2,,3,9,2,,2,,,2,,1,4,2,1,55,300,300,5,,,
2021,051000342,726.719232445511,G2,1,2,G2,G2,G2,G2,G2,4,1,G3,2,N,8,49,G3,3,G3,2,2,G2,G2,G1,G1,Q5,D10,G6,Q3,D06,Q2,D04,33568,2,5968,2468,2468,800,1668,0,0,3500,27600,0,0,0,0,27600,6600,21000,21000,0,19000,19000,18000,0,0,0,0,18000,0,0,0,0,0,0,18000,0,0,18000,0,0,0,0,0,18000,0,18000,1000,0,0,0,0,1000,0,0,1000,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,3990,3000,990,14568,13342,2154,11090,18,80,0,80,11736,3250,1090,150,0,50,660,180,1120,4856,1606,362,254,0,0,990,3,3,3,1,1,1,2,,1,,1,1,2,,,2,,1,1,1,1,70,200,300,5,,,
2021,051000352,587.400444090382,G2,2,2,G2,G2,G2,G2,G2,2,1,G1,2,A,6,77,G5,4,G3,3,1,G1,G2,G1,G2,Q4,D07,G4,Q2,D03,Q2,D03,7820,2,1620,1620,1620,1600,0,20,0,0,6200,5800,2500,3300,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7820,6152,5208,300,134,510,0,510,5852,2004,440,170,0,84,400,60,850,2304,300,34,266,0,0,0,2,3,4,2,1,5,5,,2,,,,,,,,,,,,1,80,100,150,4,,,
2021,051000362,584.130080430686,G2,1,2,G1,G2,G2,G2,G2,2,1,G1,2,Q,9,77,G5,2,G2,2,1,G1,G3,G1,G2,Q1,D02,G2,Q2,D03,Q2,D04,11650,2,5400,5400,5400,5400,0,0,0,0,6250,6000,6000,0,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11650,2041,660,0,117,784,480,1264,2022,719,180,53,0,120,120,36,210,738,19,19,0,0,0,0,1,3,4,1,2,,,3,2,,,,,,,,,,,,1,80,100,150,4,,,
2021,051000372,592.774870171747,G2,1,2,G1,G2,G2,G2,G2,3,1,G2,2,A,6,73,G5,4,G3,2,1,G1,G2,G1,G1,Q3,D05,G3,Q4,D07,Q4,D07,42659,2,9409,9409,7409,4638,1680,1091,2000,0,33250,30800,4800,26000,0,2450,800,1650,1650,0,1000,1000,1000,0,0,0,0,1000,0,0,0,0,1000,0,0,0,0,0,1000,0,0,1000,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,1000,31,41659,4466,0,2500,305,1661,0,1661,4143,1290,430,120,0,130,210,90,310,1613,323,42,0,200,50,31,3,3,2,2,2,,,4,1,,1,1,2,,,2,,2,,2,1,80,250,280,3,,,
2021,051000382,655.94153554337,G2,1,2,G2,G2,G2,G2,G2,4,1,G3,2,C,8,61,G5,4,G3,2,1,G1,G2,G2,G1,Q4,D07,G4,Q2,D04,Q2,D04,14167,2,1767,1767,1767,135,1632,0,0,0,12400,11500,10000,1500,0,900,900,0,0,0,700,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,1830,1800,30,13467,6362,0,5600,82,580,100,680,5284,3100,480,480,0,600,300,240,1000,4178,1078,84,584,200,180,30,2,1,2,4,1,5,4,,1,,1,2,2,,,2,,2,,1,1,70,200,250,4,,,
2021,051000392,652.724725514235,G2,1,2,G2,G2,G2,G2,G2,5,1,G4,2,I,4,60,G5,1,G1,2,1,G1,G3,G2,G1,Q3,D06,G4,Q2,D03,Q2,D03,12833,2,33,33,33,33,0,0,0,0,12800,11000,11000,0,0,1800,1800,0,0,0,6100,6100,6000,0,0,0,0,6000,0,0,6000,0,0,0,0,6000,0,0,0,0,6000,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,565,400,165,6733,5368,2550,1880,1,607,330,937,4745,2125,720,292,0,150,360,180,423,2748,623,79,139,100,140,165,2,3,4,1,1,5,5,,1,,2,,1,3,2,2,,1,3,1,1,67,100,150,4,,,
2021,051100212,632.878444781393,G2,2,2,G1,G2,G2,G2,G2,2,1,G1,2,Q,4,67,G5,1,G1,2,1,G1,G3,G2,G2,Q2,D03,G2,Q3,D05,Q3,D06,26150,2,300,300,300,300,0,0,0,0,25850,25000,25000,0,0,850,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26150,2219,650,0,315,1134,120,1254,2073,1902,840,315,0,90,250,20,387,2048,146,78,18,50,0,0,1,1,3,2,2,,,3,2,,,,,,,,,,,,1,75,150,250,3,,,
2021,051100222,406.246895141794,G2,1,3,G2,G2,G2,G2,G2,4,1,G3,2,,,68,G5,7,G4,2,1,G1,G4,G1,G1,Q4,D07,G4,Q3,D05,Q3,D06,26300,2,5500,5500,5500,5500,0,0,0,0,20800,20000,20000,0,0,800,800,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,25800,6326,4250,0,641,1435,0,1435,6005,1890,480,120,0,60,360,150,720,2211,321,112,209,0,0,0,1,1,1,3,2,,,3,2,,,,,,,,,,,,2,,,,,65,3,2
2021,051100232,290.084393215361,G2,2,2,G2,G2,G1,G2,G2,5,1,G4,2,P,2,47,G3,2,G2,4,3,G3,G2,G3,G2,Q2,D03,G2,Q1,D01,Q1,D01,920,2,920,20,20,20,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,2778,2439,0,5,334,0,334,2628,2100,480,120,300,60,120,60,960,2250,150,2,148,0,0,0,1,1,1,3,1,1,2,,2,,,,,,,,,,,,1,65,200,250,5,,,
