"조사연도","MD제공용_가구고유번호","가중값","수도권여부","가구주_성별코드","가구원수","노인가구여부","조손가구여부","한부모가구여부","다문화가구여부(2012년~)","보완_등록장애인유무_가구구분코드","가구주_교육정도_학력코드","가구주_교육정도_수학구분코드","가구주_교육정도_통합코드","가구주_동거여부","가구주_산업대분류코드","가구주_직업대분류코드","가구주_만연령","가구주연령_10세단위코드","가구주_종사상지위코드","가구주_종사상지위(보도용)","가구주_혼인상태코드","입주형태코드","입주형태통합코드","전용면적규모코드","주택종류통합코드","부채보유여부","소득5분위코드(보완)","소득10분위코드(보완)(2017년~)","소득계층구간코드(보도용)(보완)","자산총액5분위코드","자산총액10분위코드","순자산5분위코드","순자산10분위코드","이사여부","자산","자산_금융자산","자산_금융자산_저축금액","자산_금융자산_저축_적립예치식저축금액","자산_금융자산_저축_적립예치식저축_수시적립예치식저축금액","자산_금융자산_저축_적립예치식저축_저축성보장성보험금액","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_저축_기타저축금액","자산_금융자산_현거주지전월세보증금","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","자산_실물자산_부동산_계약금중도금납입금액","자산_실물자산_기타실물자산","자산_실물자산_기타실물자산_자동차금액","자산_실물자산_기타실물자산_기타금액","자산_실물자산_기타실물자산_기타_자동차이외기타실물자산","자산_실물자산_기타실물자산_기타_권리금","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_담보대출_대출용도_전월세보증금마련금액","부채_금융부채_담보대출_대출용도_부채상환금액","부채_금융부채_담보대출_대출용도_사업자금마련금액","부채_금융부채_담보대출_대출용도_생활비마련금액","부채_금융부채_담보대출_대출용도_기타용도금액","부채_금융부채_담보대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_담보대출_대출기관_저축은행금액","부채_금융부채_담보대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_담보대출_대출기관_보험회사금액","부채_금융부채_담보대출_대출기관_기타기관금액","부채_금융부채_담보대출_상환방법_만기일시금액","부채_금융부채_담보대출_상환방법_원금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_담보대출_상환방법_기타상환방법금액","부채_금융부채_담보대출_담보형태_거주주택금액","부채_금융부채_담보대출_담보형태_거주주택이외부동산금액","부채_금융부채_담보대출_담보형태_예적금보험펀드채권금액","부채_금융부채_담보대출_담보형태_기타금액","부채_금융부채_담보대출_부동산담보대출금액","부채_금융부채_담보대출_부동산이외담보대출금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출용도_거주주택구입금액","부채_금융부채_신용대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출_대출용도_전월세보증금마련금액","부채_금융부채_신용대출_대출용도_부채상환금액","부채_금융부채_신용대출_대출용도_사업자금마련금액","부채_금융부채_신용대출_대출용도_생활비마련금액","부채_금융부채_신용대출_대출용도_기타용도금액","부채_금융부채_신용대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_신용대출_대출기관_저축은행금액","부채_금융부채_신용대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_신용대출_대출기관_보험회사금액","부채_금융부채_신용대출_대출기관_기타기관금액","부채_금융부채_신용대출_상환방법_만기일시금액","부채_금융부채_신용대출_상환방법_원금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_신용대출_상환방법_기타상환방법금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","부채_금융부채_외상할부미상환금액","부채_금융부채_계탄후불입금액","부채_금융부채_개인직장빌린금액(2017년~)","부채_임대보증금","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","경상소득(보완)","경상소득_근로소득(보완)","경상소득_사업소득(보완)","경상소득_재산소득(보완)","경상소득_공적이전소득(보완)","경상소득_사적이전소득(조사)","이전소득(보완)[공적이전소득(보완)+사적이전소득(조사)]","처분가능소득(보완)[경상소득(보완)-비소비지출(보완)]","지출_소비지출비","지출_소비지출_식료품(외식비포함)","지출_소비지출_주거비","지출_소비지출_교육비(보육료포함)","지출_소비지출_의료비","지출_소비지출_교통비","지출_소비지출_통신비","지출_소비지출_기타소비지출비","지출(보완)[비소비지출(보완)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)","지출_비소비지출(보완)","지출_비소비지출_세금(보완)","지출_비소비지출_공적연금사회보험료(보완)","지출_비소비지출_가구간이전지출(조사)","지출_비소비지출_비영리단체이전지출(조사)","지출_비소비지출_연간지급이자(조사)","여유자금운용계획코드","금융자산투자운용방법코드","금융자산투자고려사항코드","거주지주택가격전망코드","여유자금부동산투자여부","부동산투자주목적코드","투자선호부동산코드","부동산투자기피사유코드","1년후금융부채규모전망코드","부채증가원인코드","1년전대비부채증감코드","부채상환방법코드","원리금연체여부","원리금연체사유코드","30일이상원리금연체여부","원리금상환_생계부담정도코드","원리금상환_생계부담_소득대비상환액비중","원리금상환_가계지출감소여부","원리금상환_가계지출감소항목코드","부채상환가능시기코드","가구주_은퇴여부","가구주_미은퇴_은퇴연령","가구주_미은퇴_최소생활비","가구주_미은퇴_적정생활비","가구주_미은퇴_노후준비상황코드","가구주_은퇴_은퇴연령","가구주_은퇴_적정생활비충당여부","가구주은퇴_생활비재원마련코드(2014년~)"
2023,531100282,4126.703615714,G1,1,2,G2,G2,G2,G2,G2,6,1,G4,2,C,3,47,G3,1,G1,1,3,G3,G2,G2,G2,Q3,D06,G4,Q2,D03,Q2,D04,2,11800,11200,4500,4500,3500,0,1000,0,6700,600,0,0,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11800,6088,5738,0,55,295,0,295,5211,2410,650,400,0,60,360,100,840,3287,877,247,460,100,70,0,1,1,2,4,2,,,4,2,,,,,,,,,,,,1,65,200,300,4,,,
2023,531100332,190.305708393,G2,2,1,G2,G2,G2,G2,G2,5,1,G4,1,F,3,27,G1,1,G1,1,2,G2,G1,G3,G2,Q1,D01,G2,Q1,D02,Q2,D03,2,6370,6370,370,370,370,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6370,1105,1000,0,0,105,0,105,1083,1151,450,144,0,1,60,156,340,1173,22,1,21,0,0,0,2,1,2,4,1,1,2,,2,,,,,,,,,,,,1,60,300,400,5,,,
2023,531100352,1685.852773549,G2,1,6,G2,G2,G2,G2,G1,5,1,G4,2,P,2,51,G4,4,G3,2,1,G1,G4,G1,G1,Q5,D09,G6,Q4,D07,Q3,D06,2,41230,17330,17330,16930,1180,6750,9000,400,0,23900,22500,17500,5000,0,1400,1400,0,0,0,12500,12500,7500,0,0,0,0,0,4500,3000,7500,0,0,0,0,0,0,0,7500,0,3000,4500,0,0,7500,0,5000,0,0,0,0,0,5000,0,5000,0,0,0,0,0,0,0,0,5000,0,5000,0,0,0,0,0,1076,520,556,28730,10248,3857,5360,249,782,0,782,9180,6194,1440,1142,850,200,720,462,1380,7262,1068,99,363,50,0,556,3,7,2,2,1,3,3,,1,,1,1,1,2,2,2,,1,2,1,1,70,200,400,2,,,
2023,531100372,1294.493494692,G2,1,4,G2,G2,G2,G2,G2,5,1,G4,2,C,3,52,G4,1,G1,2,1,G1,G2,G2,G1,Q5,D10,G6,Q4,D08,Q4,D08,2,64820,29020,29020,29020,13150,10320,5550,0,0,35800,33000,30000,0,3000,2800,2800,0,0,0,10500,10500,10500,10500,0,0,0,0,0,0,10500,0,0,0,0,0,0,10500,0,0,10500,0,0,0,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3050,2750,300,54320,18567,18218,227,122,0,0,0,14398,6150,1400,500,1800,400,700,150,1200,10319,4169,1806,1373,680,10,300,1,7,2,1,1,5,5,,1,,1,1,2,,,2,,2,,1,1,60,300,400,4,,,
2023,531100382,1661.103671967,G2,1,4,G2,G2,G2,G2,G2,5,1,G4,2,K,3,47,G3,1,G1,2,1,G1,G3,G1,G1,Q5,D09,G6,Q5,D09,Q5,D09,2,108500,2100,2100,2100,2100,0,0,0,0,106400,104000,26000,78000,0,2400,2400,0,0,0,10000,10000,10000,0,10000,0,0,0,0,0,10000,0,0,0,0,10000,0,0,0,0,10000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,360,98500,11565,10843,0,682,40,0,40,8299,5090,1320,300,1360,140,380,240,1350,8356,3266,1375,791,240,500,360,1,1,3,2,2,,,3,1,,1,1,2,,,2,,2,,1,1,65,250,300,4,,,
2023,531100392,1731.967852469,G2,1,4,G2,G2,G2,G2,G2,6,1,G4,2,O,4,51,G4,1,G1,2,1,G1,G3,G1,G2,Q4,D08,G5,Q3,D06,Q4,D07,2,35700,7000,7000,7000,7000,0,0,0,0,28700,26000,26000,0,0,2700,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35700,9072,8860,0,92,120,0,120,6528,5200,1000,500,1000,600,800,300,1000,7744,2544,656,1228,300,360,0,1,1,3,3,2,,,1,2,,,,,,,,,,,,1,60,200,200,3,,,
2023,531200212,1800.885496663,G1,1,3,G2,G2,G2,G2,G2,4,1,G3,2,C,8,53,G4,1,G1,2,1,G1,G2,G2,G1,Q4,D07,G4,Q3,D06,Q3,D05,2,33038,1738,1738,1738,1660,78,0,0,0,31300,30000,25000,5000,0,1300,1300,0,0,0,14241,14241,13941,13941,0,0,0,0,0,0,13941,0,0,0,0,0,0,13941,0,0,0,13941,0,0,13941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,744,396,348,18797,6651,6649,0,2,0,0,0,5167,3470,1200,400,100,150,450,320,850,4954,1484,77,608,400,51,348,3,1,2,3,1,2,2,,1,,1,1,2,,,2,,1,4,1,1,65,150,200,4,,,
2023,531200222,1649.553765592,G1,1,2,G2,G2,G2,G2,G2,5,1,G4,2,N,9,26,G1,1,G1,2,1,G1,G1,G2,G1,Q3,D05,G3,Q3,D05,Q3,D05,2,23269,6269,6269,6269,4340,1200,729,0,0,17000,17000,17000,0,0,0,0,0,0,0,6665,6665,6665,6665,0,0,0,0,0,0,0,0,0,6665,0,0,0,6665,0,0,6665,0,0,0,6665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,118,192,16604,4888,4709,21,8,150,0,150,4285,1967,960,192,0,100,156,180,379,2570,603,11,264,100,36,192,3,7,1,2,1,2,3,,1,,1,1,2,,,2,,1,4,2,1,65,200,250,5,,,
2023,531200242,1297.318629678,G1,2,2,G2,G2,G1,G2,G2,4,1,G3,2,C,7,48,G3,1,G1,4,2,G2,G2,G2,G1,Q2,D04,G3,Q4,D07,Q3,D06,2,42590,22590,5590,5590,620,4970,0,0,17000,20000,20000,0,20000,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,1019,1000,19,26590,3372,2480,0,3,339,550,889,3163,2094,480,250,300,180,80,144,660,2303,209,15,125,50,0,19,4,1,2,4,2,,,1,3,4,,,,,,,,,,,1,70,100,200,4,,,
2023,531200252,1770.158513482,G1,1,3,G2,G2,G2,G2,G2,4,1,G3,2,Q,9,72,G5,2,G2,2,1,G1,G2,G2,G2,Q2,D04,G3,Q4,D07,Q4,D08,2,50230,9100,9100,9100,9100,0,0,0,0,41130,40000,40000,0,0,1130,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50230,3532,2017,0,122,1393,0,1393,3328,2482,820,362,100,180,200,240,580,2686,204,70,54,60,20,0,1,1,2,4,2,,,1,2,,,,,,,,,,,,1,77,200,250,4,,,
2023,531200262,855.271011589,G1,2,1,G2,G2,G2,G2,G2,4,1,G3,1,G,5,62,G5,2,G2,3,2,G2,G1,G3,G1,Q1,D02,G2,Q2,D04,Q2,D03,2,14550,14550,450,450,450,0,0,0,14100,0,0,0,0,0,0,0,0,0,0,9100,9100,9100,0,0,9100,0,0,0,0,9100,0,0,0,0,9100,0,0,0,0,0,0,0,9100,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,228,5450,1806,979,0,1,826,0,826,1527,626,240,72,0,20,60,54,180,905,279,1,0,50,0,228,1,1,2,4,2,,,3,1,,2,,2,,,2,,1,3,1,1,65,150,200,4,,,
2023,531200292,2275.041522937,G1,1,2,G2,G2,G2,G2,G2,4,1,G3,2,F,7,31,G2,1,G1,1,1,G1,G2,G2,G1,Q2,D04,G3,Q3,D06,Q3,D05,2,40080,2680,2680,2680,1570,1110,0,0,0,37400,35000,35000,0,0,2400,2400,0,0,0,18470,18470,16485,16485,0,0,0,0,0,0,16485,0,0,0,0,0,0,16485,0,0,16485,0,0,0,16485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,0,0,0,3171,2679,492,21610,3845,2945,0,3,897,0,897,3022,3110,1500,300,0,50,250,160,850,3933,823,51,280,0,0,492,2,6,1,2,1,3,2,,1,,1,1,2,,,3,,1,6,1,1,65,200,300,5,,,
2023,531200302,956.638877407,G2,2,2,G2,G2,G1,G2,G2,6,1,G4,2,N,5,39,G2,4,G3,4,1,G1,G3,G2,G1,Q1,D02,G2,Q4,D07,Q2,D04,2,40912,1912,1912,1912,112,0,1800,0,0,39000,39000,39000,0,0,0,0,0,0,0,27993,27993,25834,17734,0,0,0,8100,0,0,17734,8100,0,0,0,8100,0,17734,0,0,25834,0,0,0,25834,0,900,0,0,0,0,0,900,0,0,0,900,0,0,0,0,0,0,900,0,900,1259,0,0,0,0,8227,6949,1278,12919,2291,0,1050,1,1240,0,1240,840,1870,600,480,360,200,30,100,100,3321,1451,41,132,0,0,1278,3,1,2,2,2,,,3,1,,2,,2,,,3,,1,2,1,1,65,300,300,5,,,
2023,531200332,949.754838727,G2,1,1,G2,G2,G2,G2,G2,5,1,G4,1,C,8,28,G1,1,G1,1,3,G3,G1,G1,G2,Q4,D07,G4,Q1,D02,Q2,D03,2,6750,4800,4500,4500,2500,0,2000,0,300,1950,0,0,0,0,1950,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750,6693,6456,0,7,30,200,230,5711,1790,480,480,0,10,120,120,580,2772,982,443,489,50,0,0,1,1,2,2,2,,,4,2,,,,,,,,,,,,1,65,300,450,5,,,
2023,531200342,886.083432463,G2,1,1,G2,G2,G2,G2,G2,5,1,G4,1,C,3,28,G1,1,G1,1,5,G4,G2,G2,G2,Q3,D06,G4,Q1,D02,Q2,D03,2,5834,2334,2334,2334,1434,200,700,0,0,3500,0,0,0,0,3500,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920,1920,0,5834,5956,4976,0,0,0,980,980,5044,2080,360,360,0,20,390,180,770,2992,912,335,465,100,12,0,2,7,2,2,1,2,2,,2,,,,,,,,,,,,1,70,400,500,4,,,
2023,531200352,802.231187144,G2,1,4,G2,G2,G2,G2,G2,5,1,G4,2,M,3,43,G3,1,G1,2,1,G1,G2,G2,G1,Q4,D07,G4,Q4,D07,Q3,D06,2,43424,2252,2252,2252,800,672,780,0,0,41172,40000,40000,0,0,1172,550,622,622,0,16849,16849,15650,15650,0,0,0,0,0,0,15650,0,0,0,0,0,0,15650,0,0,15650,0,0,0,15650,0,1199,411,0,0,0,0,0,788,1199,0,0,0,0,0,0,1199,0,0,1199,0,0,0,0,0,0,2308,1580,728,26575,6948,6480,0,28,40,400,440,5359,5780,1720,360,1500,350,240,360,1250,7369,1589,72,509,100,180,728,3,3,2,2,1,5,5,,1,,1,1,2,,,3,,1,4,1,1,72,350,450,4,,,
2023,531200362,411.566545788,G2,1,3,G2,G2,G2,G2,G2,7,5,G4,2,Q,2,48,G3,1,G1,2,1,G1,G4,G2,G1,Q5,D10,G6,Q5,D10,Q5,D10,2,153292,61136,61136,61136,21800,3336,36000,0,0,92156,81000,66000,15000,0,11156,11000,156,156,0,8000,8000,8000,8000,0,0,0,0,0,0,8000,0,0,0,0,0,0,8000,0,0,8000,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,2000,290,145292,48174,47948,0,226,0,0,0,29337,13452,1800,500,2000,500,410,300,7942,32289,18837,12284,2913,3150,200,290,1,7,1,2,2,,,1,1,,1,1,2,,,1,30,,,1,1,60,500,650,4,,,
2023,531200372,968.593773834,G2,1,2,G2,G2,G2,G2,G2,4,1,G3,2,F,7,28,G1,1,G1,2,2,G2,G2,G3,G1,Q3,D06,G4,Q2,D03,Q2,D03,2,14122,14122,3122,3122,3122,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,5000,5000,5000,0,0,5000,0,0,0,0,5000,0,0,0,0,5000,0,0,0,0,0,0,0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,104,9122,6154,5908,231,15,0,0,0,5278,4070,2400,360,0,10,120,300,880,4946,876,123,509,100,40,104,1,1,4,2,2,,,4,1,,2,,2,,,1,40,,,1,1,67,300,400,4,,,
2023,531200382,1049.879872644,G2,1,2,G2,G2,G2,G2,G2,4,1,G3,2,F,7,49,G3,1,G1,2,3,G3,G2,G1,G1,Q5,D09,G6,Q4,D08,Q5,D09,2,68862,7780,7280,7280,1400,5880,0,0,500,61082,60000,0,60000,0,1082,990,92,92,0,1480,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,1000,360,360,0,67382,13250,12000,0,1100,150,0,150,10492,4684,1800,744,0,260,600,240,1040,7442,2758,951,1087,720,0,0,1,1,4,3,1,5,4,,2,,2,,2,,,1,30,,,1,1,70,300,500,3,,,
2023,531200392,717.276554435,G2,2,1,G2,G2,G2,G2,G2,4,1,G3,1,I,4,58,G4,2,G2,4,3,G3,G1,G1,G1,Q2,D03,G2,Q1,D02,Q2,D03,2,5951,3540,2540,2540,2540,0,0,0,1000,2411,0,0,0,0,2411,2100,311,311,0,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,200,0,200,0,0,0,0,0,0,200,0,0,200,0,0,700,0,0,0,1624,1570,54,5051,2431,2100,0,1,0,330,330,2225,1717,600,600,0,78,141,48,250,1923,206,61,41,50,0,54,2,1,2,1,1,2,2,,1,,1,1,2,,,3,,1,2,1,1,70,200,300,5,,,
2023,531300202,1038.986554691,G1,1,2,G1,G2,G2,G2,G1,2,1,G1,2,Q,9,84,G5,2,G2,2,3,G3,G2,G2,G2,Q1,D02,G2,Q1,D02,Q2,D03,2,5859,5236,336,336,336,0,0,0,4900,623,0,0,0,0,623,0,623,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5859,2167,584,178,92,1236,77,1313,2166,1082,460,264,0,127,24,48,159,1083,1,1,0,0,0,0,1,3,4,4,2,,,4,2,,,,,,,,,,,,1,87,150,200,4,,,
2023,531300222,1166.01065716,G1,1,4,G2,G2,G2,G2,G2,5,1,G4,2,C,8,39,G2,1,G1,2,3,G3,G2,G2,G2,Q1,D01,G1,Q2,D04,Q3,D05,2,18122,16913,7113,7113,1870,5243,0,0,9800,1209,0,0,0,0,1209,960,249,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18122,860,76,11,92,681,0,681,651,3845,1080,300,720,120,360,180,1085,4054,209,35,74,100,0,0,2,1,2,2,1,1,2,,2,,,,,,,,,,,,1,65,200,250,4,,,
2023,531300232,703.705558687,G1,1,2,G2,G2,G2,G2,G2,7,1,G4,2,C,3,48,G3,1,G1,1,1,G1,G4,G2,G2,Q5,D10,G6,Q5,D10,Q5,D10,2,174670,84670,84670,84670,10170,4500,70000,0,0,90000,90000,70000,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174670,25553,20411,0,4746,396,0,396,18387,2945,1200,420,0,378,343,130,474,10111,7166,5940,1056,150,20,0,2,7,1,2,1,2,4,,2,,,,,,,,,,,,1,70,250,300,3,,,
2023,531300252,1034.444223049,G1,1,5,G2,G2,G2,G2,G2,4,1,G3,2,F,7,44,G3,4,G3,2,1,G1,G2,G2,G2,Q4,D08,G5,Q3,D06,Q4,D07,2,36594,7839,7839,5839,900,4539,400,2000,0,28755,24000,24000,0,0,4755,3820,935,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36594,8685,1408,7200,7,70,0,70,8039,6508,2400,300,2160,200,336,276,836,7154,646,205,341,100,0,0,1,1,2,2,1,5,1,,2,,,,,,,,,,,,1,70,200,300,4,,,
2023,531300262,738.76852701,G1,1,5,G2,G2,G2,G2,G2,4,1,G3,2,E,8,50,G4,1,G1,2,1,G1,G2,G3,G1,Q5,D10,G6,Q2,D04,Q2,D03,2,14700,900,900,900,660,240,0,0,0,13800,12000,12000,0,0,1800,1500,300,300,0,7000,7000,7000,7000,0,0,0,0,0,0,7000,0,0,0,0,0,0,7000,0,0,7000,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,180,300,7700,14397,11918,2400,4,75,0,75,12738,6100,2400,120,480,120,480,480,2020,7759,1659,508,851,0,0,300,1,1,2,2,2,,,4,1,,1,1,2,,,1,20,,,1,1,70,200,250,3,,,
2023,531300272,900.057629065,G1,1,3,G2,G2,G2,G2,G2,2,1,G1,2,Q,9,72,G5,2,G2,2,5,G4,G2,G3,G1,Q2,D04,G3,Q1,D02,Q1,D02,2,3620,2220,2220,2220,2220,0,0,0,0,1400,0,0,0,0,1400,1400,0,0,0,508,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,508,0,0,0,0,508,0,0,508,0,0,508,0,0,0,0,0,0,540,492,48,3112,4035,2485,811,0,739,0,739,3808,3910,1620,260,0,120,720,240,950,4137,227,104,45,30,0,48,2,1,3,2,1,1,2,,1,,1,1,2,,,2,,1,4,1,1,80,200,250,4,,,
2023,531300292,1255.861867585,G1,2,1,G2,G2,G2,G2,G2,5,1,G4,1,Q,2,37,G2,1,G1,1,1,G1,G2,G2,G1,Q1,D02,G2,Q2,D04,Q2,D04,2,19300,2500,2500,2500,2300,0,200,0,0,16800,15000,15000,0,0,1800,1800,0,0,0,8620,8620,8620,8620,0,0,0,0,0,0,8620,0,0,0,0,0,0,8620,0,0,8620,0,0,0,8620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,170,10680,2113,2071,38,4,0,0,0,1579,940,120,180,0,120,70,180,270,1474,534,40,324,0,0,170,2,7,1,2,1,2,3,,1,,1,1,2,,,2,,2,,1,1,65,300,450,4,,,
2023,531300302,859.238370486,G2,1,4,G2,G2,G2,G2,G2,5,1,G4,2,O,3,48,G3,1,G1,2,1,G1,G2,G2,G1,Q4,D07,G5,Q4,D07,Q3,D06,2,42205,2955,2955,2955,399,2556,0,0,0,39250,36000,36000,0,0,3250,3250,0,0,0,17260,17260,17000,17000,0,0,0,0,0,0,17000,0,0,0,0,0,0,17000,0,0,17000,0,0,0,17000,0,260,0,0,0,0,0,260,0,260,0,0,0,0,0,0,0,0,260,0,260,0,0,0,0,0,873,0,873,24945,7967,7888,71,8,0,0,0,5828,4564,1800,300,1200,120,600,264,280,6703,2139,308,958,0,0,873,3,1,2,2,2,,,3,1,,1,1,2,,,2,,1,2,1,1,61,300,500,3,,,
2023,531300312,1048.424097316,G2,1,3,G2,G2,G2,G2,G2,5,1,G4,2,C,8,52,G4,1,G1,2,1,G1,G2,G2,G1,Q5,D09,G6,Q3,D06,Q3,D06,2,38656,656,656,656,656,0,0,0,0,38000,36000,36000,0,0,2000,2000,0,0,0,6400,6400,6100,6100,0,0,0,0,0,0,6100,0,0,0,0,0,0,6100,0,0,6100,0,0,0,6100,0,300,0,0,0,0,0,300,0,0,0,300,0,0,0,0,0,0,300,0,300,0,0,0,0,0,1245,600,645,32256,10384,10331,0,53,0,0,0,7803,4105,1080,360,650,100,450,400,1065,6686,2581,1160,776,0,0,645,3,1,2,2,2,,,1,2,,3,,1,3,2,2,,1,3,1,1,65,300,400,4,,,
2023,531300322,673.920393145,G2,1,4,G2,G2,G2,G2,G2,5,1,G4,2,G,5,49,G3,3,G3,2,1,G1,G2,G2,G1,Q3,D06,G4,Q3,D06,Q4,D07,2,36840,20840,20840,14440,6530,7910,0,6400,0,16000,12000,12000,0,0,4000,1000,3000,3000,0,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,4000,0,0,4000,0,0,0,0,3000,0,0,0,1000,3000,1000,0,0,0,0,0,75,0,75,32840,6238,1200,5000,26,12,0,12,5048,6894,2800,208,500,1500,312,192,1382,8084,1190,161,614,340,0,75,3,1,2,1,1,3,4,,1,,1,1,2,,,2,,2,,1,1,70,200,300,4,,,
