"조사연도","MD제공용_가구고유번호","가중값","수도권여부","가구주_성별코드","가구원수","노인가구여부","조손가구여부","한부모가구여부","다문화가구여부(2012년~)","장애인가구여부(2012년~)","가구주_교육정도_학력코드","가구주_교육정도_수학구분코드","가구주_교육정도_통합코드","가구주_동거여부","가구주_산업대분류코드","가구주_직업대분류코드","가구주_만연령","가구주연령_10세단위코드","가구주_종사상지위코드","가구주_종사상지위(보도용)","가구주_혼인상태코드","입주형태코드","입주형태통합코드","전용면적규모코드","주택종류통합코드","부채보유여부","소득5분위코드(보완)","소득10분위코드(보완)(2017년~)","소득계층구간코드(보도용)(보완)","자산총액5분위코드","자산총액10분위코드","순자산5분위코드","순자산10분위코드","자산","이사여부","자산_금융자산","자산_금융자산_저축금액","자산_금융자산_저축_적립예치식저축금액","자산_금융자산_저축_적립예치식저축_수시적립예치식저축금액","자산_금융자산_저축_적립예치식저축_저축성보장성보험금액","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_저축_기타저축금액","자산_금융자산_현거주지전월세보증금","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","자산_실물자산_부동산_계약금중도금납입금액","자산_실물자산_기타실물자산","자산_실물자산_기타실물자산_자동차금액","자산_실물자산_기타실물자산_기타금액","자산_실물자산_기타실물자산_기타_자동차이외기타실물자산","자산_실물자산_기타실물자산_기타_권리금","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_담보대출_대출용도_전월세보증금마련금액","부채_금융부채_담보대출_대출용도_부채상환금액","부채_금융부채_담보대출_대출용도_사업자금마련금액","부채_금융부채_담보대출_대출용도_생활비마련금액","부채_금융부채_담보대출_대출용도_기타용도금액","부채_금융부채_담보대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_담보대출_대출기관_저축은행금액","부채_금융부채_담보대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_담보대출_대출기관_보험회사금액","부채_금융부채_담보대출_대출기관_기타기관금액","부채_금융부채_담보대출_상환방법_만기일시금액","부채_금융부채_담보대출_상환방법_원금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_담보대출_상환방법_기타상환방법금액","부채_금융부채_담보대출_담보형태_거주주택금액","부채_금융부채_담보대출_담보형태_거주주택이외부동산금액","부채_금융부채_담보대출_담보형태_예적금보험펀드채권금액","부채_금융부채_담보대출_담보형태_기타금액","부채_금융부채_담보대출_부동산담보대출금액","부채_금융부채_담보대출_부동산이외담보대출금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출용도_거주주택구입금액","부채_금융부채_신용대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출_대출용도_전월세보증금마련금액","부채_금융부채_신용대출_대출용도_부채상환금액","부채_금융부채_신용대출_대출용도_사업자금마련금액","부채_금융부채_신용대출_대출용도_생활비마련금액","부채_금융부채_신용대출_대출용도_기타용도금액","부채_금융부채_신용대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_신용대출_대출기관_저축은행금액","부채_금융부채_신용대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_신용대출_대출기관_보험회사금액","부채_금융부채_신용대출_대출기관_기타기관금액","부채_금융부채_신용대출_상환방법_만기일시금액","부채_금융부채_신용대출_상환방법_원금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_신용대출_상환방법_기타상환방법금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","부채_금융부채_외상할부미상환금액","부채_금융부채_계탄후불입금액","부채_금융부채_개인직장빌린금액(2017년~)","부채_임대보증금","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","경상소득(보완)","경상소득_근로소득(보완)","경상소득_사업소득(보완)","경상소득_재산소득(보완)","경상소득_공적이전소득(보완)","경상소득_사적이전소득(조사)","이전소득(보완)[공적이전소득(보완)+사적이전소득(조사)]","처분가능소득(보완)[경상소득(보완)-비소비지출(보완)]","지출_소비지출비","지출_소비지출_식료품(외식비포함)","지출_소비지출_주거비","지출_소비지출_교육비(보육료포함)","지출_소비지출_의료비","지출_소비지출_교통비","지출_소비지출_통신비","지출_소비지출_기타소비지출비","지출(보완)[비소비지출(보완)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)","지출_비소비지출(보완)","지출_비소비지출_세금(보완)","지출_비소비지출_공적연금사회보험료(보완)","지출_비소비지출_가구간이전지출(조사)","지출_비소비지출_비영리단체이전지출(조사)","지출_비소비지출_연간지급이자(조사)","여유자금운용계획코드","금융자산투자운용방법코드","금융자산투자고려사항코드","거주지주택가격전망코드","여유자금부동산투자여부","부동산투자주목적코드","투자선호부동산코드","부동산투자기피사유코드","1년후금융부채규모전망코드","부채증가원인코드","1년전대비부채증감코드","부채상환방법코드","원리금연체여부","원리금연체사유코드","30일이상원리금연체여부","원리금상환_생계부담정도코드","원리금상환_생계부담_소득대비상환액비중","원리금상환_가계지출감소여부","원리금상환_가계지출감소항목코드","부채상환가능시기코드","가구주_은퇴여부","가구주_미은퇴_은퇴연령","가구주_미은퇴_최소생활비","가구주_미은퇴_적정생활비","가구주_미은퇴_노후준비상황코드","가구주_은퇴_은퇴연령","가구주_은퇴_적정생활비충당여부","가구주은퇴_생활비재원마련코드(2014년~)"
2022,010000162,1128.664455071,G1,2,1,G1,G2,G2,G2,G2,2,1,G1,1,T,4,75,G5,2,G2,3,2,G2,G1,G1,G2,Q1,D02,G2,Q1,D02,Q2,D03,5640,2,5640,640,640,400,240,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5640,1386,600,0,21,645,120,765,1385,607,180,56,0,100,10,41,220,608,1,1,0,0,0,0,5,2,4,4,1,6,2,,2,,,,,,,,,,,,1,77,100,200,4,,,
2022,010000182,1077.205267808,G1,1,2,G2,G2,G2,G2,G2,4,1,G3,2,C,5,60,G5,1,G1,2,2,G2,G1,G4,G2,Q2,D03,G3,Q2,D04,Q2,D04,14430,2,13580,3580,3580,3580,0,0,0,10000,850,0,0,0,0,850,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14430,3054,2820,0,165,69,0,69,2666,3050,1800,200,0,200,150,100,600,3438,388,75,313,0,0,0,2,1,2,2,1,1,2,,2,,,,,,,,,,,,1,70,200,200,5,,,
2022,010000192,2635.92387339273,G1,2,1,G2,G2,G2,G2,G2,4,1,G3,1,R,2,29,G1,1,G1,1,3,G3,G1,G1,G1,Q1,D02,G2,Q1,D01,Q1,D02,1290,2,1290,290,290,290,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,310,300,10,1190,1871,1800,0,1,70,0,70,1767,1400,200,700,0,100,100,100,200,1504,104,61,33,0,0,10,1,1,2,4,2,,,3,2,,2,,2,,,2,,1,2,2,1,70,250,300,4,,,
2022,010000212,794.938270935,G2,1,2,G1,G2,G2,G2,G2,4,4,G2,2,,,73,G5,7,G4,2,1,G1,G1,G1,G1,Q2,D03,G2,Q2,D04,Q3,D05,16950,2,10450,10450,10450,10450,0,0,0,0,6500,6500,6500,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,16650,2681,297,0,600,1734,50,1784,2640,1646,600,240,0,180,36,60,530,1687,41,41,0,0,0,0,1,1,2,2,2,,,3,2,,,,,,,,,,,,2,,0,0,,66,3,2
2022,010000222,1170.033267203,G2,1,1,G2,G2,G2,G2,G2,4,1,G3,1,C,9,54,G4,1,G1,1,1,G1,G2,G3,G1,Q2,D04,G3,Q2,D03,Q2,D03,12660,2,5660,5660,5660,60,0,5600,0,0,7000,7000,7000,0,0,0,0,0,0,0,3000,3000,3000,0,0,0,0,0,3000,0,0,0,3000,0,0,3000,0,0,0,0,3000,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3963,3500,463,9660,3205,3098,0,77,30,0,30,2386,1540,480,120,0,500,10,60,370,2359,819,63,271,10,12,463,1,7,2,2,2,,,3,2,,1,2,2,,,1,10,,,1,1,60,150,200,2,,,
2022,010000262,961.751622471,G2,2,2,G1,G2,G2,G2,G2,4,1,G3,2,,,68,G5,7,G4,2,1,G1,G3,G2,G2,Q2,D04,G3,Q4,D08,Q5,D09,81820,2,5320,5320,5320,1820,3500,0,0,0,76500,76000,55000,21000,0,500,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81820,3125,0,0,235,1889,1001,2890,2942,2303,1200,360,0,240,120,120,263,2486,183,93,0,50,40,0,1,1,2,2,2,,,1,2,,,,,,,,,,,,2,,0,0,,65,3,2
2022,010000272,1468.191599798,G2,1,4,G2,G2,G2,G2,G2,5,1,G4,2,O,3,58,G4,1,G1,2,1,G1,G2,G2,G1,Q5,D10,G6,Q4,D07,Q4,D08,49800,2,10930,10930,10930,3350,7580,0,0,0,38870,37000,37000,0,0,1870,1870,0,0,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,49550,14157,13537,380,40,100,100,200,11898,4550,1200,400,50,500,700,400,1300,6809,2259,1570,409,180,100,0,1,1,2,2,2,,,1,2,,2,,2,,,2,,1,3,1,1,61,300,450,3,,,
2022,010000282,1970.499127383,G2,1,5,G2,G2,G2,G2,G2,2,1,G1,2,C,8,61,G5,4,G3,2,1,G1,G2,G2,G1,Q5,D09,G5,Q5,D10,Q5,D09,154985,2,12078,12078,11918,5150,6768,0,160,0,142907,130000,38000,92000,0,12907,5907,7000,2000,5000,74053,74053,72770,0,70000,0,0,0,2770,0,0,70000,0,2770,0,70000,0,2770,0,0,0,70000,2770,0,70000,2770,700,0,0,0,0,700,0,0,700,0,0,0,0,0,0,0,0,700,0,700,0,583,0,0,0,6385,3967,2418,80932,9929,6597,3000,47,225,60,285,6079,4242,1200,276,0,40,360,420,1946,8092,3850,342,940,150,0,2418,3,4,2,1,2,,,1,2,,1,1,2,,,3,,1,3,3,1,75,150,300,5,,,
2022,010000312,2585.993966689,G1,1,5,G2,G2,G2,G2,G2,6,1,G4,2,J,2,52,G4,1,G1,2,1,G1,G2,G2,G2,Q5,D09,G6,Q5,D09,Q5,D09,103630,2,17630,17630,17630,7500,10130,0,0,0,86000,85000,60000,25000,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103630,10695,10074,0,436,185,0,185,9547,3486,1080,300,1600,50,100,156,200,4634,1148,244,834,50,20,0,1,4,1,1,1,3,2,,2,,,,,,,,,,,,1,58,200,250,3,,,
2022,010000332,3347.948071431,G1,2,2,G2,G2,G2,G2,G2,4,1,G3,2,C,8,29,G1,1,G1,2,2,G2,G2,G2,G1,Q5,D09,G6,Q3,D05,Q3,D05,29520,2,25120,7620,7120,280,3240,3600,500,17500,4400,2800,0,0,2800,1600,1500,100,100,0,10000,10000,10000,0,0,0,0,0,0,10000,10000,0,0,0,0,10000,0,0,0,0,0,0,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,3000,200,19520,11174,10290,182,502,200,0,200,8944,1904,720,240,0,60,220,144,520,4134,2230,973,657,400,0,200,1,7,2,3,1,1,1,,3,1,1,3,2,,,2,,1,3,2,1,60,300,500,4,,,
2022,010000342,2785.732689287,G1,1,1,G2,G2,G2,G2,G2,7,1,G4,1,C,3,30,G2,1,G1,1,2,G2,G1,G1,G1,Q4,D08,G5,Q2,D04,Q1,D02,14330,2,14330,2330,2330,1330,0,1000,0,12000,0,0,0,0,0,0,0,0,0,0,9900,9900,6600,0,0,6600,0,0,0,0,6600,0,0,0,0,6600,0,0,0,0,0,0,0,6600,0,6600,3300,0,0,3300,0,0,0,0,3300,0,0,0,0,3300,0,0,0,0,3300,0,0,0,0,0,0,280,0,280,4430,8393,8356,0,2,35,0,35,6698,1724,720,50,0,50,100,84,720,3419,1695,887,522,0,6,280,3,7,2,3,1,1,2,,1,,1,1,2,,,1,30,,,1,1,60,300,400,3,,,
2022,010000352,1759.932531745,G1,2,1,G1,G2,G2,G2,G2,4,1,G3,1,,,67,G5,7,G4,3,1,G1,G2,G2,G2,Q1,D01,G2,Q4,D07,Q4,D07,42600,2,4600,4600,4600,600,4000,0,0,0,38000,38000,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42600,1255,0,0,1,654,600,1254,1238,1260,540,240,0,120,60,30,270,1277,17,17,0,0,0,0,1,3,2,4,2,,,5,2,,,,,,,,,,,,2,,0,0,,60,5,4
2022,010000362,1809.425573274,G1,1,2,G1,G2,G2,G2,G2,6,1,G4,2,,,84,G5,7,G4,2,5,G4,G2,G2,G2,Q2,D04,G3,Q1,D02,Q1,D02,3000,2,3000,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3795,0,3000,366,429,0,429,3585,1030,480,240,0,100,50,50,110,1240,210,74,136,0,0,0,1,1,2,4,1,2,2,,2,,,,,,,,,,,,2,,0,0,,84,1,3
2022,010001102,2206.827563737,G1,1,1,G2,G2,G2,G2,G2,5,1,G4,1,L,5,37,G2,2,G2,1,3,G3,G1,G1,G2,Q2,D04,G3,Q2,D03,Q2,D03,8000,2,8000,3000,3000,2900,0,100,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,3289,3247,0,2,40,0,40,2935,1120,450,280,0,20,120,65,185,1474,354,68,286,0,0,0,2,1,1,4,1,1,2,,2,,,,,,,,,,,,1,70,200,400,4,,,
2022,010100112,1789.085616767,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,J,2,48,G3,1,G1,2,1,G1,G3,G3,G2,Q4,D08,G5,Q5,D09,Q5,D09,96170,2,36170,36170,36170,7000,11170,18000,0,0,60000,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96170,9229,7950,0,1179,100,0,100,7705,5976,1500,612,2784,100,240,180,560,7500,1524,271,753,500,0,0,1,7,1,3,1,2,2,,2,,,,,,,,,,,,1,60,350,500,3,,,
2022,010100182,776.288000547,G1,2,1,G1,G2,G2,G2,G2,4,1,G3,1,,,70,G5,7,G4,3,1,G1,G2,G2,G2,Q1,D01,G1,Q5,D09,Q5,D10,110015,2,1015,1015,1015,1015,0,0,0,0,109000,109000,105000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110015,613,98,0,161,354,0,354,538,586,330,174,0,10,15,7,50,661,75,72,3,0,0,0,1,1,2,4,2,,,2,2,,,,,,,,,,,,2,,0,0,,47,4,4
2022,010100192,2686.079565304,G1,1,3,G2,G2,G2,G2,G2,6,1,G4,2,K,3,31,G2,1,G1,1,3,G3,G2,G3,G1,Q4,D08,G5,Q3,D05,Q3,D05,23930,2,5130,3130,3130,350,2640,140,0,2000,18800,15000,0,15000,0,3800,3800,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,50,50,0,21930,9408,8279,0,1054,75,0,75,6760,4280,600,1250,0,120,480,150,1680,6928,2648,518,2130,0,0,0,2,1,2,3,1,1,2,,1,,,,,,,,,,,,1,60,250,300,4,,,
2022,010100232,594.925609881,G2,2,1,G2,G2,G2,G2,G2,2,1,G1,1,,,63,G5,7,G4,4,3,G3,G2,G1,G2,Q1,D01,G1,Q1,D01,Q1,D01,312,2,312,12,12,12,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,847,0,0,0,847,0,847,838,805,220,330,0,24,60,31,140,814,9,1,8,0,0,0,1,1,2,4,1,1,1,,2,,,,,,,,,,,,2,,0,0,,60,5,4
2022,010100242,1316.26961478,G2,1,3,G2,G2,G2,G2,G2,5,1,G4,2,C,5,58,G4,1,G1,2,1,G1,G2,G2,G1,Q5,D09,G6,Q4,D07,Q4,D08,56375,2,11725,11725,11725,431,11294,0,0,0,44650,36000,18000,18000,0,8650,0,8650,8650,0,6960,6960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6960,0,0,0,1540,1540,0,49415,10638,7061,3500,2,75,0,75,9531,2335,985,170,0,135,225,170,650,3442,1107,87,540,480,0,0,1,1,2,2,2,,,2,1,,1,1,2,,,1,20,,,1,1,65,200,250,4,,,
2022,010100252,1361.783212068,G2,1,3,G2,G2,G2,G2,G2,4,1,G3,2,,,39,G2,7,G4,2,1,G1,G2,G2,G1,Q1,D02,G2,Q2,D04,Q2,D04,18435,2,5435,5435,5435,107,5328,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,7770,7770,7000,7000,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,7000,0,7000,0,0,0,7000,0,770,0,0,0,0,0,770,0,770,0,0,0,0,0,0,0,770,0,770,0,0,0,0,0,0,752,440,312,10665,2039,457,183,4,195,1200,1395,1622,1486,650,180,50,50,100,96,360,1903,417,19,86,0,0,312,3,1,2,2,1,2,4,,1,,1,1,1,2,2,3,,1,2,1,1,70,150,200,4,,,
2022,010100262,322.22985358,G2,2,1,G2,G2,G2,G2,G2,3,1,G2,1,,,59,G4,7,G4,4,1,G1,G2,G2,G2,Q1,D01,G1,Q2,D03,Q2,D04,11110,2,2610,2610,2610,450,2160,0,0,0,8500,8500,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11110,795,0,0,0,745,50,795,788,626,360,102,0,10,24,30,100,633,7,7,0,0,0,0,1,1,2,3,2,,,1,2,,,,,,,,,,,,2,,0,0,,15,4,4
2022,010100272,1099.740431119,G2,2,1,G1,G2,G2,G2,G2,2,1,G1,1,,,80,G5,7,G4,3,1,G1,G2,G2,G1,Q1,D01,G2,Q3,D05,Q3,D06,28800,2,400,400,400,400,0,0,0,0,28400,28400,24400,4000,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,28300,1059,0,0,379,625,55,680,925,837,360,200,0,120,36,73,48,971,134,14,120,0,0,0,1,1,2,2,2,,,1,2,,,,,,,,,,,,2,,0,0,,50,3,2
2022,010100282,2194.482839593,G2,1,3,G2,G2,G2,G2,G2,6,1,G4,2,K,3,54,G4,1,G1,2,1,G1,G2,G2,G1,Q5,D09,G6,Q4,D08,Q4,D07,61100,2,17100,17100,17100,8120,7880,1100,0,0,44000,42000,24000,18000,0,2000,2000,0,0,0,16000,10000,10000,0,10000,0,0,0,0,0,10000,0,0,0,0,10000,0,0,0,0,0,10000,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,340,0,340,45100,12104,11860,0,169,75,0,75,9566,6070,1500,300,0,60,1320,240,2650,8608,2538,1335,863,0,0,340,1,1,1,3,2,,,2,2,,2,,2,,,2,,1,3,1,1,70,250,300,4,,,
2022,010100312,4244.602525979,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,L,2,58,G4,3,G3,2,1,G1,G3,G2,G1,Q5,D10,G6,Q5,D09,Q5,D09,92200,2,7200,7200,7200,1200,0,6000,0,0,85000,81800,71800,10000,0,3200,1200,2000,0,2000,11500,11000,8000,8000,0,0,0,0,0,0,8000,0,0,0,0,0,0,8000,0,0,8000,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,500,824,550,274,80700,13142,5504,6328,1170,140,0,140,11762,4450,1800,420,0,40,500,360,1330,5830,1380,301,755,50,0,274,2,8,3,2,1,2,2,,1,,3,,1,2,2,2,,1,2,2,1,70,200,300,3,,,
2022,010100372,1057.305331446,G1,2,3,G2,G2,G2,G2,G2,7,1,G4,2,P,2,58,G4,4,G3,3,1,G1,G4,G1,G1,Q4,D08,G5,Q5,D09,Q5,D10,120946,2,25096,25096,25096,21400,3696,0,0,0,95850,93000,85000,8000,0,2850,2200,650,650,0,1148,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,1100,0,0,0,0,1100,0,0,0,0,1100,1100,0,0,0,0,0,48,184,184,0,119798,7782,1800,5000,827,155,0,155,6901,2710,1000,240,700,100,200,240,230,3591,881,240,331,250,60,0,2,1,2,3,1,2,2,,2,,3,,2,,,1,20,,,2,1,60,300,350,3,,,
2022,010100382,2427.915726553,G1,1,2,G2,G2,G2,G2,G2,4,1,G3,2,,,64,G5,7,G4,2,3,G3,G2,G2,G2,Q2,D03,G2,Q2,D04,Q3,D05,19036,2,18080,80,80,80,0,0,0,18000,956,0,0,0,0,956,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,19036,2629,0,0,35,2594,0,2594,2405,2600,900,540,0,500,350,60,250,2824,224,45,179,0,0,0,1,1,2,3,1,1,2,,2,,,,,,,,,,,,2,,0,0,,60,5,2
2022,010101122,1971.413566646,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,C,3,52,G4,1,G1,2,1,G1,G3,G2,G1,Q5,D10,G6,Q5,D10,Q5,D10,275764,2,34164,34164,17164,1827,8727,6610,17000,0,241600,241100,230000,0,11100,500,500,0,0,0,41085,41085,38885,34000,4885,0,0,0,0,0,38885,0,0,0,0,34000,0,4885,0,0,38885,0,0,0,38885,0,2200,0,0,0,0,0,2200,0,2200,0,0,0,0,0,0,0,0,2200,0,2200,0,0,0,0,0,1122,115,1007,234679,14281,12109,239,1493,200,240,440,9902,5070,1400,400,1520,350,400,240,760,9449,4379,1794,922,500,156,1007,3,7,1,3,1,3,4,,3,3,3,,2,,,2,,1,4,3,1,70,400,600,2,,,
2022,010101162,1169.737718652,G1,1,2,G2,G2,G2,G2,G1,5,1,G4,2,G,3,40,G3,1,G1,1,2,G2,G2,G3,G2,Q4,D08,G5,Q5,D10,Q5,D10,223720,2,23720,1720,1720,1720,0,0,0,22000,200000,200000,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223720,8104,1313,0,5793,998,0,998,7511,2330,840,120,0,500,10,80,780,2923,593,484,109,0,0,0,1,2,1,2,1,2,2,,2,,,,,,,,,,,,1,65,200,300,4,,,
2022,010101172,1845.802488538,G1,1,3,G2,G2,G2,G2,G2,4,1,G3,2,F,7,59,G4,1,G1,2,1,G1,G2,G3,G1,Q4,D08,G5,Q4,D07,Q4,D07,46109,2,13809,13809,13809,4100,5889,3820,0,0,32300,30000,30000,0,0,2300,2300,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,100,100,0,46049,8177,7995,0,107,75,0,75,7221,1930,560,160,0,180,200,180,650,2886,956,136,788,30,2,0,2,2,1,2,1,3,2,,2,,2,,2,,,1,20,,,1,1,65,200,300,3,,,
2022,010101182,518.084963055,G1,1,3,G1,G2,G2,G2,G1,6,1,G4,2,G,3,66,G5,1,G1,2,1,G1,G4,G2,G1,Q4,D07,G4,Q5,D10,Q5,D10,279980,2,5980,5980,5980,2360,120,3500,0,0,274000,270000,180000,90000,0,4000,4000,0,0,0,17000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,16000,0,16000,0,0,0,0,0,0,0,0,16000,0,16000,0,0,0,0,1000,625,500,125,262980,6201,0,24,984,5193,0,5193,5633,2760,1440,480,0,120,120,216,384,3328,568,391,52,0,0,125,1,1,2,2,2,,,1,1,,3,,2,,,1,5,,,1,1,70,250,300,2,,,
2022,010200132,1166.941558797,G1,1,3,G2,G2,G2,G2,G2,4,1,G3,2,G,9,50,G4,1,G1,1,1,G1,G3,G1,G1,Q2,D04,G3,Q5,D09,Q5,D09,111100,2,1100,1100,1100,1100,0,0,0,0,110000,110000,110000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,98100,3391,3300,0,16,75,0,75,2920,2130,1200,300,0,100,150,250,130,2601,471,182,289,0,0,0,1,1,2,4,1,3,1,,2,,,,,,,,,,,,1,65,200,250,4,,,
