"조사연도","MD제공용_가구고유번호","조사부문코드","가중값","가중값(금융부문)","가중값(복지부문)","수도권여부","가구주_성별코드","가구원수","노인가구여부","조손가구여부","한부모가구여부","다문화가구여부(2012년~)","장애인가구여부(2012년~)","가구주_교육정도_학력코드","가구주_교육정도_수학구분코드","가구주_교육정도_통합코드","가구주_동거여부","가구주_산업대분류코드","가구주_직업대분류코드","가구주_만연령","가구주연령_10세단위코드","가구주_종사상지위코드","가구주종사상지위코드(보도용)","가구주_혼인상태코드","입주형태코드","입주형태통합코드","과거기준입주형태통합코드","전용면적규모코드","주택종류통합코드","부채보유여부","소득5분위코드","소득5분위코드(금융부문)","소득5분위코드(복지부문)","소득10분위코드","소득계층구간코드(보도용)","자산총액5분위코드","자산총액5분위코드(금융부문)","자산총액5분위코드(복지부문)","자산총액10분위코드","순자산5분위코드","순자산5분위코드(금융부문)","순자산5분위코드(복지부문)","순자산10분위코드","자산","자산_금융자산","자산_금융자산_저축금액","자산_금융자산_저축_적립예치식저축금액","자산_금융자산_저축_적립예치식저축_수시적립예치식저축금액","자산_금융자산_저축_적립예치식저축_저축성보장성보험금액","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_저축_기타저축금액","자산_금융자산_현거주지전월세보증금","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","자산_실물자산_부동산_계약금중도금납입금액","자산_실물자산_기타실물자산","자산_실물자산_기타실물자산_자동차금액","자산_실물자산_기타실물자산_기타금액","자산_실물자산_기타실물자산_기타_자동차이외기타실물자산","자산_실물자산_기타실물자산_기타_권리금","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_담보대출_대출용도_전월세보증금마련금액","부채_금융부채_담보대출_대출용도_부채상환금액","부채_금융부채_담보대출_대출용도_사업자금마련금액","부채_금융부채_담보대출_대출용도_생활비마련금액","부채_금융부채_담보대출_대출용도_기타용도금액","부채_금융부채_담보대출_대출기관_은행금액","부채_금융부채_담보대출_대출기관_저축은행금액","부채_금융부채_담보대출_대출기관_비은행금융기관금액","부채_금융부채_담보대출_대출기관_보험회사금액","부채_금융부채_담보대출_대출기관_기타기관금액","부채_금융부채_담보대출_상환방법_만기일시금액","부채_금융부채_담보대출_상환방법_원금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_담보대출_상환방법_기타상환방법금액","부채_금융부채_담보대출_담보형태_거주주택금액","부채_금융부채_담보대출_담보형태_거주주택이외부동산금액","부채_금융부채_담보대출_담보형태_예적금보험펀드채권금액","부채_금융부채_담보대출_담보형태_기타금액","부채_금융부채_담보대출_부동산담보대출금액","부채_금융부채_담보대출_부동산이외담보대출금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출용도_거주주택구입금액","부채_금융부채_신용대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출_대출용도_전월세보증금마련금액","부채_금융부채_신용대출_대출용도_부채상환금액","부채_금융부채_신용대출_대출용도_사업자금마련금액","부채_금융부채_신용대출_대출용도_생활비마련금액","부채_금융부채_신용대출_대출용도_기타용도금액","부채_금융부채_신용대출_대출기관_은행금액","부채_금융부채_신용대출_대출기관_저축은행금액","부채_금융부채_신용대출_대출기관_비은행금융기관금액","부채_금융부채_신용대출_대출기관_보험회사금액","부채_금융부채_신용대출_대출기관_기타기관금액","부채_금융부채_신용대출_상환방법_만기일시금액","부채_금융부채_신용대출_상환방법_원금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_신용대출_상환방법_기타상환방법금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","부채_금융부채_외상할부미상환금액","부채_금융부채_계탄후불입금액","부채_임대보증금","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","경상소득(조사)","조사_경상소득_근로소득","조사_경상소득_사업소득","조사_경상소득_재산소득","조사_경상소득_공적이전소득","조사_경상소득_사적이전소득","조사_경상소득_이전소득","처분가능소득(조사)[경상소득-비소비지출]","지출(조사)[비소비지출(조사)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)","조사_지출_비소비지출","조사_지출_비소비지출_세금","조사_지출_비소비지출_공적연금사회보험료","조사_지출_비소비지출_가구사이이전지출비","조사_지출_비소비지출_비영리단체이전지출비","조사_지출_비소비지출_연간지급이자","지출_소비지출비","지출_소비지출_외식비포함식료품비","지출_소비지출_주거비","지출_소비지출_보육료포함교육비","지출_소비지출_의료비","지출_소비지출_교통비","지출_소비지출_통신비","지출_소비지출_경조비및기타소비지출비","지출_소비지출_경조비","지출_소비지출_기타소비지출비","분배6차_균등화처분가능소득(조사)","여유자금운용계획코드","금융자산투자주목적코드","금융자산투자운용방법코드","금융자산투자고려사항코드","거주지주택가격전망코드","여유자금부동산투자여부","부동산투자주목적코드","투자선호부동산코드","부동산투자기피사유코드","1년후금융부채규모전망코드","부채증가원인코드","부채상환방법코드","1년전대비부채증감코드","원리금연체여부","원리금연체사유코드","원리금상환_생계부담정도코드","원리금상환_생계부담_소득대비상환액비중","원리금상환_가계지출감소여부","원리금상환_가계지출감소항목코드","부채상환가능시기코드","가구주_은퇴여부","가구주_미은퇴_은퇴연령","가구주_미은퇴_최소생활비","가구주_미은퇴_적정생활비","가구주_미은퇴_노후준비상황코드","가구주_은퇴_은퇴연령","가구주_은퇴_적정생활비충당여부","가구주은퇴_생활비재원마련코드(2014년~)","1년후소득변화코드(2011~2016년)","1년후지출변화코드(2012~2016년)"
2014,418200111,P,1477.3163850068,,2935.81996423331,G1,1,3,G2,G2,G2,G2,G2,4,1,G3,2,G,5,59,G4,3,G3,2,2,G2,G2,G2,G3,G1,Q4,,Q4,D07,G4,Q5,,Q5,D10,Q5,,Q5,D09,84180,18980,10480,9980,2000,7980,0,500,8500,65200,65000,0,65000,0,200,100,100,100,0,27800,6800,6800,0,6800,0,0,0,0,0,,,,,,0,0,0,0,0,0,6800,0,0,6800,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,21000,480,200,280,56380,5200,2200,3000,0,0,0,0,4503,2647,697,53,264,100,0,280,1950,500,400,0,20,500,180,350,50,300,2844,,,,,,,,,,,,,,,,,,,,,1,65,150,200,4,0,,,2,2
2014,418200141,P,1417.26413114438,,2816.48020211452,G1,1,4,G2,G2,G2,G2,G2,4,1,G3,2,N,7,48,G3,2,G2,2,3,G3,G3,G1,G1,G1,Q3,,Q3,D06,G3,Q2,,Q2,D03,Q1,,Q1,D02,6241,6201,5201,5201,119,5082,0,0,1000,40,0,0,0,0,40,0,40,40,0,4000,4000,4000,0,0,0,0,0,4000,0,,,,,,0,0,0,0,0,0,0,4000,0,0,4000,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,446,200,246,2241,4200,4200,0,0,0,0,0,3909,2957,291,1,44,0,0,246,2666,840,900,240,36,120,420,110,50,60,2078,,,,,,,,,,,,,,,,,,,,,1,70,100,200,4,0,,,3,3
2014,418200151,P,1785.13916370777,,3547.54555853492,G1,1,3,G2,G2,G2,G2,G2,4,1,G3,2,H,7,45,G3,1,G1,1,1,G1,G1,G3,G1,G1,Q4,,Q4,D08,G4,Q5,,Q5,D09,Q5,,Q5,D09,61944,6243,6243,6243,3100,3143,0,0,0,55701,55000,43000,12000,0,701,650,51,51,0,3500,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,3500,0,0,0,58444,5640,4500,0,960,180,0,180,4865,2945,775,172,363,120,120,0,2170,780,360,0,150,420,240,220,100,120,2983,,,,,,,,,,,,,,,,,,,,,1,65,200,300,3,0,,,2,3
2014,418200161,P,1541.56627822567,,3063.50148339066,G1,1,4,G2,G2,G2,G2,G2,4,1,G3,2,N,8,43,G3,1,G1,2,2,G2,G2,G2,G2,G2,Q4,,Q4,D07,G4,Q4,,Q4,D07,Q4,,Q4,D08,29384,28584,7584,7584,5420,1164,1000,0,21000,800,0,0,0,0,800,400,400,400,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,29384,5200,5200,0,0,0,0,0,4284,3898,916,240,556,120,0,0,2982,1200,360,102,240,360,120,600,120,480,2220,,,,,,,,,,,,,,,,,,,,,1,70,150,150,5,0,,,3,3
2014,418200171,P,1482.67049194041,,2946.46005013984,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,K,1,47,G3,1,G1,2,1,G1,G1,G2,G2,G1,Q5,,Q5,D10,G6,Q5,,Q5,D10,Q5,,Q5,D10,169870,23910,23910,18910,16070,2840,0,5000,0,145960,145000,35000,110000,0,960,500,460,460,0,50300,20300,20000,0,20000,0,0,0,0,0,,,,,,0,0,0,0,0,20000,0,0,0,20000,0,300,0,0,0,0,0,300,0,,,,,,0,0,0,0,0,,,0,0,0,30000,2140,1000,1140,119570,13000,10000,3000,0,0,0,0,9173,8707,3827,1626,761,300,0,1140,4880,840,360,2000,300,300,480,600,200,400,5370,,,,,,,,,,,,,,,,,,,,,1,60,200,200,3,0,,,3,2
2014,418200181,P,1224.51237743474,,2433.4312501322,G1,2,2,G2,G2,G2,G2,G2,6,1,G4,2,I,4,55,G4,4,G3,3,3,G3,G2,G2,G2,G1,Q3,,Q3,D06,G3,Q2,,Q2,D03,Q2,,Q2,D03,8722,6622,1622,1622,230,1392,0,0,5000,2100,0,0,0,0,2100,1100,1000,0,1000,3300,3300,3100,0,0,3100,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,3100,0,3100,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,200,0,0,0,35,0,35,5422,3840,0,2400,0,1440,0,1440,3469,2331,371,130,206,0,0,35,1960,200,565,800,100,100,70,125,25,100,2478,,,,,,,,,,,,,,,,,,,,,1,65,150,200,4,0,,,2,3
2014,418200211,P,1215.46473202512,,2401.79589894856,G2,2,3,G2,G2,G2,G2,G2,4,1,G3,2,C,9,54,G4,1,G1,3,1,G1,G1,G4,G1,G1,Q3,,Q3,D05,G3,Q2,,Q2,D04,Q2,,Q2,D04,12588,3288,3288,3288,1530,1758,0,0,0,9300,8000,8000,0,0,1300,1300,0,0,0,2000,1300,1300,1300,0,0,0,0,0,0,,,,,,0,0,0,0,0,1300,0,0,0,1300,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,700,120,0,120,10588,3216,3210,0,6,0,0,0,2682,2234,534,20,294,0,100,120,1700,800,144,0,50,216,360,130,50,80,1680,,,,,,,,,,,,,,,,,,,,,1,60,60,70,5,0,,,2,2
2014,418200231,P,996.260245927598,,1968.64099162983,G2,1,3,G2,G2,G2,G2,G2,4,1,G3,2,F,7,72,G5,2,G2,2,1,G1,G1,G2,G2,G2,Q1,,Q1,D02,G2,Q2,,Q2,D03,Q2,,Q2,D04,7810,810,810,810,810,0,0,0,0,7000,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,7810,1313,960,0,0,113,240,353,1292,1311,21,11,0,0,10,0,1290,480,180,0,160,300,60,110,30,80,758,,,,,,,,,,,,,,,,,,,,,1,75,100,200,4,0,,,1,3
2014,418200241,P,1180.44301396652,,2332.59179737133,G2,1,3,G2,G2,G2,G2,G2,5,1,G4,2,G,5,56,G4,2,G2,2,3,G3,G2,G2,G2,G1,Q4,,Q4,D07,G4,Q2,,Q2,D04,Q2,,Q2,D04,10323,9573,4073,4073,404,3669,0,0,5500,750,0,0,0,0,750,300,450,450,0,2020,2020,2000,0,0,2000,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,2000,0,2000,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,20,0,0,308,240,68,8303,5200,2700,2500,0,0,0,0,4749,2271,451,33,300,0,50,68,1820,600,240,100,60,280,240,300,100,200,2818,,,,,,,,,,,,,,,,,,,,,1,65,130,200,5,0,,,3,3
2014,418200261,P,1239.87135580481,,2450.02392630257,G2,2,2,G2,G2,G2,G2,G2,7,1,G4,2,,,60,G5,7,G4,1,1,G1,G1,G2,G2,G2,Q3,,Q3,D06,G3,Q5,,Q5,D09,Q5,,Q5,D09,59301,20301,20301,20301,20301,0,0,0,0,39000,39000,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,100,100,0,59301,3956,0,0,240,3716,0,3716,3699,2393,257,41,216,0,0,0,2136,1200,192,0,420,60,48,216,120,96,2645,,,,,,,,,,,,,,,,,,,,,2,,,,,58,2,3,3,3
2014,418200271,P,538.596561287706,,1064.28344749208,G2,1,4,G2,G2,G2,G2,G2,7,1,G4,2,P,2,56,G4,1,G1,2,1,G1,G1,G4,G2,G1,Q3,,Q3,D05,G3,Q5,,Q5,D10,Q5,,Q5,D10,103435,23135,23135,20135,1351,13984,4800,3000,0,80300,77000,65000,12000,0,3300,2300,1000,1000,0,570,70,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,70,0,500,100,100,0,102865,3576,3000,0,576,0,0,0,2065,5381,1511,369,842,0,300,0,3870,1000,600,800,200,600,70,600,300,300,1363,,,,,,,,,,,,,,,,,,,,,1,70,200,400,3,0,,,3,3
2014,418200281,P,971.684009637702,,1920.07751505699,G2,1,2,G1,G2,G2,G2,G2,3,1,G2,2,,,66,G5,7,G4,2,1,G1,G1,G2,G3,G1,Q2,,Q2,D03,G2,Q2,,Q2,D03,Q2,,Q2,D04,8799,296,296,296,200,96,0,0,0,8503,8000,8000,0,0,503,350,153,153,0,10,10,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,10,0,0,60,60,0,8789,2240,2240,0,0,0,0,0,2142,1448,98,18,40,0,40,0,1350,400,180,0,250,240,120,160,100,60,1550,,,,,,,,,,,,,,,,,,,,,1,70,150,200,5,0,,,2,2
2014,418200301,P,1832.48216595147,,3647.32495151754,G1,1,2,G1,G2,G2,G2,G2,6,1,G4,2,N,3,65,G5,2,G2,2,1,G1,G1,G2,G3,G2,Q2,,Q2,D03,G2,Q3,,Q3,D06,Q4,,Q4,D07,23720,1720,1720,1720,1400,320,0,0,0,22000,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,23720,1800,1800,0,0,0,0,0,1441,1939,359,56,303,0,0,0,1580,900,180,0,50,100,100,250,100,150,1041,,,,,,,,,,,,,,,,,,,,,1,68,100,200,4,0,,,2,2
2014,418200321,P,1994.37600963274,,3969.55419959495,G1,1,4,G2,G2,G2,G2,G2,4,1,G3,2,S,8,58,G4,4,G3,2,1,G1,G1,G2,G1,G1,Q4,,Q4,D08,G4,Q5,,Q5,D09,Q5,,Q5,D09,65126,9826,9826,7826,410,7416,0,2000,0,55300,55000,55000,0,0,300,200,100,100,0,10000,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,10000,0,0,0,55126,6240,4800,1440,0,0,0,0,5599,2056,641,201,440,0,0,0,1415,360,540,0,15,100,120,280,180,100,2856,,,,,,,,,,,,,,,,,,,,,1,65,100,200,4,0,,,1,3
2014,418200381,P,1719.15641439969,,3421.76416048054,G1,1,4,G2,G2,G2,G2,G2,4,1,G3,2,R,4,33,G2,4,G3,2,2,G2,G2,G2,G1,G1,Q4,,Q4,D07,G4,Q3,,Q3,D05,Q3,,Q3,D05,15800,13300,5300,300,300,0,0,5000,8000,2500,0,0,0,0,2500,0,2500,1500,1000,1500,1500,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,1500,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,150,0,150,14300,5500,0,5500,0,0,0,0,5019,3161,481,151,180,0,0,150,2680,1200,240,360,100,140,240,400,100,300,2585,,,,,,,,,,,,,,,,,,,,,1,65,200,300,4,0,,,2,3
2014,418201101,P,1561.59699451992,,3103.30793391814,G1,2,1,G2,G2,G2,G2,G2,6,1,G4,1,P,3,48,G3,3,G3,4,1,G1,G1,G2,G3,G1,Q5,,Q5,D09,G5,Q5,,Q5,D10,Q5,,Q5,D10,136900,50900,50900,25900,15000,3900,7000,25000,0,86000,86000,23000,63000,0,0,0,0,0,0,17500,13000,13000,0,13000,0,0,0,0,0,,,,,,0,0,0,0,0,13000,0,0,0,13000,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,4500,5081,5000,81,119400,7020,0,6000,1020,0,0,0,6050,4110,970,541,348,0,0,81,3140,2400,100,0,120,100,70,350,150,200,6172,,,,,,,,,,,,,,,,,,,,,1,70,200,500,2,0,,,1,3
2014,418201111,P,1187.13440347686,,2359.15133142183,G1,2,1,G1,G2,G2,G2,G2,1,,G1,1,C,9,73,G5,2,G2,3,1,G1,G1,G1,G2,G2,Q1,,Q1,D01,G1,Q3,,Q3,D05,Q3,,Q3,D05,15040,40,40,40,40,0,0,0,0,15000,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,15040,311,200,0,0,111,0,111,295,339,16,16,0,0,0,0,323,120,120,0,30,10,30,13,0,13,311,,,,,,,,,,,,,,,,,,,,,1,75,30,50,5,0,,,1,3
2014,418201151,P,1870.45765376513,,3717.09601837025,G1,1,3,G2,G2,G2,G2,G2,6,1,G4,2,,,55,G4,7,G4,2,1,G1,G1,G2,G2,G1,Q2,,Q2,D04,G2,Q4,,Q4,D07,Q4,,Q4,D07,32190,8890,8890,8890,70,8520,300,0,0,23300,23000,23000,0,0,300,300,0,0,0,5000,5000,2000,0,0,0,0,0,2000,0,,,,,,0,0,0,0,0,0,0,2000,0,0,2000,3000,0,0,0,0,0,3000,0,,,,,,0,0,0,0,0,,,0,0,0,0,120,30,90,27190,2500,2500,0,0,0,0,0,1989,2521,511,71,350,0,0,90,2010,600,300,400,60,240,240,170,50,120,1239,,,,,,,,,,,,,,,,,,,,,2,,,,,53,5,7,1,1
2014,418201161,P,892.340093984635,,1773.31672675786,G1,1,2,G1,G2,G2,G2,G1,2,1,G1,2,,,75,G5,7,G4,2,3,G3,G3,G2,G2,G2,Q1,,Q1,D02,G2,Q1,,Q1,D02,Q1,,Q1,D02,1897,1877,877,877,157,720,0,0,1000,20,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,1897,1198,0,0,0,838,360,1198,1187,952,11,1,0,0,10,0,941,400,264,0,180,12,30,55,15,40,847,,,,,,,,,,,,,,,,,,,,,2,,,,,54,4,1,1,2
2014,418201171,P,1171.63280901686,,2328.34557033301,G1,2,5,G2,G2,G2,G2,G1,2,1,G1,2,Q,4,61,G5,2,G2,2,3,G3,G3,G2,G2,G1,Q4,,Q4,D07,G3,Q1,,Q1,D02,Q1,,Q1,D02,3452,3102,2099,2099,1971,128,0,0,1003,350,0,0,0,0,350,0,350,350,0,1100,1100,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,1100,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,2352,4860,4620,0,0,240,0,240,4492,2720,368,37,251,0,80,0,2352,650,450,0,72,300,360,520,120,400,2045,,,,,,,,,,,,,,,,,,,,,1,68,100,150,4,0,,,2,3
2014,418201181,P,1468.40039697654,,2918.10154298906,G1,1,3,G2,G2,G2,G2,G2,6,1,G4,2,C,3,43,G3,1,G1,2,1,G1,G1,G4,G1,G1,Q4,,Q4,D08,G4,Q5,,Q5,D09,Q5,,Q5,D09,48555,15935,15935,15935,1310,4625,10000,0,0,32620,32000,32000,0,0,620,450,170,170,0,8300,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,8300,0,0,0,40255,5620,4200,0,1240,180,0,180,4273,5313,1347,207,340,400,400,0,3966,1200,160,36,60,480,180,1850,50,1800,3002,,,,,,,,,,,,,,,,,,,,,1,55,200,300,2,0,,,2,3
2014,418201311,P,1734.48550392263,,3452.27490267093,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,C,3,50,G4,1,G1,2,1,G1,G1,G2,G2,G2,Q5,,Q5,D10,G6,Q5,,Q5,D10,Q5,,Q5,D10,87491,22261,22261,22141,16140,6001,0,120,0,65230,61000,20000,40000,1000,4230,3000,1230,1230,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,9600,9600,0,87491,10850,10600,0,250,0,0,0,8587,5877,2263,246,917,800,300,0,3614,840,240,1460,120,100,204,650,200,450,4934,,,,,,,,,,,,,,,,,,,,,1,60,300,500,3,0,,,2,2
2014,418201321,P,712.814369997396,,1418.76721204852,G1,1,2,G2,G2,G2,G2,G2,4,1,G3,2,L,3,34,G2,1,G1,2,3,G3,G3,G1,G3,G2,Q2,,Q2,D03,G2,Q2,,Q2,D03,Q2,,Q2,D03,5800,1900,1400,1400,1360,40,0,0,500,3900,0,0,0,0,3900,3800,100,100,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,5800,2160,2160,0,0,0,0,0,1931,2957,229,53,176,0,0,0,2728,1020,560,0,8,360,240,540,40,500,1389,,,,,,,,,,,,,,,,,,,,,1,60,150,200,5,0,,,1,3
2014,418201331,P,1366.03187404521,,2718.9143068983,G1,2,2,G2,G2,G1,G2,G2,4,1,G3,2,,,36,G2,7,G4,4,2,G2,G2,G1,G2,G1,Q5,,Q5,D10,G5,Q2,,Q2,D04,Q2,,Q2,D04,10980,10780,3780,3730,2530,1200,0,50,7000,200,0,0,0,0,200,0,200,200,0,2060,2060,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,2000,0,,,,,,0,0,0,0,0,,,0,60,0,0,200,200,0,8920,9660,2160,0,0,0,7500,7500,8890,2770,770,1,169,600,0,0,2000,840,240,240,100,15,15,550,50,500,6711,,,,,,,,,,,,,,,,,,,,,1,50,200,250,3,0,,,3,2
2014,418201351,P,1244.73668853966,,2484.09008613035,G2,1,1,G2,G2,G2,G2,G2,5,1,G4,1,A,6,41,G3,4,G3,1,4,G3,G3,G1,G4,G1,Q2,,Q2,D03,G2,Q2,,Q2,D03,Q2,,Q2,D03,6324,1564,1564,1564,1000,564,0,0,0,4760,3200,0,3200,0,1560,600,960,960,0,1060,1060,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,,,,,,0,0,0,0,0,,,0,960,0,0,3510,3480,30,5264,1950,450,1500,0,0,0,0,1819,977,131,17,84,0,0,30,846,240,360,0,0,100,96,50,30,20,1866,,,,,,,,,,,,,,,,,,,,,1,65,150,250,4,0,,,3,1
2014,418201361,P,2049.18195584487,,4078.63842812091,G1,1,4,G2,G2,G2,G2,G1,3,3,G1,2,G,5,46,G3,4,G3,2,1,G1,G1,G2,G3,G1,Q3,,Q3,D06,G3,Q3,,Q3,D06,Q2,,Q2,D04,20044,944,944,744,600,144,0,200,0,19100,16500,16500,0,0,2600,2100,500,500,0,12000,12000,12000,12000,0,0,0,0,0,0,,,,,,0,0,0,0,0,12000,0,0,0,12000,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,720,0,720,8044,4200,1800,2400,0,0,0,0,3244,3376,956,37,199,0,0,720,2420,240,216,1100,3,110,300,451,100,351,2001,,,,,,,,,,,,,,,,,,,,,1,60,100,200,4,0,,,2,2
2014,418201381,P,1598.52891873345,,3181.67041045778,G1,1,4,G2,G2,G2,G2,G1,2,1,G1,2,,,55,G4,7,G4,2,3,G3,G3,G1,G1,G1,Q1,,Q1,D02,G2,Q1,,Q1,D01,Q1,,Q1,D01,292,292,22,22,22,0,0,0,270,0,0,0,0,0,0,0,0,0,0,1300,1300,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,800,500,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,-1008,1056,1020,0,0,36,0,36,997,1907,59,1,58,0,0,0,1848,120,120,1000,10,120,338,140,100,40,499,,,,,,,,,,,,,,,,,,,,,1,70,150,200,5,0,,,3,3
2014,418201391,P,2034.79127001229,,4049.99560585257,G1,2,4,G2,G2,G1,G2,G2,4,1,G3,2,K,5,42,G3,4,G3,3,2,G2,G2,G1,G1,G1,Q2,,Q2,D04,G3,Q3,,Q3,D05,Q2,,Q2,D04,16308,11228,9728,9728,48,9680,0,0,1500,5080,5000,0,5000,0,80,80,0,0,0,7600,4600,3000,0,3000,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,3000,0,0,3000,1000,0,0,0,0,1000,0,0,,,,,,0,0,0,0,0,,,500,100,0,3000,415,300,115,8708,3000,0,3000,0,0,0,0,2596,4174,404,42,247,0,0,115,3770,350,240,2000,200,360,320,300,50,250,1368,,,,,,,,,,,,,,,,,,,,,1,50,150,180,3,0,,,2,3
2014,418202111,P,1377.47012939554,,2737.39903680147,G1,2,1,G2,G2,G2,G2,G2,4,1,G3,1,C,3,39,G2,1,G1,1,1,G1,G1,G1,G3,G1,Q2,,Q2,D04,G2,Q4,,Q4,D07,Q4,,Q4,D07,31837,1820,1820,1020,660,360,0,800,0,30017,30000,17000,13000,0,17,0,17,17,0,8000,7800,7800,7800,0,0,0,0,0,0,,,,,,0,0,0,0,0,7800,0,0,0,7800,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,200,600,460,140,23837,2784,2640,0,144,0,0,0,1933,1691,851,73,218,360,60,140,840,360,46,0,12,168,84,170,50,120,2534,,,,,,,,,,,,,,,,,,,,,1,55,150,200,4,0,,,2,2
