"조사연도","MD제공용_가구고유번호","가중값","조사부문코드","수도권여부","가구주_성별코드","","가구원수","","노인가구여부","조손가구여부","한부모가구여부","다문화가구여부(2012년~)","장애인가구여부(2012년~)","가구주_교육정도_학력코드","가구주_교육정도_수학구분코드","가구주_교육정도_통합코드","가구주_동거여부","가구주_산업대분류코드","가구주_직업대분류코드","가구주_만연령","가구주연령_10세단위코드","가구주_종사상지위코드","가구주_종사상지위(보도용)","가구주_혼인상태코드","입주형태코드","입주형태통합코드","전용면적규모코드","주택종류통합코드","부채보유여부","과거기준입주형태통합코드","소득5분위코드(보완)","소득10분위코드(보완)(2017년~)","소득계층구간코드(보도용)(보완)","자산총액5분위코드","자산총액10분위코드","순자산5분위코드","소득5분위코드(금융부문)(보완)","순자산10분위코드","소득5분위코드(복지부문)(보완)","자산","자산_금융자산","자산_금융자산_저축금액","자산_금융자산_저축_적립예치식저축금액","","자산_금융자산_저축_적립예치식저축_수시적립예치식저축금액","","자산_금융자산_저축_적립예치식저축_저축성보장성보험금액","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_저축_기타저축금액","","자산_금융자산_현거주지전월세보증금","","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","자산_실물자산_부동산_계약금중도금납입금액","자산_실물자산_기타실물자산","자산_실물자산_기타실물자산_자동차금액","자산_실물자산_기타실물자산_기타금액","자산_실물자산_기타실물자산_기타_자동차이외기타실물자산","자산_실물자산_기타실물자산_기타_권리금","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_담보대출_대출용도_전월세보증금마련금액","부채_금융부채_담보대출_대출용도_부채상환금액","부채_금융부채_담보대출_대출용도_사업자금마련금액","부채_금융부채_담보대출_대출용도_생활비마련금액","부채_금융부채_담보대출_대출용도_기타용도금액","부채_금융부채_담보대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_담보대출_대출기관_저축은행금액","부채_금융부채_담보대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_담보대출_대출기관_보험회사금액","부채_금융부채_담보대출_대출기관_기타기관금액","부채_금융부채_담보대출_상환방법_만기일시금액","부채_금융부채_담보대출_상환방법_원금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_담보대출_상환방법_기타상환방법금액","부채_금융부채_담보대출_담보형태_거주주택금액","부채_금융부채_담보대출_담보형태_거주주택이외부동산금액","부채_금융부채_담보대출_담보형태_예적금보험펀드채권금액","부채_금융부채_담보대출_담보형태_기타금액","부채_금융부채_담보대출_부동산담보대출금액","부채_금융부채_담보대출_부동산이외담보대출금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출용도_거주주택구입금액","부채_금융부채_신용대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출_대출용도_전월세보증금마련금액","부채_금융부채_신용대출_대출용도_부채상환금액","부채_금융부채_신용대출_대출용도_사업자금마련금액","부채_금융부채_신용대출_대출용도_생활비마련금액","부채_금융부채_신용대출_대출용도_기타용도금액","부채_금융부채_신용대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_신용대출_대출기관_저축은행금액","부채_금융부채_신용대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_신용대출_대출기관_보험회사금액","부채_금융부채_신용대출_대출기관_기타기관금액","부채_금융부채_신용대출_상환방법_만기일시금액","부채_금융부채_신용대출_상환방법_원금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_신용대출_상환방법_기타상환방법금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","부채_금융부채_외상할부미상환금액","부채_금융부채_계탄후불입금액","부채_금융부채_개인직장빌린금액(2017년~)","부채_임대보증금","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","경상소득(보완)","경상소득_근로소득(보완)","경상소득_사업소득(보완)","경상소득_재산소득(보완)","경상소득_공적이전소득(보완)","경상소득_사적이전소득(조사)","이전소득(보완)[공적이전소득(보완)+사적이전소득(조사)]","처분가능소득(보완)[경상소득(보완)-비소비지출(보완)]","지출_소비지출비","지출_소비지출_식료품(외식비포함)","지출_소비지출_주거비","지출_소비지출_교육비(보육료포함)","지출_소비지출_의료비","지출_소비지출_교통비","지출_소비지출_통신비","지출_소비지출_기타소비지출비","지출(보완)[비소비지출(보완)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)","지출_비소비지출(보완)","지출_비소비지출_세금(보완)","지출_비소비지출_공적연금사회보험료(보완)","지출_비소비지출_가구간이전지출(조사)","지출_비소비지출_비영리단체이전지출(조사)","지출_비소비지출_연간지급이자(조사)","여유자금운용계획코드","금융자산투자운용방법코드","금융자산투자고려사항코드","거주지주택가격전망코드","여유자금부동산투자여부","부동산투자주목적코드","투자선호부동산코드","부동산투자기피사유코드","1년후금융부채규모전망코드","부채증가원인코드","1년전대비부채증감코드","부채상환방법코드","금융자산투자주목적코드","원리금연체여부","원리금연체사유코드","30일이상원리금연체여부","원리금상환_생계부담정도코드","원리금상환_생계부담_소득대비상환액비중","원리금상환_가계지출감소여부","원리금상환_가계지출감소항목코드","부채상환가능시기코드","가구주_은퇴여부","가구주_미은퇴_은퇴연령","가구주_미은퇴_최소생활비","가구주_미은퇴_적정생활비","가구주_미은퇴_노후준비상황코드","가구주_은퇴_은퇴연령","가구주_은퇴_적정생활비충당여부","가구주은퇴_생활비재원마련코드(2014년~)"
2018,021700281,1016.02196578519,F,G2,1,2036.53957874474,4,,G2,G2,G2,G2,G2,6,1,G4,2,C,1,50,G4,1,G1,2,1,G1,G4,G1,G1,G1,Q5,D10,G6,Q5,D10,Q5,Q5,D10,,200572,25672,25672,14672,Q5,7340,,7332,0,11000,Q5,0,,174900,146000,131000,15000,0,28900,8700,20200,20200,0,40440,37940,33000,20000,0,0,0,13000,0,0,33000,0,0,0,0,33000,0,0,0,0,33000,0,0,0,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4940,0,0,2500,9475,8083,1392,160132,18401,6000,8400,4001,0,0,0,14840,0,0,0,0,0,0,0,0,3561,3561,251,1008,550,360,1392,3,1,3,4,1,2,4,,1,,3,,6,2,,,2,,2,,1,,,0,0,,,,
2018,021700311,956.663102816094,P,G2,1,,4,1955.33899507872,G2,G2,G2,G2,G2,4,1,G3,2,G,5,29,G1,1,G1,2,3,G3,G2,G2,G1,G3,Q3,D05,G3,Q1,D02,Q1,,D02,Q3,5146,3146,1046,1046,,62,Q1,984,0,0,,2100,Q1,2000,0,0,0,0,2000,2000,0,0,0,2200,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,1200,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,1200,0,0,1000,0,0,0,800,728,72,2946,4223,4149,0,0,74,0,74,3788,2868,1440,516,36,12,360,200,304,3303,435,56,287,20,0,72,,,,,,,,,,,,,,,,,,,,,,1,55,200,300,5,,,
2018,021700321,622.643037896286,P,G2,2,,1,1272.63004962671,G2,G2,G2,G2,G2,4,1,G3,1,I,4,53,G4,4,G3,4,3,G3,G1,G2,G1,G3,Q1,D02,G2,Q2,D03,Q2,,D03,Q1,6390,2290,1290,790,,10,Q2,780,0,500,,1000,Q2,4100,0,0,0,0,4100,1100,3000,2000,1000,1194,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,0,0,0,0,950,950,0,5196,1377,1300,0,0,77,0,77,1250,970,360,120,0,0,240,120,130,1097,127,14,113,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,70,200,300,4,,,
2018,021700331,839.039892307788,P,G2,1,,2,1637.87585602093,G2,G2,G2,G2,G2,4,1,G3,2,A,6,61,G5,4,G3,2,1,G1,G2,G1,G2,G1,Q3,D06,G3,Q4,D07,Q4,,D07,Q3,36010,3910,3910,3910,,3880,Q4,30,0,0,,0,Q4,32100,31000,5000,26000,0,1100,1000,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36010,4616,3539,900,177,0,0,0,3892,887,150,168,0,82,189,72,226,1611,724,124,110,150,340,0,,,,,,,,,,,,,,,,,,,,,,1,65,180,200,3,,,
2018,021700341,611.436184645181,P,G2,2,,1,1193.57443371779,G2,G2,G2,G2,G2,4,1,G3,1,,,63,G5,7,G4,3,1,G1,G3,G1,G2,G1,Q2,D03,G2,Q3,D05,Q3,,D06,Q2,22654,13254,13254,13254,,10230,Q3,3024,0,0,,0,Q3,9400,9000,9000,0,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22654,2586,0,9,12,1965,600,2565,2480,1962,240,190,120,80,240,42,1050,2068,106,39,49,0,18,0,,,,,,,,,,,,,,,,,,,,,,2,,,,,60,3,2
2018,021700361,490.417780051545,P,G2,1,,1,1002.37273329759,G2,G2,G2,G2,G2,4,1,G3,1,G,9,58,G4,4,G3,1,1,G1,G2,G1,G1,G1,Q1,D02,G2,Q2,D03,Q2,,D03,Q1,6230,2180,2180,2180,,1100,Q2,1080,0,0,,0,Q2,4050,4000,4000,0,0,50,50,0,0,0,797,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,0,0,0,399,399,0,5433,1468,0,1400,68,0,0,0,1388,593,130,12,0,5,300,36,110,673,80,23,57,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,80,150,200,5,,,
2018,021700371,539.647110792378,P,G2,2,,2,1102.99334865928,G2,G2,G2,G2,G2,3,1,G2,2,G,5,59,G4,4,G3,3,1,G1,G3,G1,G1,G1,Q3,D05,G3,Q4,D07,Q4,,D07,Q3,43590,4590,4590,4590,,4200,Q4,390,0,0,,0,Q4,39000,38000,8000,30000,0,1000,1000,0,0,0,7000,7000,7000,0,0,0,7000,0,0,0,7000,0,0,0,0,0,0,0,0,0,5000,2000,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,369,36590,3810,0,3000,282,528,0,528,2990,1080,600,150,0,60,84,50,136,1900,820,54,287,50,60,369,,,,,,,,,,,,,,,,,,,,,,1,70,200,300,3,,,
2018,021700391,523.883546208333,P,G2,1,,2,1070.77394724002,G1,G2,G2,G2,G1,2,1,G1,2,,,89,G5,7,G4,2,1,G1,G3,G1,G2,G1,Q1,D01,G1,Q2,D04,Q3,,D05,Q1,14500,500,500,500,,400,Q2,0,100,0,,0,Q3,14000,14000,11000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14500,801,0,100,19,442,240,682,790,628,210,180,0,90,40,28,80,639,11,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,,,,,88,3,4
2018,021800201,757.185603065737,P,G2,1,,3,1511.0356053798,G2,G2,G2,G2,G2,4,1,G3,2,,,51,G4,7,G4,4,2,G2,G2,G2,G2,G2,Q2,D03,G2,Q2,D03,Q2,,D04,Q2,11562,10962,962,962,,110,Q2,852,0,0,,10000,Q2,600,0,0,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11562,1999,1546,0,35,367,51,418,1978,1420,600,180,100,100,200,120,120,1441,21,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,60,100,150,5,,,
2018,021800211,575.099296927979,P,G2,2,,1,1147.66513093834,G2,G2,G2,G2,G2,2,1,G1,1,A,6,58,G4,4,G3,4,3,G3,G2,G1,G2,G3,Q1,D01,G1,Q1,D01,Q1,,D01,Q1,225,225,25,25,,25,Q1,0,0,0,,200,Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,563,0,500,13,0,50,50,492,517,200,36,0,150,80,24,27,588,71,1,48,10,12,0,,,,,,,,,,,,,,,,,,,,,,1,75,50,100,5,,,
2018,021800231,846.921032443771,P,G2,1,,4,1690.11115608395,G2,G2,G2,G2,G2,5,1,G4,2,S,7,45,G3,4,G3,2,1,G1,G2,G1,G1,G1,Q2,D04,G3,Q4,D07,Q4,,D08,Q2,41292,9692,9692,9692,,4080,Q4,4212,1400,0,,0,Q4,31600,31000,31000,0,0,600,100,500,500,0,100,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41192,3078,0,3000,78,0,0,0,2214,2024,480,270,360,100,180,144,490,2888,864,200,440,200,24,0,,,,,,,,,,,,,,,,,,,,,,1,65,150,200,4,,,
2018,021800241,873.904591871592,F,G2,1,1751.67599651043,4,,G2,G2,G2,G2,G2,6,1,G4,2,,,44,G3,7,G4,2,1,G1,G2,G2,G1,G1,Q5,D09,G5,Q5,D09,Q5,Q5,D09,,82303,21868,21868,21868,Q5,16470,,5398,0,0,Q5,0,,60435,57000,22000,33000,2000,3435,3350,85,85,0,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,0,0,0,64803,8671,8526,0,145,0,0,0,6349,0,0,0,0,0,0,0,0,2322,2322,320,682,1080,240,0,2,1,2,3,1,2,2,,2,,,,5,,,,,,,,,,,0,0,,,,
2018,021800251,609.518610639822,F,G2,2,1221.73419114045,2,,G2,G2,G2,G2,G1,1,,G1,2,,,70,G5,7,G4,3,1,G1,G3,G1,G2,G1,Q1,D02,G2,Q2,D03,Q2,Q1,D04,,9610,110,110,110,Q2,110,,0,0,0,Q2,0,,9500,9500,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9610,1427,253,58,789,247,80,327,1373,0,0,0,0,0,0,0,0,54,54,44,0,10,0,0,1,1,2,2,2,,,3,2,,,,2,,,,,,,,,,,0,0,,,,
2018,021800261,628.938345210713,F,G2,1,1260.65958782887,2,,G2,G2,G2,G2,G1,1,,G1,2,C,7,61,G5,1,G1,2,1,G1,G2,G2,G1,G1,Q2,D04,G3,Q3,D05,Q3,Q2,D05,,19904,454,454,454,Q3,70,,384,0,0,Q3,0,,19450,18000,18000,0,0,1450,1300,150,150,0,560,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,560,560,0,0,0,0,0,0,560,0,0,560,0,0,0,0,0,0,100,80,20,19344,3358,3320,0,38,0,0,0,2975,0,0,0,0,0,0,0,0,383,383,122,241,0,0,20,1,1,2,4,2,,,4,1,,3,,2,2,,,2,,2,,1,,,0,0,,,,
2018,021800281,609.518610639822,P,G2,1,,2,1216.35213227692,G1,G2,G2,G2,G2,3,1,G2,2,,,76,G5,7,G4,2,1,G1,G3,G1,G2,G1,Q1,D02,G2,Q4,D07,Q4,,D08,Q1,41500,5500,5500,5500,,5500,Q4,0,0,0,,0,Q4,36000,36000,30000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41500,1799,219,0,609,771,200,971,1720,1140,500,300,0,100,50,60,130,1219,79,19,0,0,60,0,,,,,,,,,,,,,,,,,,,,,,2,,,,,59,3,2
2018,021800291,609.518610639822,F,G2,1,1221.73419114045,2,,G2,G2,G1,G2,G2,5,1,G4,2,J,3,48,G3,1,G1,4,1,G1,G2,G3,G2,G1,Q4,D07,G4,Q2,D03,Q2,Q4,D04,,9730,2530,2530,2530,Q2,1330,,1200,0,0,Q2,0,,7200,6000,6000,0,0,1200,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9730,6591,6581,0,10,0,0,0,5582,0,0,0,0,0,0,0,0,1009,1009,342,667,0,0,0,2,3,3,2,1,2,2,,2,,,,7,,,,,,,,,,,0,0,,,,
2018,021800301,610.274921515364,P,G2,2,,1,1191.30755122477,G1,G2,G2,G2,G2,1,,G1,1,,,75,G5,7,G4,3,1,G1,G1,G1,G2,G1,Q1,D01,G1,Q1,D02,Q1,,D02,Q1,3015,15,15,15,,15,Q1,0,0,0,,0,Q1,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3015,350,0,0,30,247,73,320,342,314,120,122,0,38,6,18,10,322,8,2,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,,,,,56,5,4
2018,021800311,551.71597032411,F,G2,1,1080.06573523455,2,,G1,G2,G2,G2,G2,4,1,G3,2,,,73,G5,7,G4,2,1,G1,G3,G2,G1,G1,Q2,D03,G2,Q2,D04,Q2,Q2,D04,,13880,880,880,880,Q2,100,,780,0,0,Q2,0,,13000,13000,13000,0,0,0,0,0,0,0,3920,3920,3920,3920,0,0,0,0,0,0,0,0,3920,0,0,0,0,3920,0,0,3920,0,0,0,3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,490,204,9960,2037,221,0,4,612,1200,1812,1821,0,0,0,0,0,0,0,0,216,216,12,0,0,0,204,3,1,2,4,2,,,3,1,,1,6,11,2,,,2,,2,,1,,,0,0,,,,
2018,021800321,664.216759706232,P,G2,1,,3,1357.60324362389,G2,G2,G2,G2,G2,6,1,G4,2,P,2,32,G2,1,G1,2,1,G1,G2,G2,G2,G1,Q3,D06,G3,Q2,D04,Q3,,D05,Q3,17460,6220,6220,6220,,5160,Q2,820,240,0,,0,Q3,11240,10000,10000,0,0,1240,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17460,4812,4641,0,61,110,0,110,4311,2858,1200,240,0,400,300,168,550,3359,501,101,240,100,60,0,,,,,,,,,,,,,,,,,,,,,,1,60,250,300,3,,,
2018,021800331,664.216759706232,F,G2,1,1300.30269471044,3,,G2,G2,G2,G2,G2,6,1,G4,2,O,7,27,G1,1,G1,2,2,G2,G2,G2,G2,G2,Q2,D04,G3,Q3,D05,Q3,Q2,D06,,23650,19650,3650,3650,Q3,3650,,0,0,0,Q3,16000,,4000,0,0,0,0,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23650,3404,2964,0,200,240,0,240,3040,0,0,0,0,0,0,0,0,364,364,143,221,0,0,0,2,1,2,3,1,8,5,,2,,,,9,,,,,,,,,,,0,0,,,,
2018,021800341,766.604745197396,P,G2,1,,4,1566.87568244702,G2,G2,G2,G2,G2,6,1,G4,2,P,2,41,G3,1,G1,2,2,G2,G2,G2,G1,G2,Q5,D09,G6,Q3,D05,Q2,,D04,Q5,19628,18778,2778,2778,,350,Q3,2428,0,0,,16000,Q2,850,0,0,0,0,850,850,0,0,0,6700,6700,6700,0,0,6700,0,0,0,0,6700,0,0,0,0,0,0,0,0,0,0,0,0,6700,0,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,1000,204,12928,10284,10063,0,81,40,100,140,8494,3605,960,400,60,25,870,240,1050,5395,1790,426,1012,100,48,204,,,,,,,,,,,,,,,,,,,,,,1,65,200,300,3,,,
2018,021800361,487.176344041918,P,G2,1,,2,995.7475104673,G2,G2,G2,G2,G2,4,1,G3,2,G,5,60,G5,4,G3,2,2,G2,G3,G2,G1,G2,Q2,D03,G2,Q3,D05,Q3,,D06,Q2,23620,15520,12020,10720,,8800,Q3,1920,0,1300,,3500,Q3,8100,3000,0,3000,0,5100,1800,3300,3300,0,350,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,50,300,300,0,23270,2270,0,1800,307,93,70,163,1758,1842,960,120,0,80,190,180,312,2354,512,48,304,100,60,0,,,,,,,,,,,,,,,,,,,,,,1,65,200,300,4,,,
2018,021800371,487.176344041918,P,G2,1,,2,995.7475104673,G2,G2,G2,G2,G1,4,1,G3,2,,,75,G5,7,G4,2,1,G1,G3,G1,G2,G1,Q4,D07,G4,Q3,D05,Q3,,D06,Q4,21150,1000,1000,1000,,1000,Q3,0,0,0,,0,Q3,20150,20000,10000,10000,0,150,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21150,5638,0,0,134,5504,0,5504,4167,2920,600,660,0,0,360,120,1180,4391,1471,31,0,720,720,0,,,,,,,,,,,,,,,,,,,,,,2,,,,,60,1,2
2018,021800381,520.56075253267,F,G2,1,1019.07478151876,1,,G2,G2,G2,G2,G2,4,4,G2,1,G,7,60,G5,2,G2,4,3,G3,G1,G2,G1,G3,Q1,D02,G2,Q1,D01,Q1,Q1,D01,,220,220,20,20,Q1,20,,0,0,0,Q1,200,,0,0,0,0,0,0,0,0,0,0,750,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,-530,1200,1200,0,0,0,0,0,1119,0,0,0,0,0,0,0,0,81,81,1,0,50,30,0,1,1,2,3,2,,,3,2,,2,,2,1,1,1,2,,1,1,3,,,0,0,,,,
2018,021800391,541.701707099729,P,G2,1,,2,1057.44691683682,G2,G2,G2,G2,G2,3,1,G2,2,,,60,G5,7,G4,2,4,G3,G1,G2,G2,G3,Q4,D07,G4,Q3,D05,Q3,,D05,Q4,18382,17882,17882,13882,,11450,Q3,1932,500,4000,,0,Q3,500,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18382,5909,4997,0,2,890,20,910,5143,1577,360,282,0,30,240,161,504,2343,766,38,270,314,144,0,,,,,,,,,,,,,,,,,,,,,,2,,,,,59,3,1
2018,022200211,1477.48279535621,P,G2,1,,4,2948.45689231294,G2,G2,G1,G2,G2,6,1,G4,2,H,9,48,G3,4,G3,4,3,G3,G2,G1,G1,G3,Q2,D03,G2,Q1,D02,Q1,,D02,Q2,3321,3271,2271,2271,,51,Q1,2220,0,0,,1000,Q1,50,0,0,0,0,50,0,50,50,0,350,350,350,0,0,0,0,0,350,0,0,0,0,350,0,0,0,0,0,0,0,0,350,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,2971,2191,0,1440,0,751,0,751,2147,1306,360,564,20,12,20,120,210,1350,44,1,26,0,0,17,,,,,,,,,,,,,,,,,,,,,,1,65,100,200,5,,,
2018,022200221,1178.08241990632,P,G2,2,,2,2289.00460405481,G2,G2,G2,G2,G2,3,1,G2,2,C,7,57,G4,4,G3,2,3,G3,G2,G1,G2,G3,Q2,D03,G2,Q1,D01,Q1,,D02,Q2,1812,1762,1662,1662,,150,Q1,1512,0,0,,100,Q1,50,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,1812,1953,0,1800,1,152,0,152,1707,1598,600,400,0,120,240,84,154,1844,246,29,57,100,60,0,,,,,,,,,,,,,,,,,,,,,,1,70,100,200,4,,,
2018,022200301,500.052333006652,F,G2,2,978.926512472177,1,,G1,G2,G2,G2,G2,6,1,G4,1,,,65,G5,7,G4,3,2,G2,G3,G2,G1,G2,Q3,D06,G4,Q4,D08,Q4,Q3,D08,,58683,45641,22641,22641,Q4,1600,,2041,19000,0,Q4,23000,,13042,8127,0,0,8127,4915,1400,3515,3515,0,18286,18286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18036,0,18036,0,0,0,0,0,18036,0,0,0,0,0,0,0,18036,0,18036,0,0,250,0,0,0,1000,1000,0,40397,5382,0,0,251,4331,800,5131,4941,0,0,0,0,0,0,0,0,441,441,56,185,200,0,0,1,1,2,4,2,,,1,1,,1,2,2,2,,,2,,1,3,1,,,0,0,,,,
2018,022200391,745.471606455941,P,G2,1,,6,1455.22275729343,G2,G2,G2,G2,G2,3,1,G2,2,A,6,69,G5,4,G3,2,1,G1,G4,G1,G2,G1,Q4,D08,G5,Q5,D09,Q5,,D09,Q4,70282,19692,19692,19692,,11770,Q5,7922,0,0,,0,Q5,50590,40500,8500,32000,0,10090,3790,6300,3300,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2487,2391,96,70282,7938,2640,4100,214,984,0,984,7341,4570,1200,480,1200,240,240,460,750,5167,597,105,396,0,0,96,,,,,,,,,,,,,,,,,,,,,,1,80,100,150,5,,,
