"조사연도","MD제공용_가구고유번호","가중값","조사부문코드","수도권여부","가구주_성별코드","","가구원수","","노인가구여부","조손가구여부","한부모가구여부","다문화가구여부(2012년~)","장애인가구여부(2012년~)","가구주_교육정도_학력코드","가구주_교육정도_수학구분코드","가구주_교육정도_통합코드","가구주_동거여부","가구주_산업대분류코드","가구주_직업대분류코드","가구주_만연령","가구주연령_10세단위코드","가구주_종사상지위코드","가구주_종사상지위(보도용)","가구주_혼인상태코드","입주형태코드","입주형태통합코드","전용면적규모코드","주택종류통합코드","부채보유여부","과거기준입주형태통합코드","소득5분위코드(보완)","소득10분위코드(보완)(2017년~)","소득계층구간코드(보도용)(보완)","자산총액5분위코드","자산총액10분위코드","순자산5분위코드","소득5분위코드(금융부문)(보완)","순자산10분위코드","소득5분위코드(복지부문)(보완)","자산","자산_금융자산","자산_금융자산_저축금액","자산_금융자산_저축_적립예치식저축금액","","자산_금융자산_저축_적립예치식저축_수시적립예치식저축금액","","자산_금융자산_저축_적립예치식저축_저축성보장성보험금액","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_저축_기타저축금액","","자산_금융자산_현거주지전월세보증금","","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","자산_실물자산_부동산_계약금중도금납입금액","자산_실물자산_기타실물자산","자산_실물자산_기타실물자산_자동차금액","자산_실물자산_기타실물자산_기타금액","자산_실물자산_기타실물자산_기타_자동차이외기타실물자산","자산_실물자산_기타실물자산_기타_권리금","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_담보대출_대출용도_전월세보증금마련금액","부채_금융부채_담보대출_대출용도_부채상환금액","부채_금융부채_담보대출_대출용도_사업자금마련금액","부채_금융부채_담보대출_대출용도_생활비마련금액","부채_금융부채_담보대출_대출용도_기타용도금액","부채_금융부채_담보대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_담보대출_대출기관_저축은행금액","부채_금융부채_담보대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_담보대출_대출기관_보험회사금액","부채_금융부채_담보대출_대출기관_기타기관금액","부채_금융부채_담보대출_상환방법_만기일시금액","부채_금융부채_담보대출_상환방법_원금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_담보대출_상환방법_기타상환방법금액","부채_금융부채_담보대출_담보형태_거주주택금액","부채_금융부채_담보대출_담보형태_거주주택이외부동산금액","부채_금융부채_담보대출_담보형태_예적금보험펀드채권금액","부채_금융부채_담보대출_담보형태_기타금액","부채_금융부채_담보대출_부동산담보대출금액","부채_금융부채_담보대출_부동산이외담보대출금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출용도_거주주택구입금액","부채_금융부채_신용대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출_대출용도_전월세보증금마련금액","부채_금융부채_신용대출_대출용도_부채상환금액","부채_금융부채_신용대출_대출용도_사업자금마련금액","부채_금융부채_신용대출_대출용도_생활비마련금액","부채_금융부채_신용대출_대출용도_기타용도금액","부채_금융부채_신용대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_신용대출_대출기관_저축은행금액","부채_금융부채_신용대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_신용대출_대출기관_보험회사금액","부채_금융부채_신용대출_대출기관_기타기관금액","부채_금융부채_신용대출_상환방법_만기일시금액","부채_금융부채_신용대출_상환방법_원금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_신용대출_상환방법_기타상환방법금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","부채_금융부채_외상할부미상환금액","부채_금융부채_계탄후불입금액","부채_금융부채_개인직장빌린금액(2017년~)","부채_임대보증금","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","경상소득(보완)","경상소득_근로소득(보완)","경상소득_사업소득(보완)","경상소득_재산소득(보완)","경상소득_공적이전소득(보완)","경상소득_사적이전소득(조사)","이전소득(보완)[공적이전소득(보완)+사적이전소득(조사)]","처분가능소득(보완)[경상소득(보완)-비소비지출(보완)]","지출_소비지출비","지출_소비지출_식료품(외식비포함)","지출_소비지출_주거비","지출_소비지출_교육비(보육료포함)","지출_소비지출_의료비","지출_소비지출_교통비","지출_소비지출_통신비","지출_소비지출_기타소비지출비","지출(보완)[비소비지출(보완)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)","지출_비소비지출(보완)","지출_비소비지출_세금(보완)","지출_비소비지출_공적연금사회보험료(보완)","지출_비소비지출_가구간이전지출(조사)","지출_비소비지출_비영리단체이전지출(조사)","지출_비소비지출_연간지급이자(조사)","여유자금운용계획코드","금융자산투자운용방법코드","금융자산투자고려사항코드","거주지주택가격전망코드","여유자금부동산투자여부","부동산투자주목적코드","투자선호부동산코드","부동산투자기피사유코드","1년후금융부채규모전망코드","부채증가원인코드","1년전대비부채증감코드","부채상환방법코드","금융자산투자주목적코드","원리금연체여부","원리금연체사유코드","30일이상원리금연체여부","원리금상환_생계부담정도코드","원리금상환_생계부담_소득대비상환액비중","원리금상환_가계지출감소여부","원리금상환_가계지출감소항목코드","부채상환가능시기코드","가구주_은퇴여부","가구주_미은퇴_은퇴연령","가구주_미은퇴_최소생활비","가구주_미은퇴_적정생활비","가구주_미은퇴_노후준비상황코드","가구주_은퇴_은퇴연령","가구주_은퇴_적정생활비충당여부","가구주은퇴_생활비재원마련코드(2014년~)"
2017,010201191,637.580377277744,P,G1,1,,4,1302.98606370006,G2,G2,G2,G2,G2,6,1,G4,2,K,1,53,G4,1,G1,2,1,G1,G3,G2,G1,G1,Q5,D10,G6,Q5,D10,Q5,,D10,Q5,218975,12125,12125,12125,,3925,Q5,5700,2500,0,,0,Q5,206850,205850,75000,126000,4850,1000,1000,0,0,0,114150,18150,15000,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,15000,0,0,0,15000,0,3000,0,0,0,0,0,1000,2000,3000,0,0,0,0,0,0,0,0,0,0,3000,0,150,0,0,96000,1170,150,1020,104825,17834,13490,3300,44,0,1000,1000,12636,7995,500,300,3500,250,545,300,2600,13193,5198,2566,762,750,100,1020,,,,,,,,,,,,,,,,,,,,,,1,58,300,500,3,0,,
2017,010201211,1149.8943925432,P,G2,2,,1,2313.9320638853,G1,G2,G2,G2,G2,1,,G1,1,,,82,G5,7,G4,3,2,G2,G2,G1,G2,G2,Q1,D01,G1,Q1,D02,Q2,,D03,Q1,4672,4572,72,72,,72,Q1,0,0,0,,4500,Q2,100,0,0,0,0,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4672,447,0,0,23,244,180,424,446,420,248,48,0,30,20,24,50,421,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,,,,,60,5,4
2017,010201241,1387.67390490309,P,G2,1,,4,2792.41568929691,G2,G2,G2,G2,G2,6,1,G4,2,C,5,40,G3,1,G1,2,1,G1,G2,G2,G1,G1,Q4,D08,G4,Q5,D10,Q5,,D10,Q4,92147,25547,25547,25547,,8443,Q5,9090,8014,0,,0,Q5,66600,62500,50000,12500,0,4100,4000,100,100,0,10500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,500,200,200,0,81647,6966,6689,0,277,0,0,0,5754,3150,1200,240,480,60,180,480,510,4362,1212,385,447,300,80,0,,,,,,,,,,,,,,,,,,,,,,1,60,200,300,2,0,,
2017,010201321,2054.54636647245,P,G1,1,,5,4142.8776305414,G2,G2,G2,G2,G2,6,1,G4,2,F,5,44,G3,3,G3,2,1,G1,G3,G2,G1,G1,Q5,D09,G6,Q4,D08,Q4,,D07,Q5,49534,3176,3176,3176,,190,Q4,2986,0,0,,0,Q4,46358,40250,40250,0,0,6108,5800,308,308,0,16682,16682,16682,16682,0,0,0,0,0,0,16682,0,0,0,0,0,0,0,0,0,16682,0,0,0,16682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,318,456,32852,10660,2640,8000,20,0,0,0,8975,3763,960,384,1140,10,252,324,693,5448,1685,406,499,240,84,456,,,,,,,,,,,,,,,,,,,,,,1,70,200,300,3,0,,
2017,010201331,2239.96443487127,P,G1,1,,4,4516.7627763834,G2,G2,G2,G2,G2,6,1,G4,2,J,2,45,G3,1,G1,2,1,G1,G2,G2,G1,G1,Q5,D09,G5,Q5,D10,Q5,,D09,Q5,92186,5536,5536,5536,,1070,Q5,3966,500,0,,0,Q5,86650,86400,43000,41000,2400,250,250,0,0,0,40350,38150,38000,0,38000,0,0,0,0,0,17000,0,0,21000,0,0,0,0,0,0,21000,17000,0,0,38000,0,50,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,50,0,100,0,0,2200,5320,4000,1320,51836,9373,5520,2217,1636,0,0,0,6739,3760,540,360,1500,200,200,240,720,6394,2634,352,542,240,180,1320,,,,,,,,,,,,,,,,,,,,,,1,60,250,300,2,0,,
2017,010201361,2280.73361677297,P,G1,2,,2,4598.97154736675,G2,G2,G2,G2,G1,5,1,G4,2,Q,2,64,G5,3,G3,3,3,G3,G2,G1,G1,G2,Q2,D04,G2,Q4,D08,Q3,,D06,Q2,49704,9564,6564,1564,,800,Q4,764,0,5000,,3000,Q3,40140,35000,0,35000,0,5140,640,4500,2000,2500,30000,3000,3000,0,0,0,0,0,3000,0,0,0,0,3000,0,0,0,0,0,0,0,0,3000,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000,510,150,360,19704,2625,600,1800,0,225,0,225,2075,2030,650,400,0,30,250,240,460,2580,550,57,83,0,50,360,,,,,,,,,,,,,,,,,,,,,,1,70,100,150,3,0,,
2017,010201381,3525.40403857349,P,G1,1,,4,7108.77971330627,G2,G2,G2,G2,G2,6,1,G4,2,M,2,32,G2,4,G3,2,3,G3,G1,G1,G1,G2,Q3,D05,G3,Q2,D04,Q2,,D03,Q3,15304,12104,4104,1804,,100,Q2,1704,0,2300,,8000,Q2,3200,0,0,0,0,3200,2000,1200,200,1000,9010,9010,3000,0,0,3000,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,3000,4090,0,0,0,0,4090,0,0,4090,0,0,0,0,0,0,0,0,0,4090,0,0,1920,0,0,0,1442,1236,206,6294,3648,0,3500,3,145,0,145,3145,2844,850,142,282,200,360,200,810,3347,503,55,242,0,0,206,,,,,,,,,,,,,,,,,,,,,,1,65,150,180,5,0,,
2017,010202191,2272.07350138724,P,G1,1,,4,4643.30492831355,G2,G2,G2,G2,G2,4,1,G3,2,F,7,52,G4,1,G1,2,1,G1,G2,G1,G1,G1,Q4,D07,G4,Q4,D08,Q4,,D07,Q4,43892,3592,3592,3592,,630,Q4,2962,0,0,,0,Q4,40300,40000,40000,0,0,300,300,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,1145,1065,80,33892,5708,4926,0,782,0,0,0,4914,4700,1000,200,1900,120,300,280,900,5494,794,128,436,150,0,80,,,,,,,,,,,,,,,,,,,,,,1,60,200,300,4,0,,
2017,010202301,1985.94785349577,P,G1,2,,1,4004.55257273926,G2,G2,G2,G2,G2,4,1,G3,1,S,7,38,G2,1,G1,1,1,G1,G1,G2,G1,G1,Q3,D05,G3,Q3,D05,Q2,,D04,Q3,17977,1388,1388,1388,,980,Q3,408,0,0,,0,Q2,16589,15000,15000,0,0,1589,1500,89,89,0,6540,6540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6520,0,830,830,0,11437,3777,3753,0,24,0,0,0,3136,1304,360,240,0,30,180,144,350,1945,641,109,290,230,12,0,,,,,,,,,,,,,,,,,,,,,,1,60,250,250,4,0,,
2017,010202311,1521.49370728459,P,G1,2,,3,3068.00681054543,G2,G2,G1,G2,G2,4,1,G3,2,M,3,45,G3,1,G1,4,3,G3,G1,G2,G1,G2,Q1,D02,G1,Q1,D02,Q1,,D02,Q1,4200,4200,2800,2800,,1660,Q1,1140,0,0,,1400,Q2,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,100,0,4100,997,770,0,76,151,0,151,633,1552,240,216,360,24,156,240,316,1916,364,12,108,240,4,0,,,,,,,,,,,,,,,,,,,,,,1,60,150,200,5,0,,
2017,010203141,1686.66189173958,P,G1,1,,4,3446.93315138411,G2,G2,G2,G2,G2,4,1,G3,2,G,5,51,G4,1,G1,2,2,G2,G2,G2,G1,G2,Q4,D07,G4,Q3,D06,Q3,,D06,Q4,26385,24485,7485,7485,,3353,Q3,4032,100,0,,17000,Q3,1900,0,0,0,0,1900,1900,0,0,0,4870,4870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,0,0,250,0,620,250,0,0,0,620,0,0,0,0,0,870,0,0,0,0,4000,0,2522,2500,22,21515,5583,5413,0,10,0,160,160,4956,3606,960,254,620,20,516,636,600,4233,627,91,514,0,0,22,,,,,,,,,,,,,,,,,,,,,,1,65,150,200,3,0,,
