"조사연도","MD제공용_가구고유번호","조사부문코드","가중값","가중값(금융부문)","가중값(복지부문)","수도권여부","가구주_성별코드","가구원수","노인가구여부","조손가구여부","한부모가구여부","다문화가구여부(2012년~)","장애인가구여부(2012년~)","가구주_교육정도_학력코드","가구주_교육정도_수학구분코드","가구주_교육정도_통합코드","가구주_동거여부","가구주_산업대분류코드","가구주_직업대분류코드","가구주_만연령","가구주연령_10세단위코드","가구주_종사상지위코드","가구주종사상지위코드(보도용)","가구주_혼인상태코드","입주형태코드","입주형태통합코드","과거기준입주형태통합코드","전용면적규모코드","주택종류통합코드","부채보유여부","소득5분위코드","소득5분위코드(금융부문)","소득5분위코드(복지부문)","소득10분위코드","소득계층구간코드(보도용)","자산총액5분위코드","자산총액5분위코드(금융부문)","자산총액5분위코드(복지부문)","자산총액10분위코드","순자산5분위코드","순자산5분위코드(금융부문)","순자산5분위코드(복지부문)","순자산10분위코드","자산","자산_금융자산","자산_금융자산_저축금액","자산_금융자산_저축_적립예치식저축금액","자산_금융자산_저축_적립예치식저축_수시적립예치식저축금액","자산_금융자산_저축_적립예치식저축_저축성보장성보험금액","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_저축_기타저축금액","자산_금융자산_현거주지전월세보증금","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","자산_실물자산_부동산_계약금중도금납입금액","자산_실물자산_기타실물자산","자산_실물자산_기타실물자산_자동차금액","자산_실물자산_기타실물자산_기타금액","자산_실물자산_기타실물자산_기타_자동차이외기타실물자산","자산_실물자산_기타실물자산_기타_권리금","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_담보대출_대출용도_전월세보증금마련금액","부채_금융부채_담보대출_대출용도_부채상환금액","부채_금융부채_담보대출_대출용도_사업자금마련금액","부채_금융부채_담보대출_대출용도_생활비마련금액","부채_금융부채_담보대출_대출용도_기타용도금액","부채_금융부채_담보대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_담보대출_대출기관_저축은행금액","부채_금융부채_담보대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_담보대출_대출기관_보험회사금액","부채_금융부채_담보대출_대출기관_기타기관금액","부채_금융부채_담보대출_상환방법_만기일시금액","부채_금융부채_담보대출_상환방법_원금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_담보대출_상환방법_기타상환방법금액","부채_금융부채_담보대출_담보형태_거주주택금액","부채_금융부채_담보대출_담보형태_거주주택이외부동산금액","부채_금융부채_담보대출_담보형태_예적금보험펀드채권금액","부채_금융부채_담보대출_담보형태_기타금액","부채_금융부채_담보대출_부동산담보대출금액","부채_금융부채_담보대출_부동산이외담보대출금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출용도_거주주택구입금액","부채_금융부채_신용대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출_대출용도_전월세보증금마련금액","부채_금융부채_신용대출_대출용도_부채상환금액","부채_금융부채_신용대출_대출용도_사업자금마련금액","부채_금융부채_신용대출_대출용도_생활비마련금액","부채_금융부채_신용대출_대출용도_기타용도금액","부채_금융부채_신용대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_신용대출_대출기관_저축은행금액","부채_금융부채_신용대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_신용대출_대출기관_보험회사금액","부채_금융부채_신용대출_대출기관_기타기관금액","부채_금융부채_신용대출_상환방법_만기일시금액","부채_금융부채_신용대출_상환방법_원금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_신용대출_상환방법_기타상환방법금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","부채_금융부채_외상할부미상환금액","부채_금융부채_계탄후불입금액","부채_임대보증금","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","경상소득(조사)","경상소득_근로소득(조사)","경상소득_사업소득(조사)","경상소득_재산소득(조사)","경상소득_공적이전소득(조사)","경상소득_사적이전소득(조사)[가구간이전소득+비영리단체이전소득]","경상소득_이전소득(조사)[공적이전소득+사적이전소득]","처분가능소득(조사)[경상소득-비소비지출]","지출(조사)[비소비지출(조사)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)","지출_비소비지출(조사)","지출_비소비지출_세금(조사)","지출_비소비지출_공적연금사회보험료(조사)","지출_비소비지출_가구간이전지출(조사)","지출_비소비지출_비영리단체이전지출(조사)","지출_비소비지출_연간지급이자(조사)","지출_소비지출비","지출_소비지출_식료품(외식비포함)","지출_소비지출_주거비","지출_소비지출_교육비(보육료포함)","지출_소비지출_의료비","지출_소비지출_교통비","지출_소비지출_통신비","지출_소비지출_경조비및기타소비지출(2016년까지)","지출_소비지출_경조비(2016년까지)","지출_소비지출_기타소비지출비","분배6차_균등화처분가능소득(조사)","여유자금운용계획코드","금융자산투자주목적코드","금융자산투자운용방법코드","금융자산투자고려사항코드","거주지주택가격전망코드","여유자금부동산투자여부","부동산투자주목적코드","투자선호부동산코드","부동산투자기피사유코드","1년후금융부채규모전망코드","부채증가원인코드","부채상환방법코드","1년전대비부채증감코드","원리금연체여부","원리금연체사유코드","원리금상환_생계부담정도코드","30일이상원리금연체여부","원리금상환_생계부담_소득대비상환액비중","원리금상환_가계지출감소여부","원리금상환_가계지출감소항목코드","부채상환가능시기코드","가구주_은퇴여부","가구주_미은퇴_은퇴연령","가구주_미은퇴_최소생활비","가구주_미은퇴_적정생활비","가구주_미은퇴_노후준비상황코드","가구주_은퇴_은퇴연령","가구주_은퇴_적정생활비충당여부","가구주은퇴_생활비재원마련코드(2014년~)","1년후소득변화코드(2011~2016년)","1년후지출변화코드(2012~2016년)"
2016,010200111,F,1617.97881640341,3233.55203587459,,G1,1,4,G2,G2,G2,G2,G2,4,1,G3,2,G,5,49,G3,3,G3,2,1,G1,G1,G2,G3,G1,Q5,Q5,,D09,G5,Q5,Q5,,D09,Q5,Q5,,D09,76202,9102,9102,9102,1500,7602,0,0,0,67100,62000,50000,12000,0,5100,5000,100,100,0,22200,16200,15000,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,15000,0,0,15000,0,0,0,15000,0,1200,0,0,0,0,1200,0,0,0,0,1200,0,0,0,0,0,0,1200,1200,0,0,0,0,6000,13232,12800,432,54002,9000,4000,5000,0,0,0,0,5860,3140,3140,630,698,1200,180,432,0,0,0,0,0,0,0,0,0,0,3997,1,2,1,2,3,1,3,4,,1,,1,1,2,,1,,30,,,1,,,0,0,,,,,,
2016,010200121,F,1909.51998995503,3816.20092207858,,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,R,2,45,G3,1,G1,1,1,G1,G1,G4,G1,G1,Q3,Q3,,D05,G3,Q5,Q5,,D10,Q5,Q5,,D10,116466,16412,16412,3412,1900,1512,0,13000,0,100054,100000,100000,0,0,54,0,54,54,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,20,20,0,71466,3216,3000,0,0,216,0,216,2766,450,450,199,251,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,1,2,1,2,2,1,3,3,,2,,,,,,,,,,,,,,0,0,,,,,,
2016,010200151,P,1866.50493151871,,3735.78909859489,G1,2,3,G2,G2,G2,G2,G2,6,1,G4,2,P,3,53,G4,1,G1,2,1,G1,G1,G3,G2,G1,Q5,,Q5,D10,G6,Q5,,Q5,D10,Q5,,Q5,D10,125360,69560,69560,64560,43220,11340,10000,5000,0,55800,53000,53000,0,0,2800,2800,0,0,0,8000,8000,8000,8000,0,0,0,0,0,0,,,,,,0,0,0,0,0,8000,0,0,0,8000,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,1190,1000,190,117360,12600,12600,0,0,0,0,0,10704,5326,1896,981,725,0,0,190,3430,800,390,0,200,430,310,1300,300,1000,6394,,,,,,,,,,,,,,,,,,,,,,1,60,300,300,3,0,,,3,2
2016,010200161,P,1355.02749017567,,2736.04235375925,G1,1,5,G2,G2,G2,G2,G2,5,1,G4,2,I,1,46,G3,3,G3,2,1,G1,G1,G2,G2,G1,Q3,,Q3,D06,G3,Q5,,Q5,D09,Q5,,Q5,D09,79406,14556,14556,6656,5680,976,0,7900,0,64850,58000,43000,15000,0,6850,600,6250,2250,4000,25500,25500,23500,23500,0,0,0,0,0,0,,,,,,0,0,0,0,0,23500,0,0,0,23500,0,2000,0,0,0,0,0,2000,0,,,,,,0,0,0,0,0,,,0,0,0,0,2367,1500,867,53906,4560,0,4200,0,360,0,360,2971,4765,1589,86,636,0,0,867,3176,1200,240,960,36,120,240,380,20,360,1750,,,,,,,,,,,,,,,,,,,,,,1,70,250,300,4,0,,,3,3
2016,010200171,P,1740.44309169636,,3483.47771221459,G1,1,2,G2,G2,G2,G2,G2,6,1,G4,2,K,2,36,G2,1,G1,2,1,G1,G1,G2,G2,G1,Q5,,Q5,D10,G6,Q4,,Q4,D08,Q3,,Q3,D06,45600,200,200,200,200,0,0,0,0,45400,45000,45000,0,0,400,0,400,400,0,27800,27800,23800,23800,0,0,0,0,0,0,,,,,,0,0,0,0,0,23800,0,0,0,23800,0,4000,3500,0,0,0,0,500,0,,,,,,0,0,0,0,0,,,0,0,0,0,23090,22000,1090,17800,12420,12420,0,0,0,0,0,9661,5664,2759,515,818,200,136,1090,2905,1060,190,0,35,700,120,800,200,600,7876,,,,,,,,,,,,,,,,,,,,,,1,60,200,300,5,0,,,3,3
2016,010200191,P,1135.77096693035,,2273.23310274171,G1,2,1,G1,G2,G2,G2,G2,1,,G1,1,O,9,80,G5,2,G2,3,3,G3,G2,G1,G1,G2,Q1,,Q1,D01,G1,Q2,,Q2,D03,Q2,,Q2,D03,5355,5355,355,355,355,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,5355,612,160,0,0,252,200,452,603,601,9,1,0,0,8,0,592,225,189,0,92,10,36,40,10,30,612,,,,,,,,,,,,,,,,,,,,,,1,85,60,120,4,0,,,1,3
2016,010200211,P,785.037696200062,,1558.59548754258,G2,1,4,G2,G2,G2,G2,G2,5,1,G4,2,G,5,57,G4,4,G3,2,1,G1,G1,G2,G3,G1,Q5,,Q5,D10,G6,Q5,,Q5,D10,Q5,,Q5,D10,156100,44100,44100,40600,35140,5460,0,3500,0,112000,102000,22000,80000,0,10000,0,10000,5000,5000,15000,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,15000,3070,3000,70,141100,10800,0,7200,3600,0,0,0,9663,6333,1137,161,756,0,150,70,5196,720,230,3400,100,36,480,230,30,200,5002,,,,,,,,,,,,,,,,,,,,,,1,70,300,300,2,0,,,1,1
2016,010200231,P,1194.98431085761,,2372.49391156905,G2,2,2,G2,G2,G2,G2,G2,3,1,G2,2,,,69,G5,7,G4,3,4,G3,G3,G1,G1,G2,Q2,,Q2,D04,G2,Q1,,Q1,D01,Q1,,Q1,D01,218,218,218,218,62,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,218,2966,2160,0,0,566,240,806,2863,1225,103,1,82,10,10,0,1122,850,160,0,12,15,41,44,20,24,2039,,,,,,,,,,,,,,,,,,,,,,2,,,,,65,4,1,2,2
2016,010200241,P,1179.11285820823,,2340.98310055983,G2,1,5,G2,G2,G2,G2,G1,4,1,G3,2,C,7,54,G4,3,G3,2,1,G1,G1,G2,G2,G1,Q5,,Q5,D09,G5,Q3,,Q3,D05,Q2,,Q2,D04,20362,5142,5142,5142,630,4512,0,0,0,15220,15000,15000,0,0,220,220,0,0,0,9000,9000,9000,7500,0,0,0,0,0,1500,,,,,,0,0,0,0,0,9000,0,0,0,9000,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,410,50,360,11362,7880,2880,5000,0,0,0,0,7122,4468,758,87,301,0,10,360,3710,840,180,1150,240,600,360,340,100,240,3373,,,,,,,,,,,,,,,,,,,,,,1,70,200,300,4,0,,,1,2
2016,010200251,P,1015.56118236216,,2016.27142723818,G2,1,2,G2,G2,G2,G2,G2,3,1,G2,2,,,65,G5,7,G4,3,5,G4,G4,G2,G2,G2,Q5,,Q5,D09,G5,Q5,,Q5,D09,Q5,,Q5,D10,74310,630,630,630,270,360,0,0,0,73680,73500,0,73500,0,180,0,180,180,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,6400,6000,400,74310,7550,0,7000,0,550,0,550,6741,2344,809,119,230,0,60,400,1535,450,650,0,15,70,120,230,50,180,5162,,,,,,,,,,,,,,,,,,,,,,2,,,,,60,2,3,2,3
2016,010200261,P,1040.12161829231,,2065.03314250115,G2,1,2,G1,G2,G2,G2,G1,4,1,G3,2,,,77,G5,7,G4,2,5,G4,G4,G2,G1,G1,Q1,,Q1,D02,G1,Q1,,Q1,D01,Q1,,Q1,D01,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,4200,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,4200,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,-4170,856,120,0,0,436,300,736,855,541,1,1,0,0,0,0,540,300,120,0,36,10,24,50,20,30,605,,,,,,,,,,,,,,,,,,,,,,2,,,,,70,5,5,1,2
2016,010200281,P,1061.40564625777,,2107.28995399476,G2,1,2,G2,G2,G2,G2,G1,4,1,G3,2,R,5,63,G5,3,G3,2,1,G1,G1,G2,G2,G1,Q3,,Q3,D05,G3,Q3,,Q3,D06,Q4,,Q4,D07,28390,7640,7640,4640,3860,780,0,3000,0,20750,15000,15000,0,0,5750,50,5700,2700,3000,20,20,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,20,0,0,50,50,0,28370,3492,0,3000,0,492,0,492,3302,1934,190,57,113,0,20,0,1744,720,192,0,120,240,132,340,100,240,2382,,,,,,,,,,,,,,,,,,,,,,1,70,100,200,4,0,,,3,2
2016,010200311,P,1401.05027620841,,2874.88364755701,G1,2,1,G1,G2,G2,G2,G2,1,,G1,1,N,9,71,G5,2,G2,3,1,G1,G1,G2,G1,G2,Q1,,Q1,D02,G2,Q3,,Q3,D05,Q3,,Q3,D06,18000,500,500,500,500,0,0,0,0,17500,17500,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,18000,1104,600,0,0,504,0,504,1063,1085,41,41,0,0,0,0,1044,360,60,0,120,120,24,360,0,360,1104,,,,,,,,,,,,,,,,,,,,,,1,80,100,150,4,0,,,2,2
2016,010200371,P,1992.65604892358,,4023.52822054013,G1,1,4,G2,G2,G2,G2,G2,5,1,G4,2,G,7,53,G4,3,G3,2,1,G1,G1,G2,G2,G1,Q5,,Q5,D10,G6,Q4,,Q4,D08,Q4,,Q4,D08,47662,9982,9982,9482,810,8672,0,500,0,37680,35500,23000,12500,0,2180,1180,1000,1000,0,6000,6000,4000,0,0,0,0,4000,0,0,,,,,,0,0,0,0,0,4000,0,0,0,4000,0,2000,0,0,0,0,0,2000,0,,,,,,0,0,0,0,0,,,0,0,0,0,420,84,336,41662,13100,0,13000,100,0,0,0,10793,7951,2307,831,900,0,240,336,5644,1300,300,1700,20,900,324,1100,100,1000,5740,,,,,,,,,,,,,,,,,,,,,,1,70,200,300,3,0,,,3,3
2016,010201181,P,1706.08519427917,,3414.71075829213,G1,2,1,G1,G2,G2,G2,G2,3,1,G2,1,,,67,G5,7,G4,3,1,G1,G1,G2,G3,G2,Q1,,Q1,D02,G1,Q3,,Q3,D05,Q3,,Q3,D05,16590,3590,3590,3590,3080,510,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,40,40,0,16590,962,0,0,60,542,360,902,949,883,13,13,0,0,0,0,870,240,180,0,180,60,60,150,50,100,962,,,,,,,,,,,,,,,,,,,,,,2,,,,,64,3,2,2,2
2016,010201191,P,567.383687460775,,1135.61221218519,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,K,3,52,G4,1,G1,2,1,G1,G1,G3,G2,G1,Q5,,Q5,D10,G6,Q5,,Q5,D10,Q5,,Q5,D10,241280,31280,31280,1280,380,900,0,30000,0,210000,208000,71000,92000,45000,2000,1000,1000,0,1000,86300,21300,18000,16000,0,0,0,0,0,2000,,,,,,0,0,0,0,0,16000,0,2000,0,16000,2000,3000,0,0,0,0,0,1000,2000,,,,,,0,0,0,0,0,,,0,300,0,65000,5760,5000,760,154980,14000,11000,3000,0,0,0,0,10063,11917,3937,1725,652,500,300,760,7980,600,400,4600,600,450,250,1080,280,800,5924,,,,,,,,,,,,,,,,,,,,,,1,58,300,500,3,0,,,2,2
2016,010201211,P,1076.4077761265,,2137.07483188038,G2,2,1,G1,G2,G2,G2,G2,1,,G1,1,,,83,G5,7,G4,3,2,G2,G2,G2,G1,G2,Q1,,Q1,D01,G1,Q1,,Q1,D02,Q2,,Q2,D03,4700,4600,100,100,100,0,0,0,4500,100,0,0,0,0,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,4700,602,0,0,0,242,360,602,601,427,1,1,0,0,0,0,426,240,60,0,20,20,36,50,0,50,602,,,,,,,,,,,,,,,,,,,,,,2,,,,,70,4,1,2,2
2016,010201241,P,1291.74734962779,,2564.60498638512,G2,1,4,G2,G2,G2,G2,G2,6,1,G4,2,C,5,39,G2,1,G1,2,1,G1,G1,G2,G2,G1,Q4,,Q4,D07,G4,Q5,,Q5,D09,Q5,,Q5,D10,79510,14110,14110,14110,9250,4860,0,0,0,65400,65000,40000,25000,0,400,300,100,100,0,10700,10200,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,200,0,500,620,120,500,68810,5240,5000,0,240,0,0,0,3807,4373,1433,178,435,200,120,500,2940,1200,240,600,90,200,150,460,100,360,2349,,,,,,,,,,,,,,,,,,,,,,1,60,200,300,2,0,,,3,3
2016,010201291,P,870.299314297178,,1727.87191066211,G2,2,1,G1,G2,G2,G2,G2,1,,G1,1,,,67,G5,7,G4,3,2,G2,G2,G1,G2,G2,Q1,,Q1,D01,G1,Q2,,Q3,D04,Q3,,Q3,D05,15850,3850,350,350,20,330,0,0,3500,12000,12000,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,15850,842,0,0,0,842,0,842,832,738,10,10,0,0,0,0,728,200,144,0,110,18,36,220,90,130,842,,,,,,,,,,,,,,,,,,,,,,2,,,,,65,4,2,2,3
2016,010201321,P,1941.30365766873,,3919.83857700245,G1,1,5,G2,G2,G2,G2,G2,6,1,G4,2,F,1,43,G3,3,G3,2,1,G1,G1,G4,G2,G1,Q5,,Q5,D09,G5,Q4,,Q4,D08,Q4,,Q4,D08,49190,7970,7970,7970,3800,3570,600,0,0,41220,35000,35000,0,0,6220,6000,220,220,0,17000,17000,17000,17000,0,0,0,0,0,0,,,,,,0,0,0,0,0,17000,0,0,0,17000,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,1600,1000,600,32190,8000,0,8000,0,0,0,0,6604,6206,1396,356,420,0,20,600,4810,1800,384,1860,50,84,332,300,100,200,3299,,,,,,,,,,,,,,,,,,,,,,1,65,200,250,4,0,,,3,3
2016,010201331,P,2116.50159881428,,4273.59449025222,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,J,2,44,G3,1,G1,2,1,G1,G1,G2,G2,G1,Q5,,Q5,D09,G5,Q5,,Q5,D09,Q5,,Q5,D09,77595,4545,4545,4545,455,3490,600,0,0,73050,72600,40000,27000,5600,450,450,0,0,0,30800,29600,25600,10000,15600,0,0,0,0,0,,,,,,0,0,0,0,0,10000,15600,0,0,25600,0,4000,0,4000,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,1200,3760,2700,1060,46795,8620,5500,1800,1320,0,0,0,6129,5171,2491,478,513,240,200,1060,2680,480,360,900,200,200,200,340,100,240,3912,,,,,,,,,,,,,,,,,,,,,,1,60,250,350,3,0,,,3,3
2016,010201351,P,1874.54391205732,,3751.87902975596,G1,2,1,G2,G2,G2,G2,G2,6,1,G4,1,P,3,45,G3,1,G1,1,4,G3,G3,G1,G3,G2,Q4,,Q4,D07,G4,Q2,,Q2,D04,Q3,,Q3,D05,13122,11822,11822,6822,1960,4862,0,5000,0,1300,0,0,0,0,1300,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,3130,3000,130,13122,5500,5500,0,0,0,0,0,4422,4120,1078,404,444,0,100,130,3042,960,900,0,12,240,160,770,50,720,4696,,,,,,,,,,,,,,,,,,,,,,1,65,150,300,4,0,,,2,2
2016,010201361,P,2269.44284536194,,4582.41016463894,G1,2,2,G2,G2,G2,G2,G2,5,1,G4,2,Q,2,63,G5,3,G3,3,3,G3,G2,G2,G1,G1,Q2,,Q2,D04,G2,Q5,,Q5,D09,Q4,,Q4,D07,55985,15285,12285,7285,975,6310,0,5000,3000,40700,35000,0,35000,0,5700,700,5000,2500,2500,27150,150,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,150,0,27000,8250,7820,430,28835,2440,400,1800,0,240,0,240,1750,2536,690,68,72,0,120,430,1846,600,504,0,12,240,240,250,50,200,1667,,,,,,,,,,,,,,,,,,,,,,1,75,100,200,3,0,,,2,1
2016,010201381,P,3507.95200586337,,7083.1812140967,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,M,2,31,G2,4,G3,2,2,G2,G2,G1,G1,G1,Q2,,Q2,D04,G2,Q2,,Q2,D04,Q1,,Q1,D02,13500,11000,3000,2000,764,1236,0,1000,8000,2500,0,0,0,0,2500,2200,300,0,300,9830,9830,3000,0,0,3000,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,3000,0,3000,4750,0,0,0,0,4750,0,0,,,,,,0,0,0,0,0,,,0,2080,0,0,845,689,156,3670,2680,0,2500,0,180,0,180,2308,2692,372,45,171,0,0,156,2320,840,158,192,100,360,150,520,100,420,1255,,,,,,,,,,,,,,,,,,,,,,1,70,150,250,5,0,,,2,3
2016,010202121,P,1005.42832972507,,2012.35374746597,G1,1,3,G2,G2,G2,G2,G2,6,1,G4,2,F,7,41,G3,1,G1,1,1,G1,G1,G1,G3,G1,Q3,,Q3,D05,G3,Q2,,Q2,D04,Q2,,Q2,D04,11050,850,850,850,850,0,0,0,0,10200,10000,10000,0,0,200,200,0,0,0,2500,2500,2500,2500,0,0,0,0,0,0,,,,,,0,0,0,0,0,2500,0,0,0,2500,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,264,134,130,8550,3216,3042,0,0,174,0,174,2854,2268,362,76,156,0,0,130,1906,900,120,0,350,200,96,240,40,200,1756,,,,,,,,,,,,,,,,,,,,,,1,55,200,250,5,0,,,3,3
2016,010202131,P,1624.22047817277,,3250.85942909099,G1,2,2,G2,G2,G2,G2,G2,4,1,G3,2,G,5,48,G3,1,G1,4,1,G1,G1,G2,G3,G1,Q2,,Q2,D04,G2,Q2,,Q2,D04,Q2,,Q2,D04,11193,2193,2193,2193,285,1908,0,0,0,9000,9000,9000,0,0,0,0,0,0,0,2600,2600,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,2500,0,,,,,,0,0,0,0,0,,,100,0,0,0,945,800,145,8593,2700,2700,0,0,0,0,0,2352,1968,348,24,179,0,0,145,1620,840,180,0,10,120,120,350,30,320,1773,,,,,,,,,,,,,,,,,,,,,,1,65,150,200,4,0,,,1,3
2016,010202141,P,2011.62557996261,,4026.24648088351,G1,2,1,G2,G2,G2,G2,G2,5,1,G4,1,J,2,29,G1,4,G3,1,3,G3,G2,G1,G4,G1,Q2,,Q2,D04,G3,Q1,,Q1,D02,Q1,,Q1,D02,2000,2000,1500,1500,380,1120,0,0,500,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,20,0,0,210,200,10,1980,3000,0,3000,0,0,0,0,2699,2301,301,191,100,0,0,10,2000,430,200,0,50,120,84,1116,100,1016,2710,,,,,,,,,,,,,,,,,,,,,,1,50,50,100,4,0,,,2,3
2016,010202161,P,1424.42773728817,,2850.97645489076,G1,2,2,G1,G2,G2,G2,G2,2,1,G1,2,,,67,G5,7,G4,2,1,G1,G1,G2,G3,G2,Q1,,Q1,D02,G1,Q3,,Q3,D06,Q4,,Q4,D07,25650,850,850,850,250,600,0,0,0,24800,24800,24800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,25650,902,0,0,136,624,142,766,807,1654,95,35,0,0,60,0,1559,480,240,0,650,36,0,153,30,123,638,,,,,,,,,,,,,,,,,,,,,,2,,,,,66,3,2,1,2
2016,010202171,P,2153.31506331042,,4309.83642395729,G1,1,7,G2,G2,G2,G2,G1,4,1,G3,2,,,55,G4,7,G4,2,3,G3,G2,G1,G1,G1,Q3,,Q3,D06,G3,Q2,,Q2,D03,Q2,,Q2,D03,7917,7917,1917,1917,100,1817,0,0,6000,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,2000,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,5917,4788,3936,0,0,852,0,852,4651,2713,137,41,96,0,0,0,2576,750,276,500,200,230,310,310,100,210,1758,,,,,,,,,,,,,,,,,,,,,,2,,,,,51,3,1,1,3
