"조사연도","MD제공용_가구고유번호","조사부문코드","가중값","가중값(금융부문)","가중값(복지부문)","수도권여부","가구주_성별코드","가구원수","노인가구여부","조손가구여부","한부모가구여부","다문화가구여부(2012년~)","장애인가구여부(2012년~)","가구주_교육정도_학력코드","가구주_교육정도_수학구분코드","가구주_교육정도_통합코드","가구주_동거여부","가구주_산업대분류코드","가구주_직업대분류코드","가구주_만연령","가구주연령_10세단위코드","가구주_종사상지위코드","가구주종사상지위코드(보도용)","가구주_혼인상태코드","입주형태코드","입주형태통합코드","과거기준입주형태통합코드","전용면적규모코드","주택종류통합코드","부채보유여부","소득5분위코드","소득5분위코드(금융부문)","소득5분위코드(복지부문)","소득10분위코드","소득계층구간코드(보도용)","자산총액5분위코드","자산총액5분위코드(금융부문)","자산총액5분위코드(복지부문)","자산총액10분위코드","순자산5분위코드","순자산5분위코드(금융부문)","순자산5분위코드(복지부문)","순자산10분위코드","자산","자산_금융자산","자산_금융자산_저축금액","자산_금융자산_저축_적립예치식저축금액","자산_금융자산_저축_적립예치식저축_수시적립예치식저축금액","자산_금융자산_저축_적립예치식저축_저축성보장성보험금액","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_저축_기타저축금액","자산_금융자산_현거주지전월세보증금","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","자산_실물자산_부동산_계약금중도금납입금액","자산_실물자산_기타실물자산","자산_실물자산_기타실물자산_자동차금액","자산_실물자산_기타실물자산_기타금액","자산_실물자산_기타실물자산_기타_자동차이외기타실물자산","자산_실물자산_기타실물자산_기타_권리금","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_담보대출_대출용도_전월세보증금마련금액","부채_금융부채_담보대출_대출용도_부채상환금액","부채_금융부채_담보대출_대출용도_사업자금마련금액","부채_금융부채_담보대출_대출용도_생활비마련금액","부채_금융부채_담보대출_대출용도_기타용도금액","부채_금융부채_담보대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_담보대출_대출기관_저축은행금액","부채_금융부채_담보대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_담보대출_대출기관_보험회사금액","부채_금융부채_담보대출_대출기관_기타기관금액","부채_금융부채_담보대출_상환방법_만기일시금액","부채_금융부채_담보대출_상환방법_원금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_담보대출_상환방법_기타상환방법금액","부채_금융부채_담보대출_담보형태_거주주택금액","부채_금융부채_담보대출_담보형태_거주주택이외부동산금액","부채_금융부채_담보대출_담보형태_예적금보험펀드채권금액","부채_금융부채_담보대출_담보형태_기타금액","부채_금융부채_담보대출_부동산담보대출금액","부채_금융부채_담보대출_부동산이외담보대출금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출용도_거주주택구입금액","부채_금융부채_신용대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출_대출용도_전월세보증금마련금액","부채_금융부채_신용대출_대출용도_부채상환금액","부채_금융부채_신용대출_대출용도_사업자금마련금액","부채_금융부채_신용대출_대출용도_생활비마련금액","부채_금융부채_신용대출_대출용도_기타용도금액","부채_금융부채_신용대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_신용대출_대출기관_저축은행금액","부채_금융부채_신용대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_신용대출_대출기관_보험회사금액","부채_금융부채_신용대출_대출기관_기타기관금액","부채_금융부채_신용대출_상환방법_만기일시금액","부채_금융부채_신용대출_상환방법_원금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_신용대출_상환방법_기타상환방법금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","부채_금융부채_외상할부미상환금액","부채_금융부채_계탄후불입금액","부채_임대보증금","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","경상소득(조사)","경상소득_근로소득(조사)","경상소득_사업소득(조사)","경상소득_재산소득(조사)","경상소득_공적이전소득(조사)","경상소득_사적이전소득(조사)[가구간이전소득+비영리단체이전소득]","경상소득_이전소득(조사)[공적이전소득+사적이전소득]","처분가능소득(조사)[경상소득-비소비지출]","지출(조사)[비소비지출(조사)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)","지출_비소비지출(조사)","지출_비소비지출_세금(조사)","지출_비소비지출_공적연금사회보험료(조사)","지출_비소비지출_가구간이전지출(조사)","지출_비소비지출_비영리단체이전지출(조사)","지출_비소비지출_연간지급이자(조사)","지출_소비지출비","지출_소비지출_식료품(외식비포함)","지출_소비지출_주거비","지출_소비지출_교육비(보육료포함)","지출_소비지출_의료비","지출_소비지출_교통비","지출_소비지출_통신비","지출_소비지출_경조비및기타소비지출(2016년까지)","지출_소비지출_경조비(2016년까지)","지출_소비지출_기타소비지출비","분배6차_균등화처분가능소득(조사)","여유자금운용계획코드","금융자산투자주목적코드","금융자산투자운용방법코드","금융자산투자고려사항코드","거주지주택가격전망코드","여유자금부동산투자여부","부동산투자주목적코드","투자선호부동산코드","부동산투자기피사유코드","1년후금융부채규모전망코드","부채증가원인코드","부채상환방법코드","1년전대비부채증감코드","원리금연체여부","원리금연체사유코드","원리금상환_생계부담정도코드","30일이상원리금연체여부","원리금상환_생계부담_소득대비상환액비중","원리금상환_가계지출감소여부","원리금상환_가계지출감소항목코드","부채상환가능시기코드","가구주_은퇴여부","가구주_미은퇴_은퇴연령","가구주_미은퇴_최소생활비","가구주_미은퇴_적정생활비","가구주_미은퇴_노후준비상황코드","가구주_은퇴_은퇴연령","가구주_은퇴_적정생활비충당여부","가구주은퇴_생활비재원마련코드(2014년~)","1년후소득변화코드(2011~2016년)","1년후지출변화코드(2012~2016년)"
2016,212200191,P,756.752457085753,,1551.78577401868,G2,1,2,G1,G2,G2,G2,G2,3,1,G2,2,O,9,74,G5,2,G2,2,5,G4,G4,G4,G2,G1,Q1,,Q1,D02,G2,Q1,,Q1,D01,Q1,,Q1,D01,114,114,114,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,16,0,0,60,60,0,98,1104,168,0,0,576,360,936,1103,501,1,1,0,0,0,0,500,220,10,0,120,60,50,40,10,30,781,,,,,,,,,,,,,,,,,,,,,,1,80,70,100,5,0,,,2,2
2016,212200211,P,1297.20610245668,,2575.44266662377,G2,1,3,G2,G2,G2,G2,G2,4,1,G3,2,H,9,36,G2,6,G3,2,3,G3,G3,G2,G3,G1,Q2,,Q2,D04,G2,Q2,,Q2,D03,Q2,,Q2,D03,5398,5048,4048,4048,512,3536,0,0,1000,350,0,0,0,0,350,300,50,50,0,20,20,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,20,0,0,250,250,0,5378,2520,120,2400,0,0,0,0,2389,1896,131,24,67,20,20,0,1765,660,354,156,24,137,276,158,10,148,1416,,,,,,,,,,,,,,,,,,,,,,1,70,150,250,3,0,,,3,3
2016,212200231,P,1186.34457871173,,2355.340789367,G2,1,5,G2,G2,G2,G2,G2,4,1,G3,2,S,3,38,G2,3,G3,2,1,G1,G1,G3,G2,G1,Q5,,Q5,D10,G6,Q5,,Q5,D10,Q5,,Q5,D10,172107,24742,24742,24742,21804,2938,0,0,0,147365,103000,35000,68000,0,44365,6008,38357,38357,0,45000,43000,38000,0,0,0,0,38000,0,0,,,,,,0,0,0,0,0,0,23000,0,15000,23000,15000,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,5000,0,2000,1260,500,760,127107,10260,0,8400,1680,180,0,180,7273,9727,2987,1111,276,600,240,760,6740,1200,560,1000,60,850,450,2620,720,1900,4089,,,,,,,,,,,,,,,,,,,,,,1,65,500,800,3,0,,,3,3
2016,212200271,P,995.826406292182,,1977.09046423574,G2,1,5,G2,G2,G2,G2,G2,4,1,G3,2,F,9,54,G4,2,G2,2,3,G3,G2,G1,G1,G1,Q3,,Q3,D06,G3,Q1,,Q1,D01,Q1,,Q1,D01,1147,1036,36,36,36,0,0,0,1000,111,0,0,0,0,111,100,11,11,0,4300,4300,1000,0,0,0,0,1000,0,0,,,,,,0,0,0,0,0,0,0,0,1000,0,1000,3300,0,0,0,0,3000,0,300,,,,,,0,0,0,0,0,,,0,0,0,0,700,700,0,-3153,4680,4680,0,0,0,0,0,4239,3828,441,63,198,60,120,0,3387,765,372,20,216,740,504,770,50,720,1987,,,,,,,,,,,,,,,,,,,,,,1,65,80,100,5,0,,,3,3
2016,212200301,P,2281.83019309339,,4607.42243065547,G1,1,3,G2,G2,G2,G2,G2,2,1,G1,2,H,8,63,G5,4,G3,2,1,G1,G1,G3,G2,G1,Q2,,Q2,D04,G2,Q5,,Q5,D09,Q5,,Q5,D09,56774,14074,14074,14074,10390,3684,0,0,0,42700,39000,39000,0,0,3700,1700,2000,0,2000,60,60,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,60,0,0,0,302,300,2,56714,2924,1200,1200,20,504,0,504,2128,2834,796,133,553,0,108,2,2038,480,336,0,200,300,312,410,200,210,1357,,,,,,,,,,,,,,,,,,,,,,1,70,150,230,3,0,,,1,3
2016,212200321,P,1910.53977264472,,3857.72080226935,G1,1,4,G2,G2,G2,G2,G2,7,1,G4,2,M,2,41,G3,1,G1,2,2,G2,G2,G4,G2,G1,Q5,,Q5,D10,G6,Q5,,Q5,D10,Q5,,Q5,D09,82777,47677,13677,13677,4555,9122,0,0,34000,35100,30000,0,30000,0,5100,4800,300,300,0,32000,5000,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,5000,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,27000,150,0,150,50777,15244,15000,0,4,240,0,240,12099,9115,3145,1791,754,250,200,150,5970,1500,360,400,300,1300,210,1900,200,1700,6445,,,,,,,,,,,,,,,,,,,,,,1,65,400,500,4,0,,,1,3
2016,212200341,P,1429.03589432364,,2885.47853107012,G1,1,5,G2,G2,G2,G2,G2,4,1,G3,2,O,A,39,G2,1,G1,2,2,G2,G2,G2,G2,G1,Q4,,Q4,D08,G4,Q1,,Q1,D02,Q1,,Q1,D02,2537,2066,1316,1166,1166,0,0,150,750,471,0,0,0,0,471,400,71,71,0,180,180,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,,,,,,0,0,0,0,0,,,0,80,0,0,4046,3900,146,2357,6268,6140,0,20,108,0,108,5061,4556,1207,129,667,200,65,146,3349,720,244,432,40,480,168,1265,65,1200,2462,,,,,,,,,,,,,,,,,,,,,,1,70,200,350,3,0,,,2,2
2016,212200351,P,1993.97697220414,,4026.19540040761,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,C,2,47,G3,1,G1,2,1,G1,G1,G2,G2,G1,Q4,,Q4,D08,G5,Q3,,Q3,D06,Q4,,Q4,D07,28324,6524,6524,6524,460,6064,0,0,0,21800,21000,21000,0,0,800,800,0,0,0,3524,3524,1724,1724,0,0,0,0,0,0,,,,,,0,0,0,0,0,1724,0,0,0,1724,0,1000,0,0,0,0,0,0,1000,,,,,,0,0,0,0,0,,,0,800,0,0,336,208,128,24800,7200,7200,0,0,0,0,0,6189,4477,1011,306,541,0,36,128,3466,1200,336,600,20,370,180,760,160,600,3206,,,,,,,,,,,,,,,,,,,,,,1,60,300,400,2,0,,,2,3
2016,212200391,P,1990.91270508097,,4020.00809816244,G1,1,5,G2,G2,G2,G2,G2,6,1,G4,2,R,2,37,G2,3,G3,2,3,G3,G3,G2,G2,G1,Q4,,Q4,D08,G4,Q3,,Q3,D06,Q3,,Q3,D06,23904,19204,4204,4204,2000,2204,0,0,15000,4700,0,0,0,0,4700,1700,3000,0,3000,6000,6000,6000,0,0,6000,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,6000,0,6000,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,5600,5300,300,17904,6020,0,6000,0,20,0,20,5029,4349,991,21,310,360,0,300,3358,1200,840,634,24,240,300,120,70,50,2554,,,,,,,,,,,,,,,,,,,,,,1,50,200,300,3,0,,,2,3
2016,212201101,F,1858.7838221931,3714.80402065082,,G1,1,2,G2,G2,G2,G2,G2,5,1,G4,2,F,3,41,G3,1,G1,2,3,G3,G2,G1,G1,G1,Q2,Q2,,D04,G3,Q2,Q2,,D04,Q2,Q2,,D04,10404,10404,8404,8404,1940,6464,0,0,2000,0,0,0,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,0,0,500,0,0,0,0,0,500,0,0,0,500,0,0,0,0,0,350,300,50,9904,3066,3000,0,0,66,0,66,2760,306,306,50,206,0,0,50,0,0,0,0,0,0,0,0,0,0,1988,1,2,1,1,3,1,1,2,,3,3,,2,2,,1,,10,,,2,,,0,0,,,,,,
2016,212201121,F,1517.53322139805,3006.00936826763,,G1,1,2,G1,G2,G2,G2,G2,4,1,G3,2,,,85,G5,7,G4,2,5,G4,G4,G3,G1,G2,Q2,Q2,,D03,G2,Q5,Q5,,D09,Q5,Q5,,D09,56000,1000,1000,1000,1000,0,0,0,0,55000,55000,0,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,1944,0,0,0,744,1200,1944,1913,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,1,2,1,2,2,2,,,5,2,,,,,,,,,,,,,,0,0,,,,,,
2016,212201131,F,1727.77331883657,3452.97779922282,,G1,1,2,G1,G2,G2,G2,G2,2,1,G1,2,,,73,G5,7,G4,2,1,G1,G1,G4,G1,G1,Q1,Q1,,D02,G2,Q4,Q4,,D08,Q5,Q5,,D09,52040,40,40,40,40,0,0,0,0,52000,52000,52000,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,47040,1296,0,0,900,156,240,396,1255,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,1,4,1,2,3,2,,,2,2,,,,,,,,,,,,,,0,0,,,,,,
2016,212201141,F,1107.49513710307,2213.34366000002,,G1,1,2,G1,G2,G2,G2,G2,3,1,G2,2,H,9,74,G5,1,G1,2,1,G1,G1,G2,G3,G2,Q2,Q2,,D04,G2,Q4,Q4,,D07,Q4,Q4,,D08,36479,11479,11479,11479,10050,1429,0,0,0,25000,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36479,2408,1500,0,100,808,0,808,2348,60,60,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1675,1,2,1,2,2,2,,,1,2,,,,,,,,,,,,,,0,0,,,,,,
2016,212201201,P,925.672007796114,,1869.0970016344,G1,2,1,G1,G2,G2,G2,G2,4,1,G3,1,,,65,G5,7,G4,3,2,G2,G2,G2,G1,G2,Q2,,Q2,D03,G2,Q3,,Q3,D05,Q3,,Q3,D06,20154,19340,4340,4340,3900,60,380,0,15000,814,0,0,0,0,814,600,214,214,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,20154,1884,0,0,360,324,1200,1524,1883,1357,1,1,0,0,0,0,1356,240,240,0,300,60,96,420,120,300,1884,,,,,,,,,,,,,,,,,,,,,,2,,,,,50,3,1,2,2
2016,212201211,P,1259.67673766923,,2500.93274322623,G2,1,4,G2,G2,G2,G2,G2,6,1,G4,2,F,8,54,G4,4,G3,2,1,G1,G1,G2,G2,G1,Q4,,Q4,D07,G4,Q4,,Q4,D07,Q3,,Q4,D06,32802,8102,8102,8102,3690,4412,0,0,0,24700,20000,20000,0,0,4700,400,4300,4300,0,9000,9000,9000,9000,0,0,0,0,0,0,,,,,,0,0,0,0,0,9000,0,0,0,9000,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,270,0,270,23802,5244,1204,4000,40,0,0,0,4311,4755,933,75,578,0,10,270,3822,1000,156,240,300,350,276,1500,300,1200,2318,,,,,,,,,,,,,,,,,,,,,,1,65,200,350,4,0,,,2,2
2016,212201251,P,860.465114062593,,1708.34731944387,G2,1,4,G2,G2,G2,G2,G2,4,1,G3,2,H,8,66,G5,4,G3,2,1,G1,G1,G4,G1,G1,Q4,,Q4,D08,G4,Q4,,Q4,D07,Q4,,Q4,D07,33530,3930,3930,3930,2010,1920,0,0,0,29600,20000,20000,0,0,9600,2100,7500,0,7500,2000,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,2000,20,20,0,31530,6784,4000,1800,60,324,600,924,6112,4622,672,80,468,0,124,0,3950,1560,300,0,60,480,300,1250,50,1200,3142,,,,,,,,,,,,,,,,,,,,,,1,75,200,250,3,0,,,2,3
2016,212201271,P,1343.49851018092,,2667.35053058461,G2,1,4,G2,G2,G2,G2,G2,4,1,G3,2,N,9,47,G3,2,G2,2,3,G3,G3,G1,G3,G1,Q4,,Q4,D07,G4,Q1,,Q1,D01,Q1,,Q1,D01,900,820,620,620,161,459,0,0,200,80,0,0,0,0,80,80,0,0,0,1892,1892,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,1892,0,0,0,0,0,0,-992,5219,5219,0,0,0,0,0,5100,3097,119,40,79,0,0,0,2978,600,540,0,960,240,180,458,50,408,2563,,,,,,,,,,,,,,,,,,,,,,1,70,200,250,5,0,,,2,2
2016,212201301,P,2075.64816430478,,4191.10411428204,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,F,7,34,G2,1,G1,2,5,G4,G4,G2,G3,G1,Q2,,Q2,D03,G2,Q2,,Q2,D04,Q1,,Q1,D02,13742,842,842,842,50,792,0,0,0,12900,12000,0,12000,0,900,900,0,0,0,10000,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,10000,0,0,0,3742,2075,1250,0,200,625,0,625,1920,3039,155,58,97,0,0,0,2884,790,250,144,100,480,270,850,50,800,989,,,,,,,,,,,,,,,,,,,,,,1,60,150,200,4,0,,,2,3
2016,212201321,P,1719.66197209718,,3472.30445427868,G1,1,1,G2,G2,G2,G2,G2,5,1,G4,1,C,1,40,G3,1,G1,1,2,G2,G2,G2,G1,G1,Q3,,Q3,D06,G3,Q3,,Q3,D06,Q3,,Q3,D06,22370,10170,5170,2170,1000,1170,0,3000,5000,12200,0,0,0,0,12200,2200,10000,10000,0,300,300,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,300,0,0,370,350,20,22070,4200,4200,0,0,0,0,0,2330,5560,1870,177,353,1200,120,20,3690,1800,120,0,0,750,120,900,300,600,3671,,,,,,,,,,,,,,,,,,,,,,1,65,200,300,3,0,,,3,3
2016,212201351,P,2066.74019341462,,4173.11733112212,G1,2,1,G2,G2,G2,G2,G2,3,1,G2,1,N,2,61,G5,2,G2,4,1,G1,G1,G2,G2,G2,Q1,,Q1,D01,G1,Q4,,Q4,D07,Q4,,Q4,D08,36495,1465,1465,1465,940,525,0,0,0,35030,35000,35000,0,0,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,36495,840,600,0,0,0,240,240,761,820,79,31,48,0,0,0,741,420,180,0,20,60,36,25,10,15,792,,,,,,,,,,,,,,,,,,,,,,1,65,130,200,5,0,,,2,2
2016,212202121,P,1300.70266066007,,2603.34207435151,G1,2,2,G2,G2,G2,G2,G2,7,3,G4,2,S,2,45,G3,1,G1,1,3,G3,G3,G1,G2,G2,Q1,,Q1,D02,G2,Q1,,Q1,D01,Q1,,Q1,D01,1022,1022,6,6,6,0,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,1022,1320,840,0,0,480,0,480,1187,937,133,1,0,0,132,0,804,240,300,0,30,72,102,60,20,40,933,,,,,,,,,,,,,,,,,,,,,,1,65,150,150,4,0,,,2,2
2016,212202131,P,1637.08167623818,,3276.60097561265,G1,2,1,G2,G2,G2,G2,G2,4,1,G3,1,H,3,62,G5,1,G1,1,2,G2,G2,G2,G2,G1,Q5,,Q5,D09,G5,Q5,,Q5,D10,Q5,,Q5,D10,242700,88700,56700,54200,9200,0,45000,2500,32000,154000,154000,0,154000,0,0,0,0,0,0,40140,140,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,140,0,40000,500,500,0,202560,8400,4800,0,3000,600,0,600,7403,5447,997,518,179,0,300,0,4450,360,360,0,400,120,150,3060,60,3000,7974,,,,,,,,,,,,,,,,,,,,,,1,68,200,400,3,0,,,2,2
2016,212202141,P,1838.34932784312,,3679.43596740329,G1,1,4,G2,G2,G2,G2,G2,7,1,G4,2,K,3,45,G3,1,G1,2,1,G1,G1,G2,G2,G1,Q4,,Q4,D07,G4,Q4,,Q4,D07,Q4,,Q4,D07,38188,1488,1488,1488,1368,0,120,0,0,36700,35000,35000,0,0,1700,1700,0,0,0,11300,11300,11300,8000,0,0,0,0,3300,0,,,,,,0,0,0,0,0,8000,0,0,3300,8000,3300,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,1935,1668,267,26888,5620,5500,0,0,120,0,120,4782,4006,838,236,335,0,0,267,3168,720,180,600,60,120,168,1320,120,1200,2567,,,,,,,,,,,,,,,,,,,,,,1,57,200,400,5,0,,,2,3
2016,212202151,P,1849.26393060279,,3701.28142482295,G1,1,5,G2,G2,G2,G2,G2,6,1,G4,2,P,2,51,G4,4,G3,2,2,G2,G2,G2,G2,G1,Q3,,Q3,D05,G3,Q2,,Q2,D04,Q2,,Q2,D03,14152,13652,2052,1552,580,972,0,500,11600,500,0,0,0,0,500,500,0,0,0,9000,9000,9000,0,0,9000,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,9000,0,9000,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,440,0,440,5152,3345,440,2760,0,145,0,145,2685,3690,660,29,191,0,0,440,3030,960,240,600,216,480,204,330,30,300,1411,,,,,,,,,,,,,,,,,,,,,,1,65,150,250,4,0,,,2,3
2016,212202161,P,567.383687460775,,1135.61221218519,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,O,3,58,G4,1,G1,2,1,G1,G1,G4,G2,G1,Q5,,Q5,D10,G6,Q5,,Q5,D10,Q5,,Q5,D09,114396,6496,6496,6496,2656,3840,0,0,0,107900,107000,50000,57000,0,900,400,500,500,0,55500,19000,19000,0,19000,0,0,0,0,0,,,,,,0,0,0,0,0,19000,0,0,0,19000,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,36500,10720,10000,720,58896,12000,12000,0,0,0,0,0,7169,9769,4831,980,1351,840,940,720,4938,1440,520,1200,10,360,288,1120,400,720,4925,,,,,,,,,,,,,,,,,,,,,,1,60,250,400,1,0,,,2,2
2016,212202171,F,1604.90833848783,3207.43051311712,,G1,2,1,G2,G2,G2,G2,G2,6,1,G4,1,H,3,43,G3,1,G1,1,2,G2,G2,G1,G3,G2,Q2,Q2,,D03,G2,Q3,Q3,,D06,Q4,Q4,,D07,25266,24906,17906,17906,14225,3681,0,0,7000,360,0,0,0,0,360,240,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25266,2400,2400,0,0,0,0,0,1904,496,496,36,220,240,0,0,0,0,0,0,0,0,0,0,0,0,2150,1,2,1,2,2,1,1,2,,2,,,,,,,,,,,,,,0,0,,,,,,
2016,212202301,P,1610.02899523251,,3250.93590622689,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,3,K,1,55,G4,1,G1,2,1,G1,G1,G2,G2,G1,Q5,,Q5,D10,G6,Q5,,Q5,D10,Q5,,Q5,D10,105139,19909,19909,19909,14790,1059,4060,0,0,85230,85000,30000,55000,0,230,60,170,170,0,26170,9170,9000,9000,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,9000,0,0,9000,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,170,0,17000,6480,6000,480,78969,10700,10700,0,0,0,0,0,7537,10473,3163,1345,702,600,36,480,7310,1100,400,2000,830,680,460,1840,240,1600,4399,,,,,,,,,,,,,,,,,,,,,,1,65,300,400,3,0,,,3,1
2016,212202321,P,1661.21908575219,,3354.29783561216,G1,1,2,G1,G2,G2,G2,G2,4,1,G3,2,,,81,G5,7,G4,2,1,G1,G1,G2,G2,G2,Q1,,Q1,D02,G1,Q2,,Q2,D04,Q3,,Q3,D05,13050,50,50,50,50,0,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,13050,864,0,0,0,384,480,864,851,860,13,13,0,0,0,0,847,300,160,0,250,76,0,61,40,21,611,,,,,,,,,,,,,,,,,,,,,,2,,,,,60,4,4,2,2
2016,212202331,P,2358.4054345438,,4762.04151062005,G1,1,1,G2,G2,G2,G2,G2,6,1,G4,1,M,2,37,G2,1,G1,1,3,G3,G3,G2,G1,G2,Q3,,Q3,D06,G3,Q3,,Q3,D05,Q3,,Q3,D06,22150,5250,3250,3250,2170,1080,0,0,2000,16900,14600,0,0,14600,2300,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,22150,4500,4500,0,0,0,0,0,3913,3131,587,236,351,0,0,0,2544,600,684,0,50,100,60,1050,50,1000,3959,,,,,,,,,,,,,,,,,,,,,,1,65,300,400,4,0,,,3,2
