"조사연도","MD제공용_가구고유번호","가중값","수도권여부","가구주_성별코드","가구원수","노인가구여부","조손가구여부","한부모가구여부","다문화가구여부(2012년~)","장애인가구여부(2012년~)","가구주_교육정도_학력코드","가구주_교육정도_수학구분코드","가구주_교육정도_통합코드","가구주_동거여부","가구주_산업대분류코드","가구주_직업대분류코드","가구주_만연령","가구주연령_10세단위코드","가구주_종사상지위코드","가구주_종사상지위(보도용)","가구주_혼인상태코드","입주형태코드","입주형태통합코드","전용면적규모코드","주택종류통합코드","부채보유여부","소득5분위코드(보완)","소득10분위코드(보완)(2017년~)","소득계층구간코드(보도용)(보완)","자산총액5분위코드","자산총액10분위코드","순자산5분위코드","순자산10분위코드","자산","자산_금융자산","자산_금융자산_저축금액","자산_금융자산_저축_적립예치식저축금액","자산_금융자산_저축_적립예치식저축_수시적립예치식저축금액","자산_금융자산_저축_적립예치식저축_저축성보장성보험금액","자산_금융자산_저축_적립예치식저축_주식채권펀드금액","자산_금융자산_저축_기타저축금액","자산_금융자산_현거주지전월세보증금","자산_실물자산","자산_실물자산_부동산금액","자산_실물자산_부동산_거주주택금액","자산_실물자산_부동산_거주주택이외부동산금액","자산_실물자산_부동산_계약금중도금납입금액","자산_실물자산_기타실물자산","자산_실물자산_기타실물자산_자동차금액","자산_실물자산_기타실물자산_기타금액","자산_실물자산_기타실물자산_기타_자동차이외기타실물자산","자산_실물자산_기타실물자산_기타_권리금","부채","부채_금융부채","부채_금융부채_담보대출금액","부채_금융부채_담보대출_대출용도_거주주택구입금액","부채_금융부채_담보대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_담보대출_대출용도_전월세보증금마련금액","부채_금융부채_담보대출_대출용도_부채상환금액","부채_금융부채_담보대출_대출용도_사업자금마련금액","부채_금융부채_담보대출_대출용도_생활비마련금액","부채_금융부채_담보대출_대출용도_기타용도금액","부채_금융부채_담보대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_담보대출_대출기관_저축은행금액","부채_금융부채_담보대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_담보대출_대출기관_보험회사금액","부채_금융부채_담보대출_대출기관_기타기관금액","부채_금융부채_담보대출_상환방법_만기일시금액","부채_금융부채_담보대출_상환방법_원금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할상환금액","부채_금융부채_담보대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_담보대출_상환방법_기타상환방법금액","부채_금융부채_담보대출_담보형태_거주주택금액","부채_금융부채_담보대출_담보형태_거주주택이외부동산금액","부채_금융부채_담보대출_담보형태_예적금보험펀드채권금액","부채_금융부채_담보대출_담보형태_기타금액","부채_금융부채_담보대출_부동산담보대출금액","부채_금융부채_담보대출_부동산이외담보대출금액","부채_금융부채_신용대출금액","부채_금융부채_신용대출_대출용도_거주주택구입금액","부채_금융부채_신용대출_대출용도_거주주택이외부동산구입금액","부채_금융부채_신용대출_대출용도_전월세보증금마련금액","부채_금융부채_신용대출_대출용도_부채상환금액","부채_금융부채_신용대출_대출용도_사업자금마련금액","부채_금융부채_신용대출_대출용도_생활비마련금액","부채_금융부채_신용대출_대출용도_기타용도금액","부채_금융부채_신용대출_대출기관_은행금액(2010년은 농수협 중앙회 제외)","부채_금융부채_신용대출_대출기관_저축은행금액","부채_금융부채_신용대출_대출기관_비은행금융기관금액(2010년은 농수협중앙회 포함)","부채_금융부채_신용대출_대출기관_보험회사금액","부채_금융부채_신용대출_대출기관_기타기관금액","부채_금융부채_신용대출_상환방법_만기일시금액","부채_금융부채_신용대출_상환방법_원금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할상환금액","부채_금융부채_신용대출_상환방법_원리금분할일부만기상환금액","부채_금융부채_신용대출_상환방법_기타상환방법금액","부채_금융부채_신용대출_대출종류_신용대출금액","부채_금융부채_신용대출_대출종류_마이너스통장금액","부채_금융부채_신용카드관련대출금액","부채_금융부채_외상할부미상환금액","부채_금융부채_계탄후불입금액","부채_금융부채_개인직장빌린금액(2017년~)","부채_임대보증금","원리금상환금액","원리금상환_원금상환금액","원리금상환_이자지급금액","순자산","경상소득(보완)","경상소득_근로소득(보완)","경상소득_사업소득(보완)","경상소득_재산소득(보완)","경상소득_공적이전소득(보완)","경상소득_사적이전소득(조사)","이전소득(보완)[공적이전소득(보완)+사적이전소득(조사)]","처분가능소득(보완)[경상소득(보완)-비소비지출(보완)]","지출_소비지출비","지출_소비지출_식료품(외식비포함)","지출_소비지출_주거비","지출_소비지출_교육비(보육료포함)","지출_소비지출_의료비","지출_소비지출_교통비","지출_소비지출_통신비","지출_소비지출_기타소비지출비","지출(보완)[비소비지출(보완)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)","지출_비소비지출(보완)","지출_비소비지출_세금(보완)","지출_비소비지출_공적연금사회보험료(보완)","지출_비소비지출_가구간이전지출(조사)","지출_비소비지출_비영리단체이전지출(조사)","지출_비소비지출_연간지급이자(조사)","여유자금운용계획코드","금융자산투자운용방법코드","금융자산투자고려사항코드","거주지주택가격전망코드","여유자금부동산투자여부","부동산투자주목적코드","투자선호부동산코드","부동산투자기피사유코드","1년후금융부채규모전망코드","부채증가원인코드","1년전대비부채증감코드","부채상환방법코드","원리금연체여부","원리금연체사유코드","30일이상원리금연체여부","원리금상환_생계부담정도코드","원리금상환_생계부담_소득대비상환액비중","원리금상환_가계지출감소여부","원리금상환_가계지출감소항목코드","부채상환가능시기코드","가구주_은퇴여부","가구주_미은퇴_은퇴연령","가구주_미은퇴_최소생활비","가구주_미은퇴_적정생활비","가구주_미은퇴_노후준비상황코드","가구주_은퇴_은퇴연령","가구주_은퇴_적정생활비충당여부","가구주은퇴_생활비재원마련코드(2014년~)"
2020,513000142,1314.11992628738,G1,1,2,G2,G2,G2,G2,G2,6,1,G4,2,,,64,G5,7,G4,2,1,G1,G2,G2,G1,Q3,D05,G3,Q4,D07,Q3,D06,34802,402,402,402,402,0,0,0,0,34400,34000,34000,0,0,400,400,0,0,0,11000,11000,9000,9000,0,0,0,0,0,0,9000,0,0,0,0,9000,0,0,0,0,9000,0,0,0,9000,0,2000,0,0,0,0,0,2000,0,2000,0,0,0,0,0,0,0,0,2000,0,2000,0,0,0,0,0,340,0,340,23802,4352,3094,0,2,1256,0,1256,3611,1820,1200,200,0,50,50,100,220,2561,741,67,84,200,50,340,5,1,2,2,1,5,2,,3,9,3,,2,,,2,,2,,2,2,,,,,64,4,2
2020,513000152,1124.02787068698,G1,1,2,G1,G2,G2,G2,G2,6,1,G4,2,N,9,72,G5,1,G1,2,1,G1,G1,G3,G1,Q3,D05,G3,Q2,D04,Q2,D04,15800,800,800,800,800,0,0,0,0,15000,15000,15000,0,0,0,0,0,0,0,5750,5750,5700,5700,0,0,0,0,0,0,5700,0,0,0,0,0,0,5700,0,0,5700,0,0,0,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,906,762,144,10050,4157,2940,0,5,1212,0,1212,3877,1980,900,150,0,270,120,90,450,2260,280,46,90,0,0,144,3,1,2,1,1,2,3,,1,,1,1,2,,,2,,1,2,2,1,75,150,300,4,,,
2020,513000162,1913.37998075883,G1,1,5,G2,G2,G2,G2,G2,6,1,G4,2,P,2,55,G4,4,G3,2,1,G1,G2,G3,G1,Q3,D05,G3,Q3,D05,Q3,D05,21528,6428,6428,5928,480,5448,0,500,0,15100,15000,15000,0,0,100,0,100,100,0,4030,4030,3000,0,0,0,0,3000,0,0,3000,0,0,0,0,0,0,3000,0,0,3000,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,30,0,0,0,359,299,60,17498,4481,1088,3148,0,245,0,245,4043,4950,700,150,1500,800,550,450,800,5388,438,32,346,0,0,60,3,2,2,2,1,5,4,,1,,3,,2,,,2,,1,1,1,1,65,200,250,5,,,
2020,513000172,1124.02787068698,G1,1,2,G1,G2,G2,G2,G2,6,1,G4,2,,,77,G5,7,G4,2,1,G1,G3,G1,G1,Q3,D06,G4,Q5,D09,Q5,D10,96050,50,50,50,50,0,0,0,0,96000,96000,70000,26000,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,94050,5463,0,176,982,4305,0,4305,4284,2555,1200,400,0,600,10,132,213,3734,1179,265,364,500,50,0,1,1,2,4,2,,,4,2,,,,,,,,,,,,2,,,,,62,3,2
2020,513000182,1314.11992628738,G1,1,2,G1,G2,G2,G2,G2,6,1,G4,2,,,76,G5,7,G4,2,1,G1,G2,G2,G1,Q2,D03,G2,Q4,D08,Q5,D09,60170,70,70,70,70,0,0,0,0,60100,60000,60000,0,0,100,100,0,0,0,2500,2500,2500,2500,0,0,0,0,0,0,2500,0,0,0,0,0,0,2500,0,0,2500,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,141,111,57670,2666,0,0,1072,1474,120,1594,2470,1180,360,240,0,70,260,80,170,1376,196,85,0,0,0,111,1,1,2,1,2,,,4,2,,1,6,2,,,2,,2,,1,2,,,,,64,4,2
2020,513000222,1154.3191914077,G2,2,3,G2,G2,G2,G2,G2,6,1,G4,2,Q,3,38,G2,1,G1,2,1,G1,G3,G2,G1,Q4,D08,G5,Q4,D08,Q4,D08,61110,10110,10110,9110,4850,960,3300,1000,0,51000,40000,30000,10000,0,11000,1600,9400,9400,0,20500,20500,14500,14500,0,0,0,0,0,0,14500,0,0,0,0,0,0,14500,0,0,14500,0,0,0,14500,0,6000,0,0,0,0,6000,0,0,6000,0,0,0,0,6000,0,0,0,0,6000,0,0,0,0,0,0,864,500,364,40610,8038,1858,6000,20,160,0,160,6582,3813,840,360,0,60,425,288,1840,5269,1456,356,536,200,0,364,2,1,2,3,1,2,1,,1,,1,1,2,,,2,,2,,1,1,65,300,500,3,,,
2020,513000242,807.708848997883,G2,1,1,G2,G2,G2,G2,G2,5,1,G4,1,N,4,28,G1,1,G1,1,3,G3,G1,G1,G2,Q2,D03,G2,Q1,D01,Q1,D02,1360,360,260,260,260,0,0,0,100,1000,0,0,0,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,2346,2293,0,0,53,0,53,1525,2048,480,516,0,5,242,144,661,2869,821,50,171,600,0,0,2,1,1,2,1,1,2,,2,,,,,,,,,,,,1,60,250,300,4,,,
2020,513000262,1154.3191914077,G2,1,3,G2,G2,G2,G2,G2,5,1,G4,2,C,2,48,G3,1,G1,2,1,G1,G2,G2,G1,Q5,D10,G6,Q3,D06,Q4,D07,30914,7414,7414,7414,430,6084,900,0,0,23500,22000,22000,0,0,1500,1500,0,0,0,2150,2150,2000,0,0,0,0,0,0,2000,2000,0,0,0,0,0,0,0,2000,0,2000,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,1662,1602,60,28764,15709,4526,11151,32,0,0,0,12543,4014,960,264,600,60,50,180,1900,7180,3166,2615,391,100,0,60,1,2,1,4,1,5,5,,1,,1,1,2,,,1,20,,,1,1,70,200,300,3,,,
2020,513000302,1648.04089415057,G1,1,3,G2,G2,G2,G2,G2,3,4,G1,2,,,82,G5,7,G4,2,1,G1,G1,G3,G2,Q2,D04,G2,Q2,D03,Q2,D03,8860,800,800,800,800,0,0,0,0,8060,7000,7000,0,0,1060,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8860,2771,1906,0,197,638,30,668,2577,1506,480,188,0,300,252,146,140,1700,194,28,166,0,0,0,1,3,4,4,2,,,1,2,,,,,,,,,,,,2,,,,,75,3,4
2020,513000312,1414.0245910995,G1,1,2,G1,G2,G2,G2,G2,2,1,G1,2,,,70,G5,7,G4,2,1,G1,G2,G3,G1,Q3,D05,G3,Q4,D07,Q3,D06,35880,450,450,450,450,0,0,0,0,35430,35000,20000,15000,0,430,430,0,0,0,14300,9300,9300,0,9300,0,0,0,0,0,9300,0,0,0,0,0,9300,0,0,0,0,9300,0,0,9300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,900,600,300,21580,4468,3137,18,827,486,0,486,4065,952,400,170,0,30,120,72,160,1355,403,88,15,0,0,300,1,1,2,3,2,,,3,1,,1,1,2,,,2,,1,3,3,2,,,,,65,4,4
2020,513000322,1382.29559643183,G1,2,1,G1,G2,G2,G2,G1,1,,G1,1,,,86,G5,7,G4,3,2,G2,G1,G3,G2,Q1,D01,G1,Q2,D03,Q2,D03,6200,6200,200,200,200,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6200,329,0,0,0,329,0,329,326,413,120,78,0,120,0,18,77,416,3,1,2,0,0,0,1,1,4,2,2,,,5,2,,,,,,,,,,,,2,,,,,55,4,4
2020,513000332,1414.0245910995,G1,1,2,G1,G2,G2,G2,G2,6,1,G4,2,,,81,G5,7,G4,2,3,G3,G1,G3,G2,Q3,D05,G3,Q1,D01,Q1,D02,2006,2006,6,6,6,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,3958,2200,0,0,558,1200,1758,3865,1570,600,100,0,20,36,18,796,1663,93,16,77,0,0,0,1,1,4,4,1,1,2,,2,,,,,,,,,,,,2,,,,,63,4,1
2020,513000342,1497.0973052206,G1,1,1,G2,G2,G2,G2,G2,4,1,G3,1,C,8,56,G4,2,G2,4,3,G3,G2,G1,G1,Q2,D03,G2,Q1,D02,Q1,D01,3005,2005,5,5,5,0,0,0,2000,1000,0,0,0,0,1000,1000,0,0,0,2815,2815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2815,0,0,1915,0,0,0,900,1915,0,0,0,900,0,0,2815,0,0,2815,0,0,0,0,0,0,825,745,80,190,2432,2419,0,13,0,0,0,2213,1980,100,720,0,300,700,50,110,2199,219,67,72,0,0,80,1,7,1,3,2,,,3,1,,1,1,2,,,3,,2,,2,1,70,200,300,4,,,
2020,513000352,1890.77431392906,G1,1,3,G2,G2,G2,G2,G1,6,1,G4,2,C,8,55,G4,1,G1,2,1,G1,G2,G2,G1,Q4,D07,G4,Q5,D09,Q5,D10,99470,17070,17070,17070,2410,14660,0,0,0,82400,68000,18000,50000,0,14400,4400,10000,10000,0,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,97970,6596,3596,3000,0,0,0,0,6147,1200,300,240,0,10,60,300,290,1649,449,183,266,0,0,0,2,1,2,1,1,2,2,,2,,3,,2,,,1,20,,,1,1,65,300,300,3,,,
2020,513000362,1585.88844322195,G1,2,1,G2,G2,G2,G2,G2,4,1,G3,1,C,7,49,G3,1,G1,4,1,G1,G2,G2,G1,Q3,D05,G3,Q3,D05,Q2,D03,21570,370,370,370,10,360,0,0,0,21200,19000,18000,1000,0,2200,2200,0,0,0,12700,12700,12000,12000,0,0,0,0,0,0,12000,0,0,0,0,0,0,12000,0,0,12000,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,920,200,720,8870,4627,4626,0,1,0,0,0,3356,1704,360,260,0,36,360,168,520,2975,1271,189,362,0,0,720,3,1,2,1,2,,,2,1,,3,,2,,,2,,1,4,3,1,63,300,300,5,,,
2020,513000382,1585.88844322195,G1,2,1,G1,G2,G2,G2,G2,2,1,G1,1,,,84,G5,7,G4,3,1,G1,G2,G2,G2,Q1,D01,G1,Q3,D05,Q3,D06,23200,200,200,200,200,0,0,0,0,23000,23000,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23200,445,0,0,25,300,120,420,432,450,50,240,0,100,0,20,40,463,13,13,0,0,0,0,1,3,4,2,2,,,4,2,,,,,,,,,,,,2,,,,,54,4,5
2020,513000392,1871.6552101653,G1,1,4,G2,G2,G2,G2,G2,6,4,G3,2,N,3,37,G2,1,G1,2,2,G2,G2,G1,G1,Q2,D04,G2,Q2,D03,Q1,D02,9070,8820,320,320,320,0,0,0,8500,250,0,0,0,0,250,250,0,0,0,5500,5500,5500,0,0,5500,0,0,0,0,5500,0,0,0,0,5500,0,0,0,0,0,0,0,5500,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,250,3570,2825,2338,0,1,486,0,486,2358,2310,840,180,612,28,50,300,300,2777,467,31,186,0,0,250,3,4,2,3,1,1,2,,2,,2,,2,,,2,,1,3,2,1,60,200,250,5,,,
2020,513600101,2966.27322781597,G1,1,2,G2,G2,G2,G2,G1,5,1,G4,2,G,5,60,G5,4,G3,2,1,G1,G3,G1,G1,Q3,D05,G3,Q5,D09,Q5,D09,69036,9736,9736,4936,1000,3936,0,4800,0,59300,52000,45000,7000,0,7300,2300,5000,0,5000,7840,7840,6640,6640,0,0,0,0,0,0,6640,0,0,0,0,0,0,6640,0,0,6640,0,0,0,6640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,1110,960,150,61196,4007,0,4000,7,0,0,0,3273,3700,1200,240,0,360,1200,180,520,4434,734,65,319,200,0,150,1,1,2,3,2,,,3,1,,2,,2,,,1,30,,,2,1,65,200,250,3,,,
2020,513600131,1541.35870101582,G1,2,1,G1,G2,G2,G2,G1,2,1,G1,1,,,74,G5,7,G4,3,5,G4,G1,G3,G2,Q1,D01,G1,Q1,D01,Q1,D01,418,418,418,418,130,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,810,0,0,0,810,0,810,809,505,360,25,0,0,0,40,80,506,1,1,0,0,0,0,1,1,2,2,2,,,5,2,,,,,,,,,,,,2,,,,,65,3,4
2020,513600151,2299.3891796484,G1,1,2,G2,G2,G2,G2,G2,7,1,G4,2,C,7,53,G4,4,G3,4,1,G1,G4,G1,G1,Q5,D09,G5,Q5,D10,Q5,D10,159200,15750,15750,15750,13950,1800,0,0,0,143450,142000,67000,75000,0,1450,770,680,680,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,157400,9152,3508,0,2346,2698,600,3298,8547,1482,900,200,0,30,120,72,160,2087,605,262,243,100,0,0,1,1,2,3,1,3,2,,2,,,,,,,,,,,,1,65,150,250,2,,,
2020,513600171,1484.01071617318,G1,1,1,G1,G2,G2,G2,G2,4,1,G3,1,,,71,G5,7,G4,4,3,G3,G1,G1,G2,Q1,D02,G2,Q2,D03,Q2,D03,7200,7200,1200,1200,1200,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,1336,0,0,1,1335,0,1335,1335,797,456,120,0,10,18,72,121,798,1,1,0,0,0,0,2,1,2,2,1,1,2,,2,,,,,,,,,,,,2,,,,,52,3,4
2020,513600201,1165.67795734159,G2,1,4,G2,G2,G2,G2,G2,2,1,G1,2,G,8,55,G4,1,G1,2,1,G1,G2,G3,G1,Q4,D08,G5,Q4,D07,Q4,D07,38200,19000,19000,19000,1000,18000,0,0,0,19200,19000,19000,0,0,200,200,0,0,0,1106,1106,1106,1106,0,0,0,0,0,0,1106,0,0,0,0,0,0,1106,0,0,1106,0,0,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,327,60,37094,8191,8115,0,1,75,0,75,7183,3496,1200,192,0,100,600,264,1140,4504,1008,211,707,30,0,60,1,1,2,2,1,5,2,,1,,1,1,2,,,2,,2,,1,1,65,150,200,3,,,
2020,513600211,1038.25984274717,G2,1,3,G2,G2,G2,G2,G2,4,1,G3,2,H,8,65,G5,4,G3,2,1,G1,G4,G1,G1,Q4,D07,G4,Q5,D09,Q5,D09,84490,6290,6290,6290,4900,1390,0,0,0,78200,70000,50000,20000,0,8200,2000,6200,200,6000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,71490,6592,2382,1200,1453,1397,160,1557,5488,3658,600,1192,0,120,150,216,1380,4762,1104,77,417,250,360,0,1,1,2,1,2,,,2,2,,,,,,,,,,,,1,70,200,250,3,,,
2020,513600231,1280.90847741674,G2,2,1,G1,G2,G2,G2,G2,2,1,G1,1,,,83,G5,7,G4,3,3,G3,G1,G2,G2,Q1,D01,G1,Q1,D01,Q1,D01,322,276,76,76,12,64,0,0,200,46,0,0,0,0,46,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,775,0,0,0,770,5,775,775,602,300,118,0,10,70,28,76,602,0,0,0,0,0,0,5,1,4,4,2,,,5,2,,,,,,,,,,,,2,,,,,70,4,4
2020,513600251,1116.57979648771,G2,1,2,G1,G2,G2,G2,G2,2,4,G1,2,,,68,G5,7,G4,2,1,G1,G2,G2,G1,Q2,D03,G2,Q3,D06,Q3,D05,26635,540,540,540,180,360,0,0,0,26095,26000,26000,0,0,95,0,95,95,0,8350,8350,8350,8350,0,0,0,0,0,0,8350,0,0,0,0,0,0,8350,0,0,8350,0,0,0,8350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,435,124,18285,2352,600,0,0,792,960,1752,2143,2060,550,270,0,800,60,60,320,2269,209,35,0,40,10,124,3,3,2,4,2,,,4,1,,1,1,2,,,3,,1,2,1,2,,,,,65,4,1
2020,513600261,986.945702281488,G2,1,2,G1,G2,G2,G2,G2,6,1,G4,2,,,69,G5,7,G4,2,1,G1,G3,G2,G1,Q2,D04,G3,Q4,D08,Q4,D08,50740,1590,1590,1590,190,1400,0,0,0,49150,49000,49000,0,0,150,0,150,150,0,12000,12000,12000,12000,0,0,0,0,0,0,0,0,12000,0,0,12000,0,0,0,0,12000,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,712,38740,3196,1950,0,10,0,1236,1236,2350,1403,600,107,0,42,240,84,330,2249,846,41,53,30,10,712,3,3,2,3,2,,,3,2,,2,,2,,,3,,1,2,3,1,75,200,300,5,,,
2020,513600321,2838.24467050116,G1,1,3,G2,G2,G2,G2,G2,6,1,G4,2,C,3,48,G3,1,G1,2,1,G1,G2,G2,G1,Q5,D10,G6,Q5,D10,Q5,D10,126838,6538,6538,6538,1178,3360,2000,0,0,120300,117000,51000,66000,0,3300,3300,0,0,0,42089,36089,35756,0,35756,0,0,0,0,0,35756,0,0,0,0,0,0,11000,24756,0,11000,24756,0,0,35756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,6000,3119,1817,1302,84749,13318,11378,87,1853,0,0,0,9282,7200,1500,560,2000,100,400,140,2500,11236,4036,1654,780,200,100,1302,3,7,3,3,2,,,5,1,,1,1,2,,,2,,1,1,1,1,70,200,300,3,,,
2020,513600361,2381.26417802062,G1,1,5,G2,G2,G2,G2,G2,4,1,G3,2,G,3,40,G3,1,G1,2,1,G1,G2,G2,G1,Q4,D08,G5,Q3,D05,Q3,D05,20000,950,950,450,450,0,0,500,0,19050,18000,18000,0,0,1050,850,200,200,0,2300,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,2000,0,0,0,2000,0,0,0,0,0,2000,0,0,2000,0,0,300,0,0,0,20340,19380,960,17700,8780,1775,7000,5,0,0,0,6741,3550,750,300,1000,50,450,250,750,5589,2039,324,255,500,0,960,2,1,3,2,1,3,2,,2,,1,1,1,4,2,2,,1,2,1,1,70,400,500,2,,,
2020,513600371,2274.24676465749,G1,1,2,G1,G2,G2,G2,G2,2,1,G1,2,,,87,G5,7,G4,2,1,G1,G2,G2,G2,Q2,D03,G2,Q3,D06,Q4,D07,30100,100,100,100,100,0,0,0,0,30000,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30100,2417,0,0,0,2317,100,2417,2403,744,500,120,0,72,22,0,30,758,14,14,0,0,0,0,1,1,1,3,2,,,3,2,,,,,,,,,,,,2,,,,,60,3,2
2020,513600381,2392.16319745172,G1,1,3,G2,G2,G2,G2,G2,4,1,G3,2,H,9,59,G4,4,G3,2,1,G1,G2,G3,G2,Q4,D08,G5,Q4,D08,Q5,D09,53860,6910,6910,6910,4110,2800,0,0,0,46950,46000,16000,30000,0,950,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3090,3090,0,53860,7957,4216,3600,141,0,0,0,6766,2410,900,250,0,100,500,250,410,3601,1191,118,1073,0,0,0,2,1,2,2,2,,,1,2,,,,,,,,,,,,1,65,200,300,4,,,
2020,513600391,1968.35953089571,G1,2,4,G2,G2,G1,G2,G2,4,1,G3,2,C,8,49,G3,1,G1,4,3,G3,G2,G1,G2,Q3,D05,G3,Q2,D04,Q2,D04,13732,13732,4732,4732,916,1816,2000,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13732,3819,3265,0,9,545,0,545,3615,2190,900,480,190,50,190,180,200,2394,204,2,202,0,0,0,2,1,2,2,1,5,2,,3,4,,,,,,,,,,,1,60,150,200,3,,,
