ID,WAVE,WEIGHT1,score,mc,male,income,fa_edu,mo_edu,par_satis,health,aft_sch,aft_sch1,presch,care,abuse,sch_study,friend,teacher,wave3,wave4,wave5,wave6,wave7
64304,2,116.08630205719992,5.0,0.0,0.0,5.0,5.0,4.0,3.0,4.0,2.0,1.0,1.0,3.5,1.75,3.3333333333333335,3.0,3.75,0,0,0,0,0
64305,2,134.0173253925283,4.666666666666667,0.0,1.0,4.0,3.0,2.0,3.0,3.0,1.6666666666666665,1.0,1.0,3.25,2.0,3.3333333333333335,2.8,3.75,0,0,0,0,0
64307,2,116.08630205719992,4.0,0.0,0.0,5.0,4.0,2.0,3.0,4.0,1.3333333333333333,1.0,1.0,4.0,2.0,3.6666666666666665,3.0,3.75,0,0,0,0,0
64308,2,116.08630205719992,5.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,4.0,1.75,4.0,3.0,4.0,0,0,0,0,0
64309,2,134.0173253925283,5.0,0.0,1.0,3.0,2.0,2.0,3.0,3.0,1.3333333333333333,1.0,1.0,4.0,1.5,4.0,3.4,4.0,0,0,0,0,0
64310,2,116.08630205719992,4.666666666666667,0.0,0.0,3.0,4.0,4.0,3.0,4.0,1.3333333333333333,1.0,1.0,2.5,2.5,3.3333333333333335,2.4,4.0,0,0,0,0,0
64311,2,116.08630205719992,4.666666666666667,0.0,0.0,5.5,3.0,4.0,3.0,4.0,2.0,1.0,1.0,3.75,2.0,4.0,3.2,4.0,0,0,0,0,0
64312,2,134.0173253925283,5.0,0.0,1.0,2.5,4.0,4.0,3.0,3.0,0.7777777777777778,1.0,0.0,3.75,1.75,4.0,2.6,4.0,0,0,0,0,0
64313,2,116.08630205719992,4.666666666666667,0.0,0.0,2.5,4.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,1.75,3.3333333333333335,3.6,3.75,0,0,0,0,0
64314,2,134.0173253925283,4.333333333333333,0.0,1.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.75,2.0,3.0,2.8,4.0,0,0,0,0,0
64315,2,116.08630205719992,4.666666666666667,0.0,0.0,6.0,3.0,4.0,3.0,3.0,1.3333333333333333,1.0,1.0,4.0,2.0,3.6666666666666665,3.2,4.0,0,0,0,0,0
64316,2,134.0173253925283,3.6666666666666665,0.0,1.0,2.0,2.0,2.0,2.0,3.0,1.3333333333333333,1.0,0.0,3.25,3.25,3.3333333333333335,2.4,3.25,0,0,0,0,0
64317,2,116.08630205719992,4.333333333333333,0.0,0.0,4.0,2.0,2.0,3.0,4.0,1.3333333333333333,1.0,0.0,4.0,1.75,3.3333333333333335,3.0,3.75,0,0,0,0,0
64318,2,134.0173253925283,4.0,1.0,1.0,1.4,3.0,4.0,4.0,3.0,0.0,0.0,1.0,2.5,2.75,3.0,2.6,3.25,0,0,0,0,0
64320,2,137.74349808837735,4.0,0.0,1.0,7.0,5.0,4.0,3.0,4.0,1.6666666666666665,1.0,1.0,3.75,2.25,3.0,2.8,3.25,0,0,0,0,0
64322,2,134.0173253925283,3.3333333333333335,0.0,1.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.75,2.25,3.3333333333333335,2.6,3.5,0,0,0,0,0
64323,2,116.08630205719992,3.0,0.0,0.0,4.0,3.0,3.0,2.0,3.0,1.3333333333333333,1.0,1.0,3.75,3.25,3.0,2.4,3.5,0,0,0,0,0
64325,2,134.0173253925283,5.0,0.0,1.0,5.0,4.0,2.0,3.0,3.0,0.3333333333333333,1.0,0.0,4.0,2.0,3.0,2.4,3.5,0,0,0,0,0
64326,2,116.08630205719992,4.666666666666667,0.0,0.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,3.75,1.5,4.0,3.4,4.0,0,0,0,0,0
64328,2,116.08630205719992,5.0,0.0,0.0,8.0,3.0,2.0,4.0,4.0,0.0,0.0,1.0,4.0,1.5,4.0,3.4,4.0,0,0,0,0,0
64330,2,116.08630205719992,5.0,0.0,0.0,4.0,4.0,2.0,2.0,3.0,1.3333333333333333,1.0,1.0,3.75,1.5,4.0,3.0,4.0,0,0,0,0,0
64402,2,116.08630205719992,3.0,0.0,0.0,5.0,4.0,3.0,2.0,4.0,1.6666666666666665,1.0,1.0,3.5,1.75,2.3333333333333335,2.8,2.75,0,0,0,0,0
64403,2,134.0173253925283,4.0,0.0,1.0,2.6,4.0,4.0,3.0,4.0,2.333333333333333,1.0,1.0,3.25,2.25,3.0,3.2,3.5,0,0,0,0,0
64404,2,116.08630205719992,3.6666666666666665,0.0,0.0,7.0,4.0,4.0,3.0,4.0,1.3333333333333333,1.0,1.0,3.0,2.5,3.3333333333333335,2.6,3.0,0,0,0,0,0
64405,2,134.0173253925283,3.3333333333333335,0.0,1.0,6.0,2.0,4.0,3.0,3.0,1.6666666666666665,1.0,1.0,3.0,2.5,3.0,2.6,3.0,0,0,0,0,0
64407,2,134.0173253925283,4.333333333333333,0.0,1.0,4.0,4.0,4.0,2.0,3.0,1.6666666666666665,1.0,1.0,3.5,3.0,2.6666666666666665,2.8,4.0,0,0,0,0,0
64408,2,116.08630205719992,3.0,0.0,0.0,7.0,4.0,4.0,3.0,3.0,1.3333333333333333,1.0,1.0,3.5,1.5,3.0,3.2,3.5,0,0,0,0,0
64409,2,134.0173253925283,4.666666666666667,0.0,1.0,6.0,4.0,4.0,3.0,3.0,1.4444444444444442,1.0,1.0,4.0,2.0,3.6666666666666665,3.0,3.75,0,0,0,0,0
64412,2,116.08630205719992,4.0,0.0,0.0,7.5,4.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,2.75,3.3333333333333335,3.4,3.75,0,0,0,0,0
64413,2,134.0173253925283,5.0,0.0,1.0,6.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,4.0,1.75,4.0,2.8,3.75,0,0,0,0,0
64414,2,116.08630205719992,4.0,0.0,0.0,6.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,2.25,3.3333333333333335,2.8,3.25,0,0,0,0,0
64415,2,134.0173253925283,4.333333333333333,0.0,1.0,6.0,4.0,5.0,3.0,4.0,0.6666666666666666,1.0,0.0,3.75,2.0,3.3333333333333335,2.2,3.5,0,0,0,0,0
64417,2,134.0173253925283,3.6666666666666665,0.0,1.0,6.0,3.0,4.0,3.0,4.0,1.6666666666666665,1.0,1.0,3.5,2.75,3.0,3.2,4.0,0,0,0,0,0
64418,2,116.08630205719992,3.6666666666666665,0.0,0.0,7.0,4.0,3.0,3.0,3.0,2.333333333333333,1.0,1.0,3.75,2.5,3.3333333333333335,3.4,4.0,0,0,0,0,0
64419,2,134.0173253925283,4.0,0.0,1.0,3.2,4.0,3.0,3.0,3.0,0.0,1.0,0.0,3.25,1.75,3.3333333333333335,2.8,3.75,0,0,0,0,0
64420,2,116.08630205719992,3.0,0.0,0.0,6.0,4.0,4.0,3.0,3.0,2.6666666666666665,1.0,1.0,2.75,2.25,2.6666666666666665,2.8,2.5,0,0,0,0,0
64422,2,116.08630205719992,4.666666666666667,0.0,0.0,7.0,4.0,4.0,3.0,3.0,2.6666666666666665,1.0,0.0,3.25,2.25,3.3333333333333335,2.8,4.0,0,0,0,0,0
64425,2,134.0173253925283,4.333333333333333,0.0,1.0,9.0,4.0,4.0,3.0,3.0,1.3333333333333333,1.0,0.0,3.5,2.25,2.0,2.6,3.75,0,0,0,0,0
64426,2,116.08630205719992,4.0,0.0,0.0,7.0,5.0,5.0,3.0,3.0,2.6666666666666665,1.0,1.0,3.0,1.5,3.0,2.8,4.0,0,0,0,0,0
64427,2,134.0173253925283,3.6666666666666665,0.0,1.0,5.0,5.0,4.0,4.0,4.0,0.6666666666666666,1.0,0.0,3.0,2.75,3.3333333333333335,2.4,3.25,0,0,0,0,0
64428,2,134.0173253925283,2.6666666666666665,0.0,1.0,3.0,4.0,4.0,2.0,3.0,0.6666666666666666,1.0,0.0,3.75,1.75,2.6666666666666665,2.8,3.25,0,0,0,0,0
64429,2,116.08630205719992,3.3333333333333335,0.0,0.0,6.0,3.0,3.0,4.0,3.0,1.6666666666666665,1.0,0.0,3.75,1.5,3.3333333333333335,3.2,3.25,0,0,0,0,0
64432,2,134.0173253925283,4.0,0.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,2.6,3.5,0,0,0,0,0
64433,2,116.08630205719992,4.666666666666667,0.0,0.0,9.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.25,3.3333333333333335,2.8,3.75,0,0,0,0,0
64435,2,116.08630205719992,3.6666666666666665,0.0,0.0,4.0,4.0,2.0,3.0,3.0,1.6666666666666665,1.0,1.0,3.5,2.25,2.6666666666666665,2.8,3.75,0,0,0,0,0
64501,2,145.1854358419056,3.0,0.0,1.0,1.56,2.0,2.0,3.0,3.0,1.3333333333333333,1.0,1.0,3.25,2.0,3.0,2.2,3.25,0,0,0,0,0
64502,2,125.76016056196684,3.3333333333333335,0.0,0.0,4.5,2.0,2.0,3.0,3.0,2.0,1.0,0.0,2.75,2.0,3.3333333333333335,2.6,3.5,0,0,0,0,0
64503,2,145.1854358419056,3.0,0.0,1.0,4.0,4.0,2.0,4.0,3.0,0.6666666666666666,1.0,1.0,2.75,2.0,2.6666666666666665,2.6,2.75,0,0,0,0,0
64506,2,125.76016056196684,4.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,1.3333333333333333,1.0,0.0,3.25,1.75,3.3333333333333335,3.0,3.75,0,0,0,0,0
64507,2,145.1854358419056,3.6666666666666665,0.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.5,2.25,3.0,2.8,2.5,0,0,0,0,0
64508,2,125.76016056196684,4.333333333333333,0.0,0.0,5.0,3.094624549736769,4.0,3.0,3.0,0.4444444444444444,1.0,1.0,3.5,1.75,3.3333333333333335,3.0,4.0,0,0,0,0,0
64509,2,145.1854358419056,4.0,0.0,1.0,4.8,4.0,4.0,3.0,3.0,0.6666666666666666,1.0,0.0,3.25,1.75,3.3333333333333335,2.6,3.75,0,0,0,0,0
64510,2,125.76016056196684,3.3333333333333335,0.0,0.0,6.0,4.0,4.0,4.0,3.0,1.3333333333333333,1.0,1.0,4.0,2.25,3.3333333333333335,2.8,3.5,0,0,0,0,0
64511,2,145.1854358419056,4.666666666666667,0.0,1.0,15.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,3.0,2.75,2.0,2.2,2.25,0,0,0,0,0
64513,2,145.1854358419056,4.0,0.0,1.0,3.0,4.0,3.0,4.0,3.0,0.6666666666666666,1.0,1.0,3.0,1.75,3.3333333333333335,3.4,3.0,0,0,0,0,0
64514,2,125.76016056196684,4.333333333333333,0.0,0.0,5.0,4.0,3.0,3.0,3.0,1.9999999999999998,1.0,1.0,3.75,2.0,3.3333333333333335,2.6,3.75,0,0,0,0,0
64515,2,145.1854358419056,4.333333333333333,0.0,1.0,3.0,4.0,5.0,3.0,3.0,1.6666666666666665,1.0,0.0,3.25,1.75,3.3333333333333335,3.2,3.25,0,0,0,0,0
64516,2,125.76016056196684,3.3333333333333335,0.0,0.0,6.0,4.0,3.0,3.0,4.0,1.3333333333333333,1.0,0.0,3.25,1.5,3.3333333333333335,2.8,3.0,0,0,0,0,0
64517,2,145.1854358419056,3.6666666666666665,0.0,1.0,1.8,2.0,2.0,2.0,3.0,1.3333333333333333,1.0,1.0,3.75,1.75,3.0,2.4,3.0,0,0,0,0,0
64518,2,125.76016056196684,4.333333333333333,0.0,0.0,4.8,4.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,1.75,3.0,2.8,4.0,0,0,0,0,0
64519,2,145.1854358419056,3.0,0.0,1.0,4.0,4.0,4.0,3.0,3.0,1.6666666666666665,1.0,1.0,2.25,3.0,2.3333333333333335,2.0,2.0,0,0,0,0,0
64521,2,145.1854358419056,4.0,0.0,1.0,3.6,4.0,4.0,3.0,3.0,1.3333333333333333,1.0,1.0,3.5,1.75,3.0,3.0,3.75,0,0,0,0,0
64525,2,145.1854358419056,5.0,0.0,1.0,4.5,4.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,2.25,3.3333333333333335,2.8,3.25,0,0,0,0,0
64526,2,145.1854358419056,3.6666666666666665,0.0,1.0,3.5,4.0,3.0,3.0,3.0,2.6666666666666665,1.0,1.0,4.0,2.5,3.0,2.8,2.75,0,0,0,0,0
64527,2,125.76016056196684,2.3333333333333335,0.0,0.0,7.0,3.0,4.0,2.0,3.0,1.3333333333333333,1.0,1.0,2.75,2.5,2.6666666666666665,2.2,2.0,0,0,0,0,0
64528,2,145.1854358419056,4.333333333333333,0.0,1.0,3.5,4.0,4.0,3.0,3.0,1.3333333333333333,1.0,1.0,2.75,2.75,3.0,2.8,2.75,0,0,0,0,0
64529,2,125.76016056196684,3.0,0.0,0.0,2.0,4.0,2.0,3.0,3.0,1.3333333333333333,1.0,0.0,3.0,1.5,3.6666666666666665,3.0,4.0,0,0,0,0,0
64530,2,145.1854358419056,4.333333333333333,0.0,1.0,3.36,3.0,2.0,3.0,4.0,1.3333333333333333,1.0,1.0,3.75,2.0,2.6666666666666665,2.4,3.5,0,0,0,0,0
64531,2,125.76016056196684,4.333333333333333,0.0,0.0,2.8,4.0,2.0,2.0,3.0,2.8888888888888884,1.0,1.0,3.5,1.75,3.3333333333333335,3.0,3.25,0,0,0,0,0
64601,2,137.19290243123672,4.0,0.0,0.0,4.0,4.0,3.0,1.0,2.0,0.2222222222222222,1.0,0.0,3.75,2.25,4.0,3.4,4.0,0,0,0,0,0
64602,2,158.38411182753347,3.3333333333333335,0.0,1.0,5.5,5.0,3.0,3.0,3.0,1.0,1.0,1.0,3.75,2.25,3.3333333333333335,2.8,4.0,0,0,0,0,0
64603,2,137.19290243123672,3.6666666666666665,0.0,0.0,5.5,5.0,3.0,3.0,4.0,0.7777777777777778,1.0,1.0,2.75,3.0,3.0,3.0,3.5,0,0,0,0,0
64605,2,158.38411182753347,3.3333333333333335,0.0,1.0,5.0,5.0,4.0,3.0,4.0,3.6666666666666665,1.0,1.0,4.0,2.5,3.0,2.6,3.25,0,0,0,0,0
64607,2,158.38411182753347,4.333333333333333,0.0,1.0,4.5,5.0,4.0,3.0,4.0,1.6666666666666665,1.0,1.0,3.75,1.5,3.3333333333333335,2.8,3.5,0,0,0,0,0
64608,2,158.38411182753347,3.3333333333333335,0.0,1.0,6.0,5.0,5.0,3.0,3.0,1.5,1.0,0.0,3.75,1.75,3.3333333333333335,3.4,3.5,0,0,0,0,0
64609,2,137.19290243123672,5.0,0.0,0.0,7.0,5.0,5.0,3.0,3.0,1.3333333333333333,1.0,1.0,3.25,3.0,3.6666666666666665,3.0,4.0,0,0,0,0,0
64611,2,137.19290243123672,3.0,0.0,0.0,7.0,4.0,4.0,2.0,3.0,0.6666666666666666,1.0,0.0,3.5,1.75,3.0,2.6,3.25,0,0,0,0,0
64612,2,158.38411182753347,3.6666666666666665,0.0,1.0,6.5,5.0,4.0,2.0,3.0,1.0,1.0,1.0,3.75,1.75,3.3333333333333335,2.2,3.25,0,0,0,0,0
64613,2,158.38411182753347,3.0,0.0,1.0,13.0,5.0,5.0,3.0,4.0,4.333333333333333,1.0,1.0,3.5,1.75,3.3333333333333335,3.0,3.75,0,0,0,0,0
64614,2,137.19290243123672,4.0,0.0,0.0,7.0,5.0,5.0,3.0,3.0,1.6666666666666665,1.0,1.0,3.75,2.0,3.3333333333333335,2.6,3.75,0,0,0,0,0
64615,2,158.38411182753347,3.6666666666666665,0.0,1.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,0.0,3.75,2.5,3.0,3.0,3.5,0,0,0,0,0
64616,2,137.19290243123672,4.0,0.0,0.0,5.0,4.0,5.0,3.0,3.0,0.4444444444444444,1.0,0.0,4.0,1.75,3.6666666666666665,3.2,3.75,0,0,0,0,0
64618,2,158.38411182753347,4.333333333333333,0.0,1.0,10.0,5.0,5.0,3.0,3.0,1.3333333333333333,1.0,1.0,3.25,1.75,3.0,2.8,3.5,0,0,0,0,0
64621,2,137.19290243123672,4.333333333333333,0.0,0.0,8.0,5.0,5.0,3.0,3.0,0.7777777777777778,1.0,0.0,4.0,3.0,3.6666666666666665,3.0,4.0,0,0,0,0,0
64622,2,158.38411182753347,4.0,0.0,1.0,6.0,4.0,5.0,3.0,3.0,0.6666666666666666,1.0,0.0,4.0,2.0,3.0,2.8,4.0,0,0,0,0,0
64623,2,158.38411182753347,3.3333333333333335,0.0,1.0,4.0,5.0,4.0,4.0,3.0,0.6666666666666666,1.0,0.0,3.5,3.5,2.3333333333333335,2.0,1.75,0,0,0,0,0
64624,2,137.19290243123672,3.6666666666666665,0.0,0.0,5.0,4.0,4.0,3.0,3.0,1.6666666666666665,1.0,0.0,3.75,1.75,3.0,2.8,3.5,0,0,0,0,0
64625,2,158.38411182753347,4.0,0.0,1.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,3.5,3.0,3.6666666666666665,2.2,3.25,0,0,0,0,0
76501,2,98.10682558075372,3.6666666666666665,0.0,1.0,3.0,3.0,3.0,3.0,3.0,1.4444444444444442,1.0,0.0,2.75,2.25,3.0,1.8,3.25,0,0,0,0,0
76502,2,98.10682558075372,4.0,0.0,1.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,3.3333333333333335,3.0,3.75,0,0,0,0,0
76503,2,98.10682558075372,3.6666666666666665,0.0,1.0,7.8,4.0,4.0,3.0,4.0,2.6666666666666665,1.0,0.0,3.25,2.0,3.3333333333333335,3.2,3.5,0,0,0,0,0
76504,2,98.10682558075372,3.6666666666666665,0.0,1.0,5.0,2.0,2.0,4.0,4.0,1.5555555555555556,1.0,1.0,4.0,3.0,3.6666666666666665,3.2,4.0,0,0,0,0,0
76505,2,98.10682558075372,4.0,0.0,1.0,4.0,2.0,2.0,3.0,3.0,1.3333333333333333,1.0,0.0,3.75,2.0,3.6666666666666665,3.4,3.75,0,0,0,0,0
76506,2,98.10682558075372,4.666666666666667,0.0,1.0,8.0,3.0,3.0,3.0,3.0,4.333333333333333,1.0,1.0,3.5,2.25,3.0,3.0,3.5,0,0,0,0,0
76507,2,98.10682558075372,4.333333333333333,0.0,1.0,3.0,4.0,4.0,3.0,3.0,0.0,0.0,1.0,3.75,2.25,3.0,2.8,3.5,0,0,0,0,0
76508,2,98.10682558075372,5.0,0.0,1.0,6.0,2.0,4.0,3.0,3.0,1.5555555555555556,1.0,0.0,4.0,4.0,2.6666666666666665,3.0,3.75,0,0,0,0,0
76509,2,98.10682558075372,3.3333333333333335,0.0,1.0,4.0,3.0,3.0,3.0,3.0,0.3333333333333333,1.0,0.0,4.0,1.5,3.3333333333333335,2.6,2.5,0,0,0,0,0
76510,2,98.10682558075372,3.0,0.0,1.0,2.0,3.0,3.0,2.0,3.0,0.6666666666666666,1.0,0.0,2.25,3.0,2.3333333333333335,1.8,2.25,0,0,0,0,0
76511,2,98.10682558075372,2.6666666666666665,0.0,1.0,3.0,2.0,2.0,3.0,4.0,0.6666666666666666,1.0,1.0,2.0,2.0,2.0,2.0,2.25,0,0,0,0,0
76512,2,98.10682558075372,3.6666666666666665,0.0,1.0,1.5,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.75,2.75,2.0,2.2,2.75,0,0,0,0,0
76514,2,98.10682558075372,4.333333333333333,0.0,1.0,4.0,2.0,4.0,4.0,3.0,1.0,1.0,0.0,3.75,2.0,2.3333333333333335,2.8,3.0,0,0,0,0,0
76515,2,98.10682558075372,5.0,0.0,1.0,8.0,4.0,4.0,3.0,3.0,2.333333333333333,1.0,1.0,3.75,2.0,3.0,2.6,3.5,0,0,0,0,0
76516,2,98.10682558075372,4.333333333333333,0.0,1.0,8.0,2.0,2.0,3.0,3.0,2.0,1.0,0.0,4.0,1.75,4.0,4.0,1.75,0,0,0,0,0
76517,2,98.10682558075372,4.333333333333333,0.0,1.0,3.3,5.0,4.0,3.0,3.0,1.7777777777777777,1.0,1.0,3.0,2.75,2.3333333333333335,3.0,3.25,0,0,0,0,0
76518,2,98.10682558075372,4.666666666666667,0.0,1.0,3.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,3.25,2.25,2.3333333333333335,2.4,3.0,0,0,0,0,0
76519,2,98.10682558075372,3.3333333333333335,0.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,3.5,2.0,2.6666666666666665,2.8,2.5,0,0,0,0,0
76521,2,85.95984367476288,3.3333333333333335,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.6666666666666666,1.0,1.0,3.5,2.25,3.3333333333333335,3.0,4.0,0,0,0,0,0
76522,2,85.95984367476288,4.0,0.0,0.0,10.0,2.0,3.0,3.0,4.0,2.333333333333333,1.0,1.0,3.75,2.0,3.3333333333333335,2.8,4.0,0,0,0,0,0
76523,2,85.95984367476288,4.666666666666667,0.0,0.0,7.5,3.0,3.0,3.0,3.0,2.333333333333333,1.0,1.0,4.0,1.75,3.6666666666666665,3.6,3.5,0,0,0,0,0
76524,2,85.95984367476288,3.6666666666666665,0.0,0.0,8.0,2.0,2.0,2.0,2.0,2.333333333333333,1.0,1.0,3.25,2.0,3.0,3.0,3.25,0,0,0,0,0
76525,2,85.95984367476288,5.0,0.0,0.0,3.0,2.0,2.0,3.0,3.0,1.3333333333333333,1.0,0.0,2.75,2.0,3.0,3.0,3.25,0,0,0,0,0
76526,2,85.95984367476288,4.666666666666667,0.0,0.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.75,4.0,3.0,4.0,0,0,0,0,0
76527,2,85.95984367476288,4.0,0.0,0.0,7.0,2.0,2.0,3.0,3.0,3.333333333333333,1.0,1.0,4.0,3.0,3.0,2.6,3.25,0,0,0,0,0
76528,2,85.95984367476288,4.666666666666667,0.0,0.0,5.0,2.0,2.0,3.0,3.0,0.6666666666666666,1.0,1.0,3.25,2.5,3.0,3.0,3.75,0,0,0,0,0
76529,2,85.95984367476288,3.6666666666666665,0.0,0.0,3.0,4.0,4.0,3.0,3.0,0.3333333333333333,1.0,0.0,3.75,2.0,3.0,2.6,3.75,0,0,0,0,0
76530,2,85.95984367476288,3.6666666666666665,0.0,0.0,4.2,2.0,4.0,3.0,3.0,1.6666666666666665,1.0,1.0,3.25,2.0,3.0,2.8,3.5,0,0,0,0,0
76532,2,85.95984367476288,4.0,0.0,0.0,5.0,2.0,2.0,3.0,3.0,1.3333333333333333,1.0,1.0,4.0,2.25,3.6666666666666665,2.6,4.0,0,0,0,0,0
76533,2,85.95984367476288,4.333333333333333,0.0,0.0,4.0,3.0,2.0,3.0,3.0,1.6666666666666665,1.0,1.0,3.75,2.0,4.0,3.0,3.5,0,0,0,0,0
76534,2,85.95984367476288,4.666666666666667,0.0,0.0,7.0,2.0,2.0,3.0,3.0,1.6666666666666665,1.0,0.0,3.75,1.75,4.0,3.0,4.0,0,0,0,0,0
76535,2,85.95984367476288,3.6666666666666665,0.0,0.0,5.0,4.0,2.0,3.0,3.0,1.3333333333333333,1.0,0.0,3.25,2.5,3.3333333333333335,3.0,3.75,0,0,0,0,0
76536,2,85.95984367476288,4.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0,1.5555555555555556,1.0,1.0,4.0,2.75,4.0,2.8,4.0,0,0,0,0,0
76601,2,129.5010097665953,4.0,0.0,1.0,8.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,2.5,3.0,2.8,3.25,0,0,0,0,0
76602,2,129.5010097665953,3.0,0.0,1.0,8.0,2.0,2.0,3.0,4.0,1.6666666666666665,1.0,1.0,4.0,1.5,3.3333333333333335,3.2,3.0,0,0,0,0,0
76603,2,129.5010097665953,3.6666666666666665,0.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.25,2.0,3.3333333333333335,3.4,3.75,0,0,0,0,0
76604,2,129.5010097665953,2.6666666666666665,0.0,1.0,5.0,4.0,4.0,3.0,4.0,1.6666666666666665,1.0,1.0,3.75,2.25,2.6666666666666665,2.8,3.25,0,0,0,0,0
76605,2,129.5010097665953,3.3333333333333335,0.0,1.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,0.0,3.5,1.75,2.6666666666666665,3.0,3.75,0,0,0,0,0
76606,2,129.5010097665953,5.0,0.0,1.0,9.0,4.0,3.0,4.0,4.0,0.8888888888888888,1.0,0.0,3.5,2.0,4.0,3.4,3.75,0,0,0,0,0
76607,2,129.5010097665953,2.6666666666666665,0.0,1.0,7.5,4.0,4.0,4.0,3.0,4.0,1.0,1.0,3.25,3.25,3.0,2.6,3.5,0,0,0,0,0
76609,2,129.5010097665953,3.3333333333333335,0.0,1.0,3.0,4.0,4.0,3.0,4.0,1.3333333333333333,1.0,0.0,3.5,2.75,2.3333333333333335,2.6,3.25,0,0,0,0,0
76610,2,129.5010097665953,3.0,0.0,1.0,7.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,3.5,2.75,3.0,2.8,1.0,0,0,0,0,0
76615,2,129.5010097665953,5.0,0.0,1.0,7.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,3.5,1.75,3.3333333333333335,2.6,2.75,0,0,0,0,0
76617,2,113.46699365068676,2.6666666666666665,0.0,0.0,12.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.25,2.0,3.0,2.2,3.5,0,0,0,0,0
76618,2,113.46699365068676,5.0,0.0,0.0,6.0,4.0,4.0,3.0,4.0,1.5,1.0,1.0,4.0,1.75,3.0,3.2,3.5,0,0,0,0,0
76619,2,113.46699365068676,3.3333333333333335,0.0,0.0,6.0,4.0,4.0,3.0,3.0,2.333333333333333,1.0,1.0,3.5,1.75,3.3333333333333335,2.6,4.0,0,0,0,0,0
76621,2,113.46699365068676,4.0,0.0,0.0,10.0,4.0,4.0,3.0,3.0,0.0,1.0,1.0,3.5,1.75,3.0,2.8,3.75,0,0,0,0,0
76629,2,113.46699365068676,3.0,0.0,0.0,12.0,3.0,3.0,2.0,4.0,1.6666666666666665,1.0,1.0,3.75,1.75,3.3333333333333335,2.8,3.5,0,0,0,0,0
76630,2,113.46699365068676,4.666666666666667,0.0,0.0,4.8,3.0,4.0,3.0,3.0,2.0,1.0,0.0,4.0,1.5,4.0,2.4,3.75,0,0,0,0,0
76631,2,113.46699365068676,4.333333333333333,0.0,0.0,8.0,4.0,4.0,3.0,3.0,2.6666666666666665,1.0,1.0,3.75,1.5,3.6666666666666665,3.0,3.5,0,0,0,0,0
76632,2,113.46699365068676,4.666666666666667,0.0,0.0,6.0,2.0,3.0,3.0,3.0,1.3333333333333333,1.0,1.0,2.75,3.0,3.0,2.8,3.5,0,0,0,0,0
76701,2,111.63880152292622,4.333333333333333,0.0,1.0,7.5,3.0,2.0,4.0,3.0,1.3333333333333333,1.0,1.0,4.0,2.75,3.3333333333333335,2.4,4.0,0,0,0,0,0
76702,2,111.63880152292622,4.0,0.0,1.0,7.0,2.0,2.0,3.0,4.0,0.6666666666666666,1.0,1.0,3.25,2.75,2.3333333333333335,3.4,4.0,0,0,0,0,0
76703,2,97.81637383679912,2.6666666666666665,0.0,0.0,4.0,4.0,2.0,2.0,3.0,0.7777777777777778,1.0,0.0,3.0,2.0,3.3333333333333335,3.0,3.5,0,0,0,0,0
76705,2,97.81637383679912,4.333333333333333,0.0,0.0,2.8,2.0,2.0,3.0,3.0,0.6666666666666666,1.0,0.0,3.5,2.5,3.3333333333333335,3.2,3.75,0,0,0,0,0
76706,2,97.81637383679912,4.0,0.0,0.0,2.2,3.094624549736769,2.0,2.0,3.0,2.0,1.0,1.0,3.25,1.75,3.3333333333333335,2.8,4.0,0,0,0,0,0
